Method_ID,Reference_sample_ID
kirch2015aoa_zn,kirch2015aoa_zn-BHVO-2 (3-13.1)
kirch2015aoa_rb,kirch2015aoa_rb-BHVO-2 (5-12.1)
kirch2015aoa_rb,kirch2015aoa_rb-BHVO-2 (3-13.1)
kirch2015aoa_sr,kirch2015aoa_sr-BHVO-2 (5-12.1)
kirch2015aoa_sr,kirch2015aoa_sr-BHVO-2 (3-13.1)
kirch2015aoa_y,kirch2015aoa_y-BHVO-2 (5-12.1)
kirch2015aoa_y,kirch2015aoa_y-BHVO-2 (3-13.1)
kirch2015aoa_zr,kirch2015aoa_zr-BHVO-2 (5-12.1)
kirch2015aoa_zr,kirch2015aoa_zr-BHVO-2 (3-13.1)
kirch2015aoa_nb,kirch2015aoa_nb-BHVO-2 (5-12.1)
kirch2015aoa_nb,kirch2015aoa_nb-BHVO-2 (3-13.1)
kirch2015aoa_ba,kirch2015aoa_ba-BHVO-2 (5-12.1)
kirch2015aoa_ba,kirch2015aoa_ba-BHVO-2 (3-13.1)
kirch2015aoa_pb,kirch2015aoa_pb-BHVO-2 (5-12.1)
kirch2015aoa_pb,kirch2015aoa_pb-BHVO-2 (3-13.1)
rolett2015jasa_sio2,rolett2015jasa_sio2-W-1
rolett2015jasa_sio2,rolett2015jasa_sio2-BHVO-1
rolett2015jasa_sio2,rolett2015jasa_sio2-BIR-1
rolett2015jasa_tio2,rolett2015jasa_tio2-W-1
rolett2015jasa_tio2,rolett2015jasa_tio2-BHVO-1
rolett2015jasa_tio2,rolett2015jasa_tio2-BIR-1
rolett2015jasa_al2o3,rolett2015jasa_al2o3-W-1
rolett2015jasa_al2o3,rolett2015jasa_al2o3-BHVO-1
rolett2015jasa_al2o3,rolett2015jasa_al2o3-BIR-1
rolett2015jasa_feo,rolett2015jasa_feo-W-1
rolett2015jasa_feo,rolett2015jasa_feo-BHVO-1
rolett2015jasa_feo,rolett2015jasa_feo-BIR-1
rolett2015jasa_cao,rolett2015jasa_cao-W-1
rolett2015jasa_cao,rolett2015jasa_cao-BHVO-1
rolett2015jasa_cao,rolett2015jasa_cao-BIR-1
rolett2015jasa_mgo,rolett2015jasa_mgo-W-1
rolett2015jasa_mgo,rolett2015jasa_mgo-BHVO-1
rolett2015jasa_mgo,rolett2015jasa_mgo-BIR-1
rolett2015jasa_mno,rolett2015jasa_mno-W-1
rolett2015jasa_mno,rolett2015jasa_mno-BHVO-1
rolett2015jasa_mno,rolett2015jasa_mno-BIR-1
rolett2015jasa_k2o,rolett2015jasa_k2o-W-1
rolett2015jasa_k2o,rolett2015jasa_k2o-BHVO-1
rolett2015jasa_k2o,rolett2015jasa_k2o-BIR-1
rolett2015jasa_na2o,rolett2015jasa_na2o-W-1
rolett2015jasa_na2o,rolett2015jasa_na2o-BHVO-1
rolett2015jasa_na2o,rolett2015jasa_na2o-BIR-1
rolett2015jasa_p2o5,rolett2015jasa_p2o5-W-1
rolett2015jasa_p2o5,rolett2015jasa_p2o5-BHVO-1
rolett2015jasa_p2o5,rolett2015jasa_p2o5-BIR-1
rolett2015jasa_sc,rolett2015jasa_sc-W-1
rolett2015jasa_sc,rolett2015jasa_sc-BHVO-1
rolett2015jasa_sc,rolett2015jasa_sc-BIR-1
rolett2015jasa_v,rolett2015jasa_v-W-1
rolett2015jasa_v,rolett2015jasa_v-BHVO-1
rolett2015jasa_v,rolett2015jasa_v-BIR-1
rolett2015jasa_cr,rolett2015jasa_cr-W-1
rolett2015jasa_cr,rolett2015jasa_cr-BHVO-1
rolett2015jasa_cr,rolett2015jasa_cr-BIR-1
rolett2015jasa_co,rolett2015jasa_co-W-1
rolett2015jasa_co,rolett2015jasa_co-BHVO-1
rolett2015jasa_co,rolett2015jasa_co-BIR-1
rolett2015jasa_ni,rolett2015jasa_ni-W-1
rolett2015jasa_ni,rolett2015jasa_ni-BHVO-1
rolett2015jasa_ni,rolett2015jasa_ni-BIR-1
rolett2015jasa_zn,rolett2015jasa_zn-W-1
rolett2015jasa_zn,rolett2015jasa_zn-BHVO-1
rolett2015jasa_zn,rolett2015jasa_zn-BIR-1
rolett2015jasa_rb,rolett2015jasa_rb-W-1
rolett2015jasa_rb,rolett2015jasa_rb-BHVO-1
rolett2015jasa_rb,rolett2015jasa_rb-BIR-1
rolett2015jasa_sr,rolett2015jasa_sr-W-1
rolett2015jasa_sr,rolett2015jasa_sr-BHVO-1
rolett2015jasa_sr,rolett2015jasa_sr-BIR-1
rolett2015jasa_y,rolett2015jasa_y-W-1
rolett2015jasa_y,rolett2015jasa_y-BHVO-1
rolett2015jasa_y,rolett2015jasa_y-BIR-1
rolett2015jasa_zr,rolett2015jasa_zr-W-1
rolett2015jasa_zr,rolett2015jasa_zr-BHVO-1
rolett2015jasa_zr,rolett2015jasa_zr-BIR-1
rolett2015jasa_nb,rolett2015jasa_nb-W-1
rolett2015jasa_nb,rolett2015jasa_nb-BHVO-1
rolett2015jasa_nb,rolett2015jasa_nb-BIR-1
rolett2015jasa_ba,rolett2015jasa_ba-W-1
rolett2015jasa_ba,rolett2015jasa_ba-BHVO-1
rolett2015jasa_ba,rolett2015jasa_ba-BIR-1
sheppard1997cooka_sio2,sheppard1997cooka_sio2-AC-E
sheppard1997cooka_sio2,sheppard1997cooka_sio2-MEB (Mount Eden Basalt)
sheppard1997cooka_sio2,sheppard1997cooka_sio2-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_tio2,sheppard1997cooka_tio2-AC-E
sheppard1997cooka_tio2,sheppard1997cooka_tio2-MEB (Mount Eden Basalt)
sheppard1997cooka_tio2,sheppard1997cooka_tio2-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_al2o3,sheppard1997cooka_al2o3-AC-E
sheppard1997cooka_al2o3,sheppard1997cooka_al2o3-MEB (Mount Eden Basalt)
sheppard1997cooka_al2o3,sheppard1997cooka_al2o3-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_fe2o3,sheppard1997cooka_fe2o3-AC-E
sheppard1997cooka_fe2o3,sheppard1997cooka_fe2o3-MEB (Mount Eden Basalt)
sheppard1997cooka_fe2o3,sheppard1997cooka_fe2o3-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_cao,sheppard1997cooka_cao-AC-E
sheppard1997cooka_cao,sheppard1997cooka_cao-MEB (Mount Eden Basalt)
sheppard1997cooka_cao,sheppard1997cooka_cao-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_mgo,sheppard1997cooka_mgo-AC-E
sheppard1997cooka_mgo,sheppard1997cooka_mgo-MEB (Mount Eden Basalt)
sheppard1997cooka_mgo,sheppard1997cooka_mgo-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_mno,sheppard1997cooka_mno-AC-E
sheppard1997cooka_mno,sheppard1997cooka_mno-MEB (Mount Eden Basalt)
sheppard1997cooka_mno,sheppard1997cooka_mno-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_k2o,sheppard1997cooka_k2o-AC-E
sheppard1997cooka_k2o,sheppard1997cooka_k2o-MEB (Mount Eden Basalt)
sheppard1997cooka_k2o,sheppard1997cooka_k2o-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_na2o,sheppard1997cooka_na2o-AC-E
sheppard1997cooka_na2o,sheppard1997cooka_na2o-MEB (Mount Eden Basalt)
sheppard1997cooka_na2o,sheppard1997cooka_na2o-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_p2o5,sheppard1997cooka_p2o5-AC-E
sheppard1997cooka_p2o5,sheppard1997cooka_p2o5-MEB (Mount Eden Basalt)
sheppard1997cooka_p2o5,sheppard1997cooka_p2o5-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_v,sheppard1997cooka_v-AC-E
sheppard1997cooka_v,sheppard1997cooka_v-MEB (Mount Eden Basalt)
sheppard1997cooka_v,sheppard1997cooka_v-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_cr,sheppard1997cooka_cr-AC-E
sheppard1997cooka_cr,sheppard1997cooka_cr-MEB (Mount Eden Basalt)
sheppard1997cooka_cr,sheppard1997cooka_cr-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_ni,sheppard1997cooka_ni-AC-E
sheppard1997cooka_ni,sheppard1997cooka_ni-MEB (Mount Eden Basalt)
sheppard1997cooka_ni,sheppard1997cooka_ni-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_zn,sheppard1997cooka_zn-AC-E
sheppard1997cooka_zn,sheppard1997cooka_zn-MEB (Mount Eden Basalt)
sheppard1997cooka_zn,sheppard1997cooka_zn-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_rb,sheppard1997cooka_rb-AC-E
sheppard1997cooka_rb,sheppard1997cooka_rb-MEB (Mount Eden Basalt)
sheppard1997cooka_rb,sheppard1997cooka_rb-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_sr,sheppard1997cooka_sr-AC-E
sheppard1997cooka_sr,sheppard1997cooka_sr-MEB (Mount Eden Basalt)
sheppard1997cooka_sr,sheppard1997cooka_sr-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_y,sheppard1997cooka_y-AC-E
sheppard1997cooka_y,sheppard1997cooka_y-MEB (Mount Eden Basalt)
sheppard1997cooka_y,sheppard1997cooka_y-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_zr,sheppard1997cooka_zr-AC-E
sheppard1997cooka_zr,sheppard1997cooka_zr-MEB (Mount Eden Basalt)
sheppard1997cooka_zr,sheppard1997cooka_zr-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_nb,sheppard1997cooka_nb-AC-E
sheppard1997cooka_nb,sheppard1997cooka_nb-MEB (Mount Eden Basalt)
sheppard1997cooka_nb,sheppard1997cooka_nb-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_ba,sheppard1997cooka_ba-AC-E
sheppard1997cooka_ba,sheppard1997cooka_ba-MEB (Mount Eden Basalt)
sheppard1997cooka_ba,sheppard1997cooka_ba-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_la,sheppard1997cooka_la-AC-E
sheppard1997cooka_la,sheppard1997cooka_la-MEB (Mount Eden Basalt)
sheppard1997cooka_la,sheppard1997cooka_la-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_pb,sheppard1997cooka_pb-AC-E
sheppard1997cooka_pb,sheppard1997cooka_pb-MEB (Mount Eden Basalt)
sheppard1997cooka_pb,sheppard1997cooka_pb-TOR (Taupo Obsidian Rhyolite)
sheppard1997cooka_th,sheppard1997cooka_th-AC-E
sheppard1997cooka_th,sheppard1997cooka_th-MEB (Mount Eden Basalt)
sheppard1997cooka_th,sheppard1997cooka_th-TOR (Taupo Obsidian Rhyolite)
simpson2018aob_be,simpson2018aob_be-BHVO-2
simpson2018aob_mg,simpson2018aob_mg-BHVO-2
simpson2018aob_p,simpson2018aob_p-BHVO-2
simpson2018aob_ca,simpson2018aob_ca-BHVO-2
simpson2018aob_sc,simpson2018aob_sc-BHVO-2
simpson2018aob_ti,simpson2018aob_ti-BHVO-2
simpson2018aob_v,simpson2018aob_v-BHVO-2
simpson2018aob_cr,simpson2018aob_cr-BHVO-2
simpson2018aob_mn,simpson2018aob_mn-BHVO-2
simpson2018aob_fe,simpson2018aob_fe-BHVO-2
simpson2018aob_co,simpson2018aob_co-BHVO-2
simpson2018aob_ni,simpson2018aob_ni-BHVO-2
simpson2018aob_cu,simpson2018aob_cu-BHVO-2
simpson2018aob_zn,simpson2018aob_zn-BHVO-2
simpson2018aob_ga,simpson2018aob_ga-BHVO-2
simpson2018aob_rb,simpson2018aob_rb-BHVO-2
simpson2018aob_sr,simpson2018aob_sr-BHVO-2
simpson2018aob_y,simpson2018aob_y-BHVO-2
simpson2018aob_zr,simpson2018aob_zr-BHVO-2
simpson2018aob_nb,simpson2018aob_nb-BHVO-2
simpson2018aob_mo,simpson2018aob_mo-BHVO-2
simpson2018aob_cd,simpson2018aob_cd-BHVO-2
simpson2018aob_sn,simpson2018aob_sn-BHVO-2
simpson2018aob_sb,simpson2018aob_sb-BHVO-2
simpson2018aob_cs,simpson2018aob_cs-BHVO-2
simpson2018aob_ba,simpson2018aob_ba-BHVO-2
simpson2018aob_la,simpson2018aob_la-BHVO-2
simpson2018aob_ce,simpson2018aob_ce-BHVO-2
simpson2018aob_pr,simpson2018aob_pr-BHVO-2
simpson2018aob_nd,simpson2018aob_nd-BHVO-2
simpson2018aob_sm,simpson2018aob_sm-BHVO-2
simpson2018aob_eu,simpson2018aob_eu-BHVO-2
simpson2018aob_gd,simpson2018aob_gd-BHVO-2
simpson2018aob_tb,simpson2018aob_tb-BHVO-2
simpson2018aob_dy,simpson2018aob_dy-BHVO-2
simpson2018aob_ho,simpson2018aob_ho-BHVO-2
simpson2018aob_er,simpson2018aob_er-BHVO-2
simpson2018aob_tm,simpson2018aob_tm-BHVO-2
simpson2018aob_yb,simpson2018aob_yb-BHVO-2
simpson2018aob_lu,simpson2018aob_lu-BHVO-2
simpson2018aob_hf,simpson2018aob_hf-BHVO-2
simpson2018aob_ta,simpson2018aob_ta-BHVO-2
simpson2018aob_w,simpson2018aob_w-BHVO-2
simpson2018aob_tl,simpson2018aob_tl-BHVO-2
simpson2018aob_pb,simpson2018aob_pb-BHVO-2
simpson2018aob_th,simpson2018aob_th-BHVO-2
simpson2018aob_u,simpson2018aob_u-BHVO-2
simpson2018aoc_nd143nd144,simpson2018aoc_nd143nd144-BHVO-2
simpson2018aoc_sr87sr86,simpson2018aoc_sr87sr86-BHVO-2
simpson2018aoc_pb206pb204,simpson2018aoc_pb206pb204-BHVO-2
simpson2018aoc_pb207pb204,simpson2018aoc_pb207pb204-BHVO-2
simpson2018aoc_pb208pb204,simpson2018aoc_pb208pb204-BHVO-2
simpson2018jasra_sio2,simpson2018jasra_sio2-CORNING B
simpson2018jasra_sio2,simpson2018jasra_sio2-CORNING D
simpson2018jasra_tio2,simpson2018jasra_tio2-CORNING B
simpson2018jasra_tio2,simpson2018jasra_tio2-CORNING D
simpson2018jasra_al2o3,simpson2018jasra_al2o3-CORNING B
simpson2018jasra_al2o3,simpson2018jasra_al2o3-CORNING D
simpson2018jasra_fe2o3,simpson2018jasra_fe2o3-CORNING B
simpson2018jasra_fe2o3,simpson2018jasra_fe2o3-CORNING D
simpson2018jasra_cao,simpson2018jasra_cao-CORNING B
simpson2018jasra_cao,simpson2018jasra_cao-CORNING D
simpson2018jasra_mgo,simpson2018jasra_mgo-CORNING B
simpson2018jasra_mgo,simpson2018jasra_mgo-CORNING D
simpson2018jasra_mno,simpson2018jasra_mno-CORNING B
simpson2018jasra_mno,simpson2018jasra_mno-CORNING D
simpson2018jasra_k2o,simpson2018jasra_k2o-CORNING B
simpson2018jasra_k2o,simpson2018jasra_k2o-CORNING D
simpson2018jasra_na2o,simpson2018jasra_na2o-CORNING B
simpson2018jasra_na2o,simpson2018jasra_na2o-CORNING D
simpson2018jasra_p2o5,simpson2018jasra_p2o5-CORNING B
simpson2018jasra_p2o5,simpson2018jasra_p2o5-CORNING D
simpson2018jasra_li,simpson2018jasra_li-CORNING B
simpson2018jasra_li,simpson2018jasra_li-CORNING D
simpson2018jasra_be,simpson2018jasra_be-CORNING B
simpson2018jasra_be,simpson2018jasra_be-CORNING D
simpson2018jasra_b,simpson2018jasra_b-CORNING B
simpson2018jasra_b,simpson2018jasra_b-CORNING D
simpson2018jasra_sc,simpson2018jasra_sc-CORNING B
simpson2018jasra_sc,simpson2018jasra_sc-CORNING D
simpson2018jasra_v,simpson2018jasra_v-CORNING B
simpson2018jasra_v,simpson2018jasra_v-CORNING D
simpson2018jasra_cr,simpson2018jasra_cr-CORNING B
simpson2018jasra_cr,simpson2018jasra_cr-CORNING D
simpson2018jasra_co,simpson2018jasra_co-CORNING B
simpson2018jasra_co,simpson2018jasra_co-CORNING D
simpson2018jasra_ni,simpson2018jasra_ni-CORNING B
simpson2018jasra_ni,simpson2018jasra_ni-CORNING D
simpson2018jasra_zn,simpson2018jasra_zn-CORNING B
simpson2018jasra_zn,simpson2018jasra_zn-CORNING D
simpson2018jasra_as,simpson2018jasra_as-CORNING B
simpson2018jasra_as,simpson2018jasra_as-CORNING D
simpson2018jasra_rb,simpson2018jasra_rb-CORNING B
simpson2018jasra_rb,simpson2018jasra_rb-CORNING D
simpson2018jasra_sr,simpson2018jasra_sr-CORNING B
simpson2018jasra_sr,simpson2018jasra_sr-CORNING D
simpson2018jasra_y,simpson2018jasra_y-CORNING B
simpson2018jasra_y,simpson2018jasra_y-CORNING D
simpson2018jasra_zr,simpson2018jasra_zr-CORNING B
simpson2018jasra_zr,simpson2018jasra_zr-CORNING D
simpson2018jasra_nb,simpson2018jasra_nb-CORNING B
simpson2018jasra_nb,simpson2018jasra_nb-CORNING D
simpson2018jasra_mo,simpson2018jasra_mo-CORNING B
simpson2018jasra_mo,simpson2018jasra_mo-CORNING D
simpson2018jasra_ag,simpson2018jasra_ag-CORNING B
simpson2018jasra_ag,simpson2018jasra_ag-CORNING D
simpson2018jasra_in,simpson2018jasra_in-CORNING B
simpson2018jasra_in,simpson2018jasra_in-CORNING D
simpson2018jasra_sn,simpson2018jasra_sn-CORNING B
simpson2018jasra_sn,simpson2018jasra_sn-CORNING D
simpson2018jasra_sb,simpson2018jasra_sb-CORNING B
simpson2018jasra_sb,simpson2018jasra_sb-CORNING D
simpson2018jasra_cs,simpson2018jasra_cs-CORNING B
simpson2018jasra_cs,simpson2018jasra_cs-CORNING D
simpson2018jasra_ba,simpson2018jasra_ba-CORNING B
simpson2018jasra_ba,simpson2018jasra_ba-CORNING D
simpson2018jasra_la,simpson2018jasra_la-CORNING B
simpson2018jasra_la,simpson2018jasra_la-CORNING D
simpson2018jasra_ce,simpson2018jasra_ce-CORNING B
simpson2018jasra_ce,simpson2018jasra_ce-CORNING D
simpson2018jasra_pr,simpson2018jasra_pr-CORNING B
simpson2018jasra_pr,simpson2018jasra_pr-CORNING D
simpson2018jasra_nd,simpson2018jasra_nd-CORNING B
simpson2018jasra_nd,simpson2018jasra_nd-CORNING D
simpson2018jasra_sm,simpson2018jasra_sm-CORNING B
simpson2018jasra_sm,simpson2018jasra_sm-CORNING D
simpson2018jasra_eu,simpson2018jasra_eu-CORNING B
simpson2018jasra_eu,simpson2018jasra_eu-CORNING D
simpson2018jasra_gd,simpson2018jasra_gd-CORNING B
simpson2018jasra_gd,simpson2018jasra_gd-CORNING D
simpson2018jasra_tb,simpson2018jasra_tb-CORNING B
simpson2018jasra_tb,simpson2018jasra_tb-CORNING D
simpson2018jasra_dy,simpson2018jasra_dy-CORNING B
simpson2018jasra_dy,simpson2018jasra_dy-CORNING D
simpson2018jasra_ho,simpson2018jasra_ho-CORNING B
simpson2018jasra_ho,simpson2018jasra_ho-CORNING D
simpson2018jasra_er,simpson2018jasra_er-CORNING B
simpson2018jasra_er,simpson2018jasra_er-CORNING D
simpson2018jasra_tm,simpson2018jasra_tm-CORNING B
simpson2018jasra_tm,simpson2018jasra_tm-CORNING D
simpson2018jasra_yb,simpson2018jasra_yb-CORNING B
simpson2018jasra_yb,simpson2018jasra_yb-CORNING D
simpson2018jasra_lu,simpson2018jasra_lu-CORNING B
simpson2018jasra_lu,simpson2018jasra_lu-CORNING D
simpson2018jasra_hf,simpson2018jasra_hf-CORNING B
simpson2018jasra_hf,simpson2018jasra_hf-CORNING D
simpson2018jasra_ta,simpson2018jasra_ta-CORNING B
simpson2018jasra_ta,simpson2018jasra_ta-CORNING D
simpson2018jasra_w,simpson2018jasra_w-CORNING B
simpson2018jasra_w,simpson2018jasra_w-CORNING D
simpson2018jasra_au,simpson2018jasra_au-CORNING B
simpson2018jasra_au,simpson2018jasra_au-CORNING D
simpson2018jasra_bi,simpson2018jasra_bi-CORNING B
simpson2018jasra_bi,simpson2018jasra_bi-CORNING D
simpson2018jasra_th,simpson2018jasra_th-CORNING B
simpson2018jasra_th,simpson2018jasra_th-CORNING D
simpson2018jasra_u,simpson2018jasra_u-CORNING B
simpson2018jasra_u,simpson2018jasra_u-CORNING D
weisler1993toagaa_sio2,weisler1993toagaa_sio2-BCRP-84
weisler1993toagaa_sio2,weisler1993toagaa_sio2-GSP-1
weisler1993toagaa_tio2,weisler1993toagaa_tio2-BCRP-84
weisler1993toagaa_tio2,weisler1993toagaa_tio2-GSP-1
weisler1993toagaa_al2o3,weisler1993toagaa_al2o3-BCRP-84
weisler1993toagaa_al2o3,weisler1993toagaa_al2o3-GSP-1
weisler1993toagaa_fe2o3,weisler1993toagaa_fe2o3-BCRP-84
weisler1993toagaa_fe2o3,weisler1993toagaa_fe2o3-GSP-1
weisler1993toagaa_cao,weisler1993toagaa_cao-BCRP-84
weisler1993toagaa_cao,weisler1993toagaa_cao-GSP-1
weisler1993toagaa_mgo,weisler1993toagaa_mgo-BCRP-84
weisler1993toagaa_mgo,weisler1993toagaa_mgo-GSP-1
weisler1993toagaa_mno,weisler1993toagaa_mno-BCRP-84
weisler1993toagaa_mno,weisler1993toagaa_mno-GSP-1
weisler1993toagaa_k2o,weisler1993toagaa_k2o-BCRP-84
weisler1993toagaa_k2o,weisler1993toagaa_k2o-GSP-1
weisler1993toagaa_na2o,weisler1993toagaa_na2o-BCRP-84
weisler1993toagaa_na2o,weisler1993toagaa_na2o-GSP-1
weisler1993toagaa_p2o5,weisler1993toagaa_p2o5-BCRP-84
weisler1993toagaa_p2o5,weisler1993toagaa_p2o5-GSP-1
weisler1993toagaa_sc,weisler1993toagaa_sc-BCRP-84
weisler1993toagaa_sc,weisler1993toagaa_sc-GSP-1
weisler1993toagaa_v,weisler1993toagaa_v-BCRP-84
weisler1993toagaa_v,weisler1993toagaa_v-GSP-1
weisler1993toagaa_cr,weisler1993toagaa_cr-BCRP-84
weisler1993toagaa_cr,weisler1993toagaa_cr-GSP-1
weisler1993toagaa_ni,weisler1993toagaa_ni-BCRP-84
weisler1993toagaa_ni,weisler1993toagaa_ni-GSP-1
weisler1993toagaa_cu,weisler1993toagaa_cu-BCRP-84
weisler1993toagaa_cu,weisler1993toagaa_cu-GSP-1
weisler1993toagaa_zn,weisler1993toagaa_zn-BCRP-84
weisler1993toagaa_zn,weisler1993toagaa_zn-GSP-1
weisler1993toagaa_ga,weisler1993toagaa_ga-BCRP-84
weisler1993toagaa_ga,weisler1993toagaa_ga-GSP-1
weisler1993toagaa_rb,weisler1993toagaa_rb-BCRP-84
weisler1993toagaa_rb,weisler1993toagaa_rb-GSP-1
weisler1993toagaa_sr,weisler1993toagaa_sr-BCRP-84
weisler1993toagaa_sr,weisler1993toagaa_sr-GSP-1
weisler1993toagaa_y,weisler1993toagaa_y-BCRP-84
weisler1993toagaa_y,weisler1993toagaa_y-GSP-1
weisler1993toagaa_zr,weisler1993toagaa_zr-BCRP-84
weisler1993toagaa_zr,weisler1993toagaa_zr-GSP-1
weisler1993toagaa_nb,weisler1993toagaa_nb-BCRP-84
weisler1993toagaa_nb,weisler1993toagaa_nb-GSP-1
weisler1993toagaa_ba,weisler1993toagaa_ba-BCRP-84
weisler1993toagaa_ba,weisler1993toagaa_ba-GSP-1
weisler1993toagaa_la,weisler1993toagaa_la-BCRP-84
weisler1993toagaa_la,weisler1993toagaa_la-GSP-1
weisler1993toagaa_ce,weisler1993toagaa_ce-BCRP-84
weisler1993toagaa_ce,weisler1993toagaa_ce-GSP-1
weisler1993toagaa_pb,weisler1993toagaa_pb-BCRP-84
weisler1993toagaa_pb,weisler1993toagaa_pb-GSP-1
weisler1993toagaa_th,weisler1993toagaa_th-BCRP-84
weisler1993toagaa_th,weisler1993toagaa_th-GSP-1
weisler1993toagab_rb,weisler1993toagab_rb-RGM-1
weisler1993toagab_sr,weisler1993toagab_sr-RGM-1
weisler1993toagab_y,weisler1993toagab_y-RGM-1
weisler1993toagab_zr,weisler1993toagab_zr-RGM-1
weisler1993toagab_nb,weisler1993toagab_nb-RGM-1
weisler1993toagab_pb,weisler1993toagab_pb-RGM-1
weisler1993toagab_th,weisler1993toagab_th-RGM-1
weisler1994jpsa_sio2,weisler1994jpsa_sio2-BCRP-84
weisler1994jpsa_sio2,weisler1994jpsa_sio2-GSP-1
weisler1994jpsa_tio2,weisler1994jpsa_tio2-BCRP-84
weisler1994jpsa_tio2,weisler1994jpsa_tio2-GSP-1
weisler1994jpsa_al2o3,weisler1994jpsa_al2o3-BCRP-84
weisler1994jpsa_al2o3,weisler1994jpsa_al2o3-GSP-1
weisler1994jpsa_feo,weisler1994jpsa_feo-BCRP-84
weisler1994jpsa_feo,weisler1994jpsa_feo-GSP-1
weisler1994jpsa_cao,weisler1994jpsa_cao-BCRP-84
weisler1994jpsa_cao,weisler1994jpsa_cao-GSP-1
weisler1994jpsa_mgo,weisler1994jpsa_mgo-BCRP-84
weisler1994jpsa_mgo,weisler1994jpsa_mgo-GSP-1
weisler1994jpsa_mno,weisler1994jpsa_mno-BCRP-84
weisler1994jpsa_mno,weisler1994jpsa_mno-GSP-1
weisler1994jpsa_k2o,weisler1994jpsa_k2o-BCRP-84
weisler1994jpsa_k2o,weisler1994jpsa_k2o-GSP-1
weisler1994jpsa_na2o,weisler1994jpsa_na2o-BCRP-84
weisler1994jpsa_na2o,weisler1994jpsa_na2o-GSP-1
weisler1994jpsa_p2o5,weisler1994jpsa_p2o5-BCRP-84
weisler1994jpsa_p2o5,weisler1994jpsa_p2o5-GSP-1
weisler1994jpsa_sc,weisler1994jpsa_sc-BCRP-84
weisler1994jpsa_sc,weisler1994jpsa_sc-GSP-1
weisler1994jpsa_v,weisler1994jpsa_v-BCRP-84
weisler1994jpsa_v,weisler1994jpsa_v-GSP-1
weisler1994jpsa_cr,weisler1994jpsa_cr-BCRP-84
weisler1994jpsa_cr,weisler1994jpsa_cr-GSP-1
weisler1994jpsa_ni,weisler1994jpsa_ni-BCRP-84
weisler1994jpsa_ni,weisler1994jpsa_ni-GSP-1
weisler1994jpsa_cu,weisler1994jpsa_cu-BCRP-84
weisler1994jpsa_cu,weisler1994jpsa_cu-GSP-1
weisler1994jpsa_zn,weisler1994jpsa_zn-BCRP-84
weisler1994jpsa_zn,weisler1994jpsa_zn-GSP-1
weisler1994jpsa_ga,weisler1994jpsa_ga-BCRP-84
weisler1994jpsa_ga,weisler1994jpsa_ga-GSP-1
weisler1994jpsa_rb,weisler1994jpsa_rb-BCRP-84
weisler1994jpsa_rb,weisler1994jpsa_rb-GSP-1
weisler1994jpsa_sr,weisler1994jpsa_sr-BCRP-84
weisler1994jpsa_sr,weisler1994jpsa_sr-GSP-1
weisler1994jpsa_y,weisler1994jpsa_y-BCRP-84
weisler1994jpsa_y,weisler1994jpsa_y-GSP-1
weisler1994jpsa_zr,weisler1994jpsa_zr-BCRP-84
weisler1994jpsa_zr,weisler1994jpsa_zr-GSP-1
weisler1994jpsa_nb,weisler1994jpsa_nb-BCRP-84
weisler1994jpsa_nb,weisler1994jpsa_nb-GSP-1
weisler1994jpsa_ba,weisler1994jpsa_ba-BCRP-84
weisler1994jpsa_ba,weisler1994jpsa_ba-GSP-1
weisler1994jpsa_la,weisler1994jpsa_la-BCRP-84
weisler1994jpsa_la,weisler1994jpsa_la-GSP-1
weisler1994jpsa_ce,weisler1994jpsa_ce-BCRP-84
weisler1994jpsa_ce,weisler1994jpsa_ce-GSP-1
weisler1994jpsa_pb,weisler1994jpsa_pb-BCRP-84
weisler1994jpsa_pb,weisler1994jpsa_pb-GSP-1
weisler1994jpsa_th,weisler1994jpsa_th-BCRP-84
weisler1994jpsa_th,weisler1994jpsa_th-GSP-1
weisler1994jpsb_rb,weisler1994jpsb_rb-RGM-1
weisler1994jpsb_sr,weisler1994jpsb_sr-RGM-1
weisler1994jpsb_y,weisler1994jpsb_y-RGM-1
