ID,sample_name,sample_measured_value,uncertainty,uncertainty_unit,number_of_measurements
hermann2019a_fe2o3-CB18,CB18,13.9082914246,1.4295434119,%,
hermann2019a_fe2o3-ACE,ACE,2.6388191509,-4.3011522113,%,
hermann2019a_fe2o3-ME,ME,9.8497600111,-0.7132925472,%,
hermann2019a_cao-CB2,CB2,9.0243068828,8.3826712404,%,
hermann2019a_cao-BELC,BELC,13.8158352119,1.6666532959,%,
hermann2019a_cao-CB15,CB15,11.9958470807,-2.0923155804,%,
hermann2019a_cao-CB18,CB18,11.5556348356,1.2338902944,%,
hermann2019a_cao-ACE,ACE,0.3080970883,9.3832093349,%,
hermann2019a_cao-ME,ME,11.3040217835,-2.763834395,%,
hermann2019a_mgo-CB2,CB2,5.8404768129,10.1465105706,%,
hermann2019a_mgo-BELC,BELC,13.0219048049,0.5961465277,%,
hermann2019a_mgo-CB15,CB15,7.439713104,0.138079141,%,
hermann2019a_mgo-CB18,CB18,10.7988640106,0.5629464956,%,
hermann2019a_mgo-ACE,ACE,0.0559494213,-86.4980708392,%,
hermann2019a_mgo-ME,ME,7.514921824,0.4646116022,%,
hermann2019a_mno-CB2,CB2,0.1764602125,9.5075833437,%,
hermann2019a_mno-BELC,BELC,0.1795326876,11.5602524232,%,
hermann2019a_mno-CB15,CB15,0.1841478551,0.4606188906,%,
hermann2019a_mno-CB18,CB18,0.4604324084,-0.0940018188,%,
hermann2019a_mno-ACE,ACE,0.0608735315,-4.9543647334,%,
hermann2019a_mno-ME,ME,0.1768239326,-1.0422472172,%,
hermann2019a_k2o-CB2,CB2,1.638543408,1.2925657802,%,
hermann2019a_k2o-BELC,BELC,1.528407617,7.3692353354,%,
hermann2019a_k2o-CB15,CB15,0.1327777308,0.1671196875,%,
hermann2019a_k2o-CB18,CB18,2.1161976877,2.4793692305,%,
hermann2019a_k2o-ACE,ACE,4.4660793074,0.5327548468,%,
hermann2019a_k2o-ME,ME,0.426100657,-3.9269895228,%,
hermann2019a_na2o-CB2,CB2,3.7716177891,0.7469002857,%,
hermann2019a_na2o-BELC,BELC,3.4443272364,1.590650388,%,
hermann2019a_na2o-CB15,CB15,2.7248951227,-4.8036585665,%,
hermann2019a_na2o-CB18,CB18,3.2369352949,2.5019489495,%,
hermann2019a_na2o-ACE,ACE,6.4791687007,0.9301421909,%,
hermann2019a_na2o-ME,ME,3.1842813016,-3.3857565448,%,
hermann2019a_p2o5-CB2,CB2,0.6578157778,1.818540629,%,
hermann2019a_p2o5-BELC,BELC,0.9311411003,11.3198952129,%,
hermann2019a_p2o5-CB15,CB15,0.127514697,8.9180735527,%,
hermann2019a_p2o5-CB18,CB18,0.9179154681,-1.4271235511,%,
hermann2019a_p2o5-ACE,ACE,0.002341267,83.2766642827,%,
hermann2019a_p2o5-ME,ME,0.2549286982,-1.9714792849,%,
hermann2019a_sc-CB2,CB2,21.5982242775,1.8262532839,%,
hermann2019a_sc-BELC,BELC,21.6741520218,3.6704354588,%,
hermann2019a_sc-CB15,CB15,40.8371963576,0.3970820547,%,
hermann2019a_sc-CB18,CB18,24.6192817713,2.6905858843,%,
hermann2019a_sc-ACE,ACE,0.1541107274,-40.1006612894,%,
hermann2019a_sc-ME,ME,37.034373397,1.2416709413,%,
hermann2019a_rb-CB2,CB2,37.1713153526,2.1807490721,%,
hermann2019a_rb-BELC,BELC,47.4651308391,6.0096419027,%,
hermann2019a_rb-CB15,CB15,0.7122500389,67.6249982331,%,
hermann2019a_rb-CB18,CB18,109.0944021344,2.157486875,%,
hermann2019a_rb-ACE,ACE,153.0503124718,-0.6909950473,%,
hermann2019a_rb-ME,ME,1.6442405669,58.8939858264,%,
hermann2019a_sr-CB2,CB2,749.8263098832,7.4288506317,%,
hermann2019a_sr-BELC,BELC,1383.2417846171,2.5886067171,%,
hermann2019a_sr-CB15,CB15,114.2262015885,0.6728681839,%,
hermann2019a_sr-CB18,CB18,1120.9098376122,3.3698415852,%,
hermann2019a_sr-ACE,ACE,1.2768898744,57.4370041866,%,
hermann2019a_sr-ME,ME,218.2912093959,0.7767230019,%,
hermann2019a_y-CB2,CB2,26.463015944,1.9888298369,%,
hermann2019a_y-BELC,BELC,28.2732931833,4.1583281921,%,
hermann2019a_y-CB15,CB15,30.8657964532,-0.5400535936,%,
hermann2019a_y-CB18,CB18,60.4445797656,0.9105249744,%,
hermann2019a_y-ACE,ACE,180.5100436175,1.8967154253,%,
hermann2019a_y-ME,ME,32.0331201428,1.4365534067,%,
hermann2019a_zr-CB2,CB2,213.4435335127,4.7127082533,%,
hermann2019a_zr-BELC,BELC,242.7889376277,6.619639374,%,
hermann2019a_zr-CB15,CB15,82.1766780214,-2.7208475268,%,
hermann2019a_zr-CB18,CB18,233.3430316654,6.6627873339,%,
hermann2019a_zr-ACE,ACE,765.0627994023,1.9150257177,%,
hermann2019a_zr-ME,ME,146.8516133924,2.0989244051,%,
hermann2019a_nb-CB2,CB2,59.8110422309,1.9491110969,%,
hermann2019a_nb-BELC,BELC,101.872884672,2.0453032,%,
hermann2019a_nb-CB15,CB15,2.7318677093,8.9377430231,%,
hermann2019a_nb-CB18,CB18,92.4758423315,3.6709975714,%,
hermann2019a_nb-ACE,ACE,108.9629846515,0.9427412259,%,
hermann2019a_nb-ME,ME,9.5028478984,-2.1811601978,%,
hermann2019a_ba-CB2,CB2,526.5826524884,-1.2658947093,%,
hermann2019a_ba-BELC,BELC,963.2388956102,1.2062671169,%,
hermann2019a_ba-CB15,CB15,14.738105121,18.1216382167,%,
hermann2019a_ba-CB18,CB18,890.8928576735,2.09968597,%,
hermann2019a_ba-ACE,ACE,55.4008990109,-0.7289072925,%,
hermann2019a_ba-ME,ME,38.4593069263,3.8517326843,%,
hermann2019a_la-CB2,CB2,46.0349417725,-0.0759603749,%,
hermann2019a_la-BELC,BELC,82.8391798487,-1.0233900594,%,
hermann2019a_la-CB15,CB15,3.6745860762,-4.988173606,%,
hermann2019a_la-CB18,CB18,76.1055333492,-0.13885967,%,
hermann2019a_la-ACE,ACE,56.8580617055,3.630403889,%,
hermann2019a_la-ME,ME,9.1475470809,-1.6394120099,%,
hermann2019a_ce-CB2,CB2,88.5125696306,-1.7385857823,%,
hermann2019a_ce-BELC,BELC,149.4116908814,-0.9538451901,%,
hermann2019a_ce-CB15,CB15,10.8043934033,-4.8970233326,%,
hermann2019a_ce-CB18,CB18,137.964772308,0.7447681237,%,
hermann2019a_ce-ACE,ACE,152.2389268199,1.143554013,%,
hermann2019a_ce-ME,ME,22.7131461986,1.2471904409,%,
hermann2019a_nd-CB2,CB2,5.1793592165,0.3969381444,%,
hermann2019a_nd-BELC,BELC,6.1440951279,2.4746805098,%,
hermann2019a_nd-CB15,CB15,5.1496232896,1.911937341,%,
hermann2019a_nd-CB18,CB18,10.2757369831,3.0590850648,%,
hermann2019a_nd-ACE,ACE,28.9428714096,0.1969951393,%,
hermann2019a_nd-ME,ME,5.6296230968,-0.5289838718,%,
hermann2019a_sm-CB2,CB2,2.9060846543,-11.7724867037,%,
hermann2019a_sm-BELC,BELC,2.8955813887,-11.3685149493,%,
hermann2019a_sm-CB15,CB15,3.454311223,-4.6760976661,%,
hermann2019a_sm-CB18,CB18,6.6194113044,-2.6265318517,%,
hermann2019a_sm-ACE,ACE,17.8186119768,-0.6701241624,%,
hermann2019a_sm-ME,ME,3.493658366,-4.2883094323,%,
hermann2019a_eu-CB2,CB2,2.401164855,-0.8892796234,%,
hermann2019a_eu-BELC,BELC,3.687040743,-1.0148148771,%,
hermann2019a_eu-CB15,CB15,1.1606420883,0.7998215143,%,
hermann2019a_eu-CB18,CB18,3.3690113084,-0.5675017438,%,
hermann2019a_eu-ACE,ACE,2.0756073479,-3.780367395,%,
hermann2019a_eu-ME,ME,1.5849841172,-2.2570398215,%,
hermann2019a_gd-CB2,CB2,6.7825080549,0.2572344871,%,
hermann2019a_gd-BELC,BELC,9.47831795,2.2853819584,%,
hermann2019a_gd-CB15,CB15,4.4479150147,1.1574441187,%,
hermann2019a_gd-CB18,CB18,10.1986353274,0.9841230347,%,
hermann2019a_gd-ACE,ACE,26.4818032947,-1.8530895948,%,
hermann2019a_gd-ME,ME,5.406049034,-3.9624814237,%,
hermann2019a_dy-CB2,CB2,42.0310168825,-0.0738497203,%,
hermann2019a_dy-BELC,BELC,67.175003349,-0.2611990284,%,
hermann2019a_dy-CB15,CB15,9.416711744,0.8767184846,%,
hermann2019a_dy-CB18,CB18,63.0418925194,1.4970429384,%,
hermann2019a_dy-ACE,ACE,91.3991010518,0.6531510306,%,
hermann2019a_dy-ME,ME,16.3794490205,-2.3715563782,%,
hermann2019a_er-CB2,CB2,8.0207239458,-0.2590493228,%,
hermann2019a_er-BELC,BELC,12.3844134633,-0.6862883192,%,
hermann2019a_er-CB15,CB15,2.9944300695,6.4240603291,%,
hermann2019a_er-CB18,CB18,11.89793944,-1.6917900854,%,
hermann2019a_er-ACE,ACE,24.4171642911,-0.8973731037,%,
hermann2019a_er-ME,ME,4.3397087228,-5.846554215,%,
hermann2019a_yb-CB2,CB2,5.2307115181,1.3073298471,%,
hermann2019a_yb-BELC,BELC,10.4059580404,0.8956377101,%,
hermann2019a_yb-CB15,CB15,0.0449867997,87.1466286539,%,
hermann2019a_yb-CB18,CB18,13.6733702341,-5.1797710319,%,
hermann2019a_yb-ACE,ACE,18.5101978208,-0.0551233558,%,
hermann2019a_yb-ME,ME,0.6323119627,2.7212365137,%,
hermann2019a_th-CB2,CB2,2.1928397275,-0.5889783257,%,
hermann2019a_th-BELC,BELC,1.7435700995,2.5938491923,%,
hermann2019a_th-CB15,CB15,3.1722409833,-1.6743904891,%,
hermann2019a_th-CB18,CB18,6.0804923928,-2.0216844426,%,
hermann2019a_th-ACE,ACE,17.5289179313,-0.7409076511,%,
hermann2019a_th-ME,ME,3.2001459922,-0.0045622577,%,
hermann2019b_sio2-JR-1,JR-1,72.3374265844,,,3
hermann2019b_sio2-JR-2,JR-2,69.9401093189,,,3
hermann2019b_tio2-JR-1,JR-1,0.0921288866,,,3
hermann2019b_tio2-JR-2,JR-2,0.0347632467,,,3
hermann2019b_fe2o3-JR-1,JR-1,0.9624003865,,,3
hermann2019b_fe2o3-JR-2,JR-2,0.8592524017,,,3
hermann2019b_cao-JR-1,JR-1,0.6810111986,,,3
hermann2019b_cao-JR-2,JR-2,0.5417637915,,,3
hermann2019b_mno-JR-1,JR-1,4.3778143253,,,3
hermann2019b_mno-JR-2,JR-2,4.3035343849,,,3
hermann2019b_k2o-,,,,,3
hermann2019b_ni-,,,,,3
hermann2019b_cu-JR-1,JR-1,23.7795882094,,,3
hermann2019b_cu-JR-2,JR-2,27.0949427663,,,3
hermann2019b_zn-,,,,,3
hermann2019b_ga-JR-1,JR-1,259.3012185449,,,3
hermann2019b_ga-JR-2,JR-2,303.7133850575,,,3
hermann2019b_rb-JR-1,JR-1,32.29,,,3
hermann2019b_rb-JR-2,JR-2,10.703,,,3
hermann2019b_sr-JR-1,JR-1,44.5398688134,,,3
hermann2019b_sr-JR-2,JR-2,49.4880941817,,,3
hermann2019b_zr-JR-1,JR-1,17.853404053,,,3
hermann2019b_zr-JR-2,JR-2,20.0613933884,,,3
hermann2019b_nb-JR-1,JR-1,25.6580476674,,,3
hermann2019b_nb-JR-2,JR-2,21.610303354,,,3
hermann2019b_pb-JR-1,JR-1,12.68577,,,3
hermann2019b_pb-JR-2,JR-2,10.8279,,,3
reepmeyer2010a_sio2-ANU2000,ANU2000,342859.54,1467.77,ppm,10
reepmeyer2010a_al2o3-ANU2000,ANU2000,71689.01,1259.54,ppm,10
reepmeyer2010a_feot-ANU2000,ANU2000,13745.18,201.93,ppm,10
reepmeyer2010a_cao-ANU2000,ANU2000,7930.52,333.73,ppm,10
reepmeyer2010a_mgo-ANU2000,ANU2000,1814.88,1055.22,ppm,10
reepmeyer2010a_k2o-ANU2000,ANU2000,33422.64,978.68,ppm,10
reepmeyer2010a_na2o-ANU2000,ANU2000,35824.15,387.03,ppm,10
reepmeyer2010b_p-ANU2000,ANU2000,189.09,3.84,ppm,10
reepmeyer2010b_sc-ANU2000,ANU2000,6.5,0.68,ppm,10
reepmeyer2010b_ti-ANU2000,ANU2000,1990.84,22.9,ppm,10
reepmeyer2010b_v-ANU2000,ANU2000,5.63,0.09,ppm,10
reepmeyer2010b_mn-ANU2000,ANU2000,450.63,12.59,ppm,10
reepmeyer2010b_co-ANU2000,ANU2000,1.37,0.04,ppm,10
reepmeyer2010b_ni-ANU2000,ANU2000,0.32,0.11,ppm,10
reepmeyer2010b_cu-ANU2000,ANU2000,3.37,0.26,ppm,10
reepmeyer2010b_as-ANU2000,ANU2000,2.09,0.15,ppm,10
reepmeyer2010b_rb-ANU2000,ANU2000,144.7,4.88,ppm,10
reepmeyer2010b_sr-ANU2000,ANU2000,57.11,1.77,ppm,10
reepmeyer2010b_y-ANU2000,ANU2000,31.32,0.83,ppm,10
reepmeyer2010b_zr-ANU2000,ANU2000,277.17,6.76,ppm,10
reepmeyer2010b_nb-ANU2000,ANU2000,42.36,0.23,ppm,10
reepmeyer2010b_mo-ANU2000,ANU2000,3.52,0.07,ppm,10
reepmeyer2010b_sn-ANU2000,ANU2000,3.11,0.09,ppm,10
reepmeyer2010b_cs-ANU2000,ANU2000,1.94,0.07,ppm,10
reepmeyer2010b_ba-ANU2000,ANU2000,619.75,30.34,ppm,10
reepmeyer2010b_la-ANU2000,ANU2000,34.83,1.23,ppm,10
reepmeyer2010b_ce-ANU2000,ANU2000,69.74,2.61,ppm,10
reepmeyer2010b_pr-ANU2000,ANU2000,7.17,0.32,ppm,10
reepmeyer2010b_nd-ANU2000,ANU2000,23.39,0.83,ppm,10
reepmeyer2010b_sm-ANU2000,ANU2000,4.97,0.15,ppm,10
reepmeyer2010b_eu-ANU2000,ANU2000,0.85,0.03,ppm,10
reepmeyer2010b_gd-ANU2000,ANU2000,5.03,0.16,ppm,10
reepmeyer2010b_tb-ANU2000,ANU2000,0.78,0.03,ppm,10
reepmeyer2010b_dy-ANU2000,ANU2000,5.25,0.14,ppm,10
reepmeyer2010b_er-ANU2000,ANU2000,3.42,0.07,ppm,10
reepmeyer2010b_tm-ANU2000,ANU2000,0.53,0.02,ppm,10
reepmeyer2010b_yb-ANU2000,ANU2000,3.71,0.1,ppm,10
reepmeyer2010b_lu-ANU2000,ANU2000,0.57,0.02,ppm,10
reepmeyer2010b_ta-ANU2000,ANU2000,3.01,0.05,ppm,10
reepmeyer2010b_w-ANU2000,ANU2000,1.25,0.02,ppm,10
reepmeyer2010b_pb-ANU2000,ANU2000,6.35,0.23,ppm,10
reepmeyer2010b_th-ANU2000,ANU2000,10.43,0.8,ppm,10
reepmeyer2010b_u-ANU2000,ANU2000,2.99,0.23,ppm,10
reepmeyer2010c_nd143nd144-Ames Nd,Ames Nd,0.511977,0.000011,2sigma,
reepmeyer2010c_sr87sr86-NBS SRM 987,NBS SRM 987,0.710251,0.000024,2sigma,
reepmeyer2010c_pb206pb204-NBS SRM 981,NBS SRM 981,16.9406,0.008,2sigma,
reepmeyer2010c_pb207pb204-NBS SRM 981,NBS SRM 981,15.4942,0.0097,2sigma,
reepmeyer2010c_pb208pb204-NBS SRM 981,NBS SRM 981,36.7177,0.0321,2sigma,
mccoy2019b_mn-BHVO-2,BHVO-2,1270,174,ppm,
mccoy2019b_zn-BHVO-2,BHVO-2,116,41,ppm,
mccoy2019b_rb-BHVO-2,BHVO-2,10,2,ppm,
mccoy2019b_sr-BHVO-2,BHVO-2,378,18,ppm,
mccoy2019b_y-BHVO-2,BHVO-2,24,2,ppm,
mccoy2019b_zr-BHVO-2,BHVO-2,159,7,ppm,
mccoy2019b_nb-BHVO-2,BHVO-2,16,2,ppm,
mccoy2019b_th-BHVO-2,BHVO-2,2.2,3.2,ppm,
mccoy2019c_fe-BHVO-2,BHVO-2,83675,1969,ppm,
mccoy2019b_fe-BHVO-2,BHVO-2,91817.5,1973,ppm,
mccoy2019b_mg-BHVO-2,BHVO-2,17194.1,371,ppm,
mccoy2019b_k-BHVO-2,BHVO-2,6067.3,124.7,ppm,
mccoy2019b_ca-BHVO-2,BHVO-2,85914.4,2006.1,ppm,
mccoy2019b_ti-BHVO-2,BHVO-2,17194.1,371,ppm,
mccoy2019a_ti-NIST-278,NIST-278,1507,85,ppm,
mccoy2019a_mn-NIST-278,NIST-278,399,14,ppm,
mccoy2019a_fe-NIST-278,NIST-278,15113,113,ppm,
mccoy2019a_zn-NIST-278,NIST-278,53,4.1,ppm,
mccoy2019a_rb-NIST-278,NIST-278,131,2.4,ppm,
mccoy2019a_zr-NIST-278,NIST-278,288,1.1,ppm,
mccoy2019a_sr-NIST-278,NIST-278,65,2,ppm,
mccoy2019a_k-NIST-278,NIST-278,34898,633,ppm,
mccoy2019a_ca-NIST-278,NIST-278,7221,196,ppm,
mccoy2019a_y-NIST-278,NIST-278,40,0.2,ppm,
mccoy2019a_nb-NIST-278,NIST-278,17,1.1,ppm,
mccoy2019a_th-NIST-278,NIST-278,13,0.3,ppm,
kneebone2018a_sio2-JR-1,JR-1,72.3374265844,,,
kneebone2018a_sio2-JR-2,JR-2,69.9401093189,,,
kneebone2018a_tio2-JR-1,JR-1,0.0921288866,,,
kneebone2018a_tio2-JR-2,JR-2,0.0347632467,,,
kneebone2018a_fe2o3-JR-1,JR-1,0.9624003865,,,
kneebone2018a_fe2o3-JR-2,JR-2,0.8592524017,,,
kneebone2018a_cao-JR-1,JR-1,0.6810111986,,,
kneebone2018a_cao-JR-2,JR-2,0.5417637915,,,
kneebone2018a_mno-JR-1,JR-1,777.5964318839,,,
kneebone2018a_k2o-JR-1,JR-1,4.3778143253,,,
kneebone2018a_k2o-JR-2,JR-2,4.3035343849,,,
kneebone2018a_v-JR-1,JR-1,<LOD,,,
kneebone2018a_v-JR-2,JR-2,<LOD,,,
kneebone2018a_cr-JR-1,JR-1,4.4904439665,,,
kneebone2018a_cr-JR-2,JR-2,1.6879735477,,,
kneebone2018a_ni-JR-1,JR-1,<LOD,,,
kneebone2018a_ni-JR-2,JR-2,<LOD,,,
kneebone2018a_cu-JR-1,JR-1,<LOD,,,
kneebone2018a_cu-JR-2,JR-2,<LOD,,,
kneebone2018a_zn-JR-1,JR-1,23.7795882094,,,
kneebone2018a_zn-JR-2,JR-2,27.0949427663,,,
kneebone2018a_rb-JR-1,JR-1,259.3012185449,,,
kneebone2018a_rb-JR-2,JR-2,303.7133850575,,,
kneebone2018a_sr-JR-1,JR-1,32.29,,,
kneebone2018a_sr-JR-2,JR-2,10.703,,,
kneebone2018a_y-JR-1,JR-1,44.5398688134,,,
kneebone2018a_y-JR-2,JR-2,49.4880941817,,,
kneebone2018a_zr-JR-1,JR-1,98.0542884651,,,
kneebone2018a_zr-JR-2,JR-2,97.8699866644,,,
kneebone2018a_nb-JR-1,JR-1,17.853404053,,,
kneebone2018a_nb-JR-2,JR-2,20.0613933884,,,
kneebone2018a_pb-JR-1,JR-1,25.6580476674,,,
kneebone2018a_pb-JR-2,JR-2,21.610303354,,,
kneebone2018a_th-JR-1,JR-1,12.68577,,,
kneebone2018a_th-JR-2,JR-2,10.8279,,,
kneebone2016a_mn-JR-1,JR-1,777.5964318839,,,
kneebone2016a_mn-JR-2,JR-2,881.9650789312,,,
kneebone2016a_fe-JR-2,JR-2,0.8592524017,,,
kneebone2016a_zn-JR-1,JR-1,23.7795882094,,,
kneebone2016a_zn-JR-2,JR-2,27.0949427663,,,
kneebone2016a_rb-JR-1,JR-1,259.3012185449,,,
kneebone2016a_rb-JR-2,JR-2,303.7133850575,,,
kneebone2016a_sr-JR-1,JR-1,32.29,,,
kneebone2016a_sr-JR-2,JR-2,10.703,,,
kneebone2016a_y-JR-1,JR-1,44.5398688134,,,
kneebone2016a_y-JR-2,JR-2,49.4880941817,,,
kneebone2016a_zr-JR-1,JR-1,98.0542884651,,,
kneebone2016a_zr-JR-2,JR-2,97.8699866644,,,
kneebone2016a_nb-JR-1,JR-1,17.853404053,,,
kneebone2016a_nb-JR-2,JR-2,20.0613933884,,,
golitko2013a_k-USGS RGM-2,USGS RGM-2,35688,714,ppm,
golitko2013a_k-NIST-278,NIST-278,34790,348,ppm,
golitko2013a_ca-USGS RGM-2,USGS RGM-2,8679,347,ppm,
golitko2013a_ca-NIST-278,NIST-278,7160,358,ppm,
golitko2013a_ti-USGS RGM-2,USGS RGM-2,1462,88,ppm,
golitko2013a_ti-NIST-278,NIST-278,1344,94,ppm,
golitko2013a_mn-USGS RGM-2,USGS RGM-2,206,10,ppm,
golitko2013a_mn-NIST-278,NIST-278,281,14,ppm,
golitko2013a_fe-USGS RGM-2,USGS RGM-2,12196,122,ppm,
golitko2013a_fe-NIST-278,NIST-278,13636,136,ppm,
golitko2013a_zn-USGS RGM-2,USGS RGM-2,36,3,ppm,
golitko2013a_zn-NIST-278,NIST-278,48,3,ppm,
golitko2013a_rb-USGS RGM-2,USGS RGM-2,151,3,ppm,
golitko2013a_rb-NIST-278,NIST-278,131,3,ppm,
golitko2013a_sr-USGS RGM-2,USGS RGM-2,110,3,ppm,
golitko2013a_sr-NIST-278,NIST-278,66,2,ppm,
golitko2013a_zr-USGS RGM-2,USGS RGM-2,204,2,ppm,
golitko2013a_zr-NIST-278,NIST-278,266,1,ppm,
golitko2013a_nb-USGS RGM-2,USGS RGM-2,<LOD,<LOD,ppm,
golitko2013a_nb-NIST-278,NIST-278,17,4,ppm,
reepmeyer2008a_sio2-NIST612,NIST612,,,,
reepmeyer2008a_tio2-NIST612,NIST612,,,,
reepmeyer2008a_al2o3-NIST612,NIST612,,,,
reepmeyer2008a_feo-NIST612,NIST612,,,,
reepmeyer2008a_cao-NIST612,NIST612,,,,
reepmeyer2008a_mgo-NIST612,NIST612,,,,
reepmeyer2008a_mno-NIST612,NIST612,,,,
reepmeyer2008a_k2o-NIST612,NIST612,,,,
reepmeyer2008a_na2o-NIST612,NIST612,,,,
reepmeyer2008b_p-ANU2000,ANU2000,,,,
reepmeyer2008b_sc-ANU2000,ANU2000,6.5,0.7,ppm,10
reepmeyer2008b_ti-ANU2000,ANU2000,1990.8,22.9,ppm,10
reepmeyer2008b_v-ANU2000,ANU2000,5.6,0.1,ppm,10
reepmeyer2008b_cr-ANU2000,ANU2000,1.59,0.43,ppm,10
reepmeyer2008b_mn-ANU2000,ANU2000,450.6,12.6,ppm,10
reepmeyer2008b_co-ANU2000,ANU2000,,,,
reepmeyer2008b_ni-ANU2000,ANU2000,0.3,0.1,ppm,10
reepmeyer2008b_cu-ANU2000,ANU2000,3.4,0.3,ppm,10
reepmeyer2008b_as-ANU2000,ANU2000,2.1,0.15,ppm,10
reepmeyer2008b_rb-ANU2000,ANU2000,144.7,4.9,ppm,10
reepmeyer2008b_sr-ANU2000,ANU2000,57.1,1.78,ppm,10
reepmeyer2008b_y-ANU2000,ANU2000,31.3,0.8,ppm,10
reepmeyer2008b_zr-ANU2000,ANU2000,277.2,6.7,ppm,10
reepmeyer2008b_nb-ANU2000,ANU2000,42.34,0.23,ppm,10
reepmeyer2008b_mo-ANU2000,ANU2000,3.5,0.07,ppm,10
reepmeyer2008b_sn-ANU2000,ANU2000,3.1,0.09,ppm,10
reepmeyer2008b_cs-ANU2000,ANU2000,1.9,0.07,ppm,10
reepmeyer2008b_ba-ANU2000,ANU2000,619.8,30.3,ppm,10
reepmeyer2008b_la-ANU2000,ANU2000,34.8,1.2,ppm,10
reepmeyer2008b_ce-ANU2000,ANU2000,69.7,2.6,ppm,10
reepmeyer2008b_pr-ANU2000,ANU2000,7.2,0.3,ppm,10
reepmeyer2008b_nd-ANU2000,ANU2000,2.34,0.8,ppm,10
reepmeyer2008b_sm-ANU2000,ANU2000,5,0.15,ppm,10
reepmeyer2008b_eu-ANU2000,ANU2000,0.85,0.03,ppm,10
reepmeyer2008b_gd-ANU2000,ANU2000,5.03,0.16,ppm,10
reepmeyer2008b_tb-ANU2000,ANU2000,0.8,0.03,ppm,10
reepmeyer2008b_dy-ANU2000,ANU2000,5.3,0.14,ppm,10
reepmeyer2008b_er-ANU2000,ANU2000,3.4,0.07,ppm,10
reepmeyer2008b_tm-ANU2000,ANU2000,0.53,0.02,ppm,10
reepmeyer2008b_yb-ANU2000,ANU2000,3.7,0.1,ppm,10
reepmeyer2008b_lu-ANU2000,ANU2000,0.6,0.02,ppm,10
reepmeyer2008b_ta-ANU2000,ANU2000,3,0.05,ppm,10
reepmeyer2008b_w-ANU2000,ANU2000,,,,
reepmeyer2008b_th-ANU2000,ANU2000,10.4,0.8,ppm,10
reepmeyer2008b_u-ANU2000,ANU2000,3,0.23,ppm,10
reepmeyer2008b_pb207pb206-ANU2000,ANU2000,0.831124,0.008,%,10
reepmeyer2008b_pb208pb206-ANU2000,ANU2000,2.081555,1.2,%,10
reepmeyer2010aa_sio2-ANU2000,ANU2000,73.2,0.3,%,18
reepmeyer2010aa_sio2-ANU9000,ANU9000,73.3,0.3,%,20
reepmeyer2010aa_tio2-ANU2000,ANU2000,0.3,0.1,%,18
reepmeyer2010aa_tio2-ANU9000,ANU9000,0.2,0,%,20
reepmeyer2010aa_al2o3-ANU2000,ANU2000,13.5,0.1,%,18
reepmeyer2010aa_al2o3-ANU9000,ANU9000,12.6,0.1,%,20
reepmeyer2010aa_feo-ANU2000,ANU2000,2,0.1,%,18
reepmeyer2010aa_feo-ANU9000,ANU9000,1.2,0.1,%,20
reepmeyer2010aa_cao-ANU2000,ANU2000,1.1,0,%,18
reepmeyer2010aa_cao-ANU9000,ANU9000,1.1,0,%,20
reepmeyer2010aa_mgo-ANU2000,ANU2000,0.2,0,%,18
reepmeyer2010aa_mgo-ANU9000,ANU9000,0.2,0,%,20
reepmeyer2010aa_mno-ANU2000,ANU2000,0,0,%,18
reepmeyer2010aa_mno-ANU9000,ANU9000,0,0,%,20
reepmeyer2010aa_k2o-ANU2000,ANU2000,4,0.1,%,18
reepmeyer2010aa_k2o-ANU9000,ANU9000,3.8,0.1,%,20
reepmeyer2010aa_na2o-ANU2000,ANU2000,4.9,0.1,%,18
reepmeyer2010aa_na2o-ANU9000,ANU9000,3.9,0.1,%,20
reepmeyer2010ab_ca-ANU2000,ANU2000,7930.52,333.7,ppm,10
reepmeyer2010ab_sc-ANU2000,ANU2000,6.5,0.7,ppm,10
reepmeyer2010ab_ti-ANU2000,ANU2000,1990.8,22.9,ppm,10
reepmeyer2010ab_v-ANU2000,ANU2000,5.6,0.1,ppm,10
reepmeyer2010ab_cr-ANU2000,ANU2000,1.59,0.43,ppm,10
reepmeyer2010ab_mn-ANU2000,ANU2000,450.6,12.6,ppm,10
reepmeyer2010ab_ni-ANU2000,ANU2000,0.3,0.1,ppm,10
reepmeyer2010ab_cu-ANU2000,ANU2000,3.4,0.3,ppm,10
reepmeyer2010ab_rb-ANU2000,ANU2000,144.7,4.9,ppm,10
reepmeyer2010ab_sr-ANU2000,ANU2000,57.1,1.78,ppm,10
reepmeyer2010ab_y-ANU2000,ANU2000,31.3,0.8,ppm,10
reepmeyer2010ab_zr-ANU2000,ANU2000,277.2,6.7,ppm,10
reepmeyer2010ab_nb-ANU2000,ANU2000,42.34,0.23,ppm,10
reepmeyer2010ab_mo-ANU2000,ANU2000,3.5,0.07,ppm,10
reepmeyer2010ab_sn-ANU2000,ANU2000,3.1,0.09,ppm,10
reepmeyer2010ab_cs-ANU2000,ANU2000,1.9,0.07,ppm,10
reepmeyer2010ab_ba-ANU2000,ANU2000,619.8,30.3,ppm,10
reepmeyer2010ab_la-ANU2000,ANU2000,34.8,1.2,ppm,10
reepmeyer2010ab_ce-ANU2000,ANU2000,69.7,2.6,ppm,10
reepmeyer2010ab_nd-ANU2000,ANU2000,2.34,0.8,ppm,10
