ID,sample_name,sample_measured_value,uncertainty,uncertainty_unit,number_of_measurements
reepmeyer2010ab_sm-ANU2000,ANU2000,5,0.15,ppm,10
reepmeyer2010ab_eu-ANU2000,ANU2000,0.85,0.03,ppm,10
reepmeyer2010ab_gd-ANU2000,ANU2000,5.03,0.16,ppm,10
reepmeyer2010ab_dy-ANU2000,ANU2000,5.3,0.14,ppm,10
reepmeyer2010ab_er-ANU2000,ANU2000,3.4,0.07,ppm,10
reepmeyer2010ab_yb-ANU2000,ANU2000,3.7,0.1,ppm,10
reepmeyer2010ab_lu-ANU2000,ANU2000,0.6,0.02,ppm,10
reepmeyer2010ab_ta-ANU2000,ANU2000,3,0.05,ppm,10
reepmeyer2010ab_th-ANU2000,ANU2000,10.4,0.8,ppm,10
reepmeyer2010ab_u-ANU2000,ANU2000,3,0.23,ppm,10
reepmeyer2010ab_pb207pb206-ANU2000,ANU2000,0.831124,0.008,%,10
reepmeyer2010ab_pb208pb206-ANU2000,ANU2000,2.081555,1.2,%,10
reepmeyer2010ab_as-ANU2000,ANU2000,2.1,0.15,ppm,10
reepmeyer2010ab_pr-ANU2000,ANU2000,7.2,0.3,ppm,10
reepmeyer2010ab_tb-ANU2000,ANU2000,0.8,0.03,ppm,10
reepmeyer2010ab_tm-ANU2000,ANU2000,0.53,0.02,ppm,10
reepmeyer2012a_sio2-ANU2000,ANU2000,73.2,0.3,%,18
reepmeyer2012a_sio2-ANU9000,ANU9000,73.3,0.3,%,20
reepmeyer2012a_tio2-ANU2000,ANU2000,0.3,0.1,%,18
reepmeyer2012a_tio2-ANU9000,ANU9000,0.2,0,%,20
reepmeyer2012a_al2o3-ANU2000,ANU2000,13.5,0.1,%,18
reepmeyer2012a_al2o3-ANU9000,ANU9000,12.6,0.1,%,20
reepmeyer2012a_feo-ANU2000,ANU2000,2,0.1,%,18
reepmeyer2012a_feo-ANU9000,ANU9000,1.2,0.1,%,20
reepmeyer2012a_cao-ANU2000,ANU2000,1.1,0,%,18
reepmeyer2012a_cao-ANU9000,ANU9000,1.1,0,%,20
reepmeyer2012a_mgo-ANU2000,ANU2000,0.2,0,%,18
reepmeyer2012a_mgo-ANU9000,ANU9000,0.2,0,%,20
reepmeyer2012a_mno-ANU2000,ANU2000,0,0,%,18
reepmeyer2012a_mno-ANU9000,ANU9000,0,0,%,20
reepmeyer2012a_k2o-ANU2000,ANU2000,4,0.1,%,18
reepmeyer2012a_k2o-ANU9000,ANU9000,3.8,0.1,%,20
reepmeyer2012a_na2o-ANU2000,ANU2000,4.9,0.1,%,18
reepmeyer2012a_na2o-ANU9000,ANU9000,3.9,0.1,%,20
reepmeyer2012b_p-ANU2000,ANU2000,183.6,12.8,ppm,18
reepmeyer2012b_p-ANU9000,ANU9000,138.8,7.4,ppm,20
reepmeyer2012b_sc-ANU2000,ANU2000,6.5,0.8,ppm,18
reepmeyer2012b_sc-ANU9000,ANU9000,6.5,0.8,ppm,20
reepmeyer2012b_ti-ANU2000,ANU2000,2013.5,55.5,ppm,18
reepmeyer2012b_ti-ANU9000,ANU9000,1624.8,43.5,ppm,20
reepmeyer2012b_v-ANU2000,ANU2000,5.6,0.1,ppm,18
reepmeyer2012b_v-ANU9000,ANU9000,5.7,0.1,ppm,20
reepmeyer2012b_mn-ANU2000,ANU2000,452.5,11.4,ppm,18
reepmeyer2012b_mn-ANU9000,ANU9000,454,13.2,ppm,20
reepmeyer2012b_co-ANU2000,ANU2000,1.4,0,ppm,18
reepmeyer2012b_co-ANU9000,ANU9000,0.6,0,ppm,20
reepmeyer2012b_cu-ANU2000,ANU2000,3.5,0.5,ppm,18
reepmeyer2012b_cu-ANU9000,ANU9000,3.1,0.2,ppm,20
reepmeyer2012b_ga-ANU2000,ANU2000,17.5,0.3,ppm,18
reepmeyer2012b_ga-ANU9000,ANU9000,10.7,0.1,ppm,20
reepmeyer2012b_as-ANU2000,ANU2000,2.1,0.2,ppm,18
reepmeyer2012b_as-ANU9000,ANU9000,6.8,0.7,ppm,20
reepmeyer2012b_rb-ANU2000,ANU2000,148.3,5.3,ppm,18
reepmeyer2012b_rb-ANU9000,ANU9000,51.7,1.8,ppm,20
reepmeyer2012b_sr-ANU2000,ANU2000,58.9,2.7,ppm,18
reepmeyer2012b_sr-ANU9000,ANU9000,170.3,7.5,ppm,20
reepmeyer2012b_y-ANU2000,ANU2000,32.2,1.3,ppm,18
reepmeyer2012b_y-ANU9000,ANU9000,17.8,0.7,ppm,20
reepmeyer2012b_zr-ANU2000,ANU2000,284.4,11.6,ppm,18
reepmeyer2012b_zr-ANU9000,ANU9000,119.2,4.4,ppm,20
reepmeyer2012b_nb-ANU2000,ANU2000,42.5,0.9,ppm,18
reepmeyer2012b_nb-ANU9000,ANU9000,2.2,0,ppm,20
reepmeyer2012b_mo-ANU2000,ANU2000,3.5,0.1,ppm,18
reepmeyer2012b_mo-ANU9000,ANU9000,3.1,0.1,ppm,20
reepmeyer2012b_sn-ANU2000,ANU2000,3.2,0.2,ppm,18
reepmeyer2012b_sn-ANU9000,ANU9000,0.9,0.2,ppm,20
reepmeyer2012b_cs-ANU2000,ANU2000,2,0.1,ppm,18
reepmeyer2012b_cs-ANU9000,ANU9000,1.5,0.1,ppm,20
reepmeyer2012b_ba-ANU2000,ANU2000,644.4,38,ppm,18
reepmeyer2012b_ba-ANU9000,ANU9000,466.7,24.5,ppm,20
reepmeyer2012b_la-ANU2000,ANU2000,36.1,1.7,ppm,18
reepmeyer2012b_la-ANU9000,ANU9000,11.3,0.5,ppm,20
reepmeyer2012b_ce-ANU2000,ANU2000,72.4,3.6,ppm,18
reepmeyer2012b_ce-ANU9000,ANU9000,24.4,1,ppm,20
reepmeyer2012b_pr-ANU2000,ANU2000,7.5,0.4,ppm,18
reepmeyer2012b_pr-ANU9000,ANU9000,3,0.1,ppm,20
reepmeyer2012b_nd-ANU2000,ANU2000,24.4,1.3,ppm,18
reepmeyer2012b_nd-ANU9000,ANU9000,11.4,0.5,ppm,20
reepmeyer2012b_sm-ANU2000,ANU2000,5.2,0.2,ppm,18
reepmeyer2012b_sm-ANU9000,ANU9000,2.7,0.1,ppm,20
reepmeyer2012b_eu-ANU2000,ANU2000,0.9,0,ppm,18
reepmeyer2012b_eu-ANU9000,ANU9000,0.6,0,ppm,20
reepmeyer2012b_gd-ANU2000,ANU2000,5.2,0.2,ppm,18
reepmeyer2012b_gd-ANU9000,ANU9000,2.7,0.1,ppm,20
reepmeyer2012b_tb-ANU2000,ANU2000,0.8,0,ppm,18
reepmeyer2012b_tb-ANU9000,ANU9000,0.4,0,ppm,20
reepmeyer2012b_dy-ANU2000,ANU2000,5.4,0.3,ppm,18
reepmeyer2012b_dy-ANU9000,ANU9000,2.8,0.1,ppm,20
reepmeyer2012b_er-ANU2000,ANU2000,3.5,0.2,ppm,18
reepmeyer2012b_er-ANU9000,ANU9000,2,0.1,ppm,20
reepmeyer2012b_tm-ANU2000,ANU2000,0.5,0,ppm,18
reepmeyer2012b_tm-ANU9000,ANU9000,0.3,0,ppm,20
reepmeyer2012b_yb-ANU2000,ANU2000,3.8,0.2,ppm,18
reepmeyer2012b_yb-ANU9000,ANU9000,2.3,0.1,ppm,20
reepmeyer2012b_lu-ANU2000,ANU2000,0.6,0,ppm,18
reepmeyer2012b_lu-ANU9000,ANU9000,0.4,0,ppm,20
reepmeyer2012b_ta-ANU2000,ANU2000,3.1,0.1,ppm,18
reepmeyer2012b_ta-ANU9000,ANU9000,0.1,0,ppm,20
reepmeyer2012b_w-ANU2000,ANU2000,1.3,0,ppm,18
reepmeyer2012b_w-ANU9000,ANU9000,0.4,0,ppm,20
reepmeyer2012b_th-ANU2000,ANU2000,10.7,0.8,ppm,18
reepmeyer2012b_th-ANU9000,ANU9000,2.5,0.2,ppm,20
reepmeyer2012b_u-ANU2000,ANU2000,3,0.2,ppm,18
reepmeyer2012b_u-ANU9000,ANU9000,1.6,0.1,ppm,20
reepmeyer2012b_pb207pb206-ANU2000,ANU2000,0.9117647059,0.3,,18
reepmeyer2012b_pb207pb206-ANU9000,ANU9000,1.0326086957,0.3,,18
reepmeyer2012b_pb208pb206-ANU2000,ANU2000,0.9558823529,0.3,,18
reepmeyer2012b_pb208pb206-ANU9000,ANU9000,0.2717391304,0.3,,18
mccoy2020a_mn-AGV-2,AGV-2,819,,,3
mccoy2020a_mn-BCR-2,BCR-2,1561,,,3
mccoy2020a_mn-BHVO-2,BHVO-2,1325,,,3
mccoy2020a_mn-BIR-1a,BIR-1a,1326,,,3
mccoy2020a_mn-DNC-1a,DNC-1a,1197,,,6
mccoy2020a_mn-GSP-2,GSP-2,366,,,3
mccoy2020a_mn-QLO-1,QLO-1,644,,,3
mccoy2020a_mn-NIST-278,NIST-278,342,,,3
mccoy2020a_mn-NIST-SRM-688,NIST-SRM-688,1228,,,3
mccoy2020a_mn-W-2a,W-2a,1298,,,6
mccoy2020a_fe-AGV-2,AGV-2,45089,,,3
mccoy2020a_fe-BCR-2,BCR-2,94729,,,3
mccoy2020a_fe-BHVO-2,BHVO-2,87051,,,3
mccoy2020a_fe-BIR-1a,BIR-1a,79317,,,3
mccoy2020a_fe-DNC-1a,DNC-1a,71253,,,6
mccoy2020a_fe-GSP-2,GSP-2,32546,,,3
mccoy2020a_fe-QLO-1,QLO-1,29690,,,3
mccoy2020a_fe-NIST-278,NIST-278,15838,,,3
mccoy2020a_fe-NIST-SRM-688,NIST-SRM-688,71486,,,3
mccoy2020a_fe-W-2a,W-2a,76611,,,6
mccoy2020a_zn-AGV-2,AGV-2,88,,,3
mccoy2020a_zn-BCR-2,BCR-2,122,,,3
mccoy2020a_zn-BHVO-2,BHVO-2,97,,,3
mccoy2020a_zn-BIR-1a,BIR-1a,72,,,3
mccoy2020a_zn-DNC-1a,DNC-1a,72,,,6
mccoy2020a_zn-GSP-2,GSP-2,118,,,3
mccoy2020a_zn-QLO-1,QLO-1,64,,,3
mccoy2020a_zn-NIST-278,NIST-278,51,,,3
mccoy2020a_zn-NIST-SRM-688,NIST-SRM-688,61,,,3
mccoy2020a_zn-W-2a,W-2a,76,,,6
mccoy2020a_rb-AGV-2,AGV-2,72,,,3
mccoy2020a_rb-BCR-2,BCR-2,47,,,3
mccoy2020a_rb-BHVO-2,BHVO-2,9,,,3
mccoy2020a_rb-BIR-1a,BIR-1a,1,,,3
mccoy2020a_rb-DNC-1a,DNC-1a,5,,,6
mccoy2020a_rb-GSP-2,GSP-2,244,,,3
mccoy2020a_rb-QLO-1,QLO-1,71,,,3
mccoy2020a_rb-NIST-278,NIST-278,129,,,3
mccoy2020a_rb-NIST-SRM-688,NIST-SRM-688,3,,,3
mccoy2020a_rb-W-2a,W-2a,22,,,6
mccoy2020a_sr-AGV-2,AGV-2,668,,,3
mccoy2020a_sr-BCR-2,BCR-2,315,,,3
mccoy2020a_sr-BHVO-2,BHVO-2,380,,,3
mccoy2020a_sr-BIR-1a,BIR-1a,109,,,3
mccoy2020a_sr-DNC-1a,DNC-1a,147,,,6
mccoy2020a_sr-GSP-2,GSP-2,234,,,3
mccoy2020a_sr-QLO-1,QLO-1,345,,,3
mccoy2020a_sr-NIST-278,NIST-278,66,,,3
mccoy2020a_sr-NIST-SRM-688,NIST-SRM-688,174,,,3
mccoy2020a_sr-W-2a,W-2a,203,,,6
mccoy2020a_y-AGV-2,AGV-2,21,,,3
mccoy2020a_y-BCR-2,BCR-2,34,,,3
mccoy2020a_y-BHVO-2,BHVO-2,25,,,3
mccoy2020a_y-BIR-1a,BIR-1a,16,,,3
mccoy2020a_y-DNC-1a,DNC-1a,18,,,6
mccoy2020a_y-GSP-2,GSP-2,28,,,3
mccoy2020a_y-QLO-1,QLO-1,25,,,3
mccoy2020a_y-NIST-278,NIST-278,39,,,3
mccoy2020a_y-NIST-SRM-688,NIST-SRM-688,21,,,3
mccoy2020a_y-W-2a,W-2a,22,,,6
mccoy2020a_zr-AGV-2,AGV-2,233,,,3
mccoy2020a_zr-BCR-2,BCR-2,173,,,3
mccoy2020a_zr-BHVO-2,BHVO-2,170,,,3
mccoy2020a_zr-BIR-1a,BIR-1a,12,,,3
mccoy2020a_zr-DNC-1a,DNC-1a,37,,,6
mccoy2020a_zr-GSP-2,GSP-2,543,,,3
mccoy2020a_zr-QLO-1,QLO-1,193,,,3
mccoy2020a_zr-NIST-278,NIST-278,302,,,3
mccoy2020a_zr-NIST-SRM-688,NIST-SRM-688,55,,,3
mccoy2020a_zr-W-2a,W-2a,95,,,6
mccoy2020a_nb-AGV-2,AGV-2,13,,,3
mccoy2020a_nb-BCR-2,BCR-2,13,,,3
mccoy2020a_nb-BHVO-2,BHVO-2,18,,,3
mccoy2020a_nb-BIR-1a,BIR-1a,3,,,3
mccoy2020a_nb-DNC-1a,DNC-1a,3,,,6
mccoy2020a_nb-GSP-2,GSP-2,25,,,3
mccoy2020a_nb-QLO-1,QLO-1,9,,,3
mccoy2020a_nb-NIST-278,NIST-278,18,,,3
mccoy2020a_nb-NIST-SRM-688,NIST-SRM-688,4,,,3
mccoy2020a_nb-W-2a,W-2a,8,,,6
mccoy2011a_rb-BHVO-2,BHVO-2,,,,
mccoy2011a_sr-BHVO-2,BHVO-2,,,,
mccoy2011a_y-BHVO-2,BHVO-2,,,,
mccoy2011a_zr-BHVO-2,BHVO-2,,,,
mccoy2011a_nb-BHVO-2,BHVO-2,,,,
mills2011a_sio2-BHVO-2,BHVO-2,45,1,%,21
mills2011a_tio2-BHVO-2,BHVO-2,2.7,0.1,%,21
mills2011a_al2o3-BHVO-2,BHVO-2,12,0,%,21
mills2011a_cao-BHVO-2,BHVO-2,11,0,%,21
mills2011a_mgo-BHVO-2,BHVO-2,7,0,%,21
mills2011a_k2o-BHVO-2,BHVO-2,0.6,0,%,21
mills2011a_na2o-BHVO-2,BHVO-2,2.1,0.1,%,21
mills2011a_v-BHVO-2,BHVO-2,350,0,ppm,21
mills2011a_ni-BHVO-2,BHVO-2,100,0,ppm,21
mills2011a_cu-BHVO-2,BHVO-2,120,0,ppm,21
mills2011a_zn-BHVO-2,BHVO-2,120,0,ppm,21
mills2011a_rb-BHVO-2,BHVO-2,13,1,ppm,21
mills2011a_sr-BHVO-2,BHVO-2,380,11,ppm,21
mills2011a_y-BHVO-2,BHVO-2,27,2,ppm,21
mills2011a_zr-BHVO-2,BHVO-2,188,6,ppm,21
mills2011a_nb-BHVO-2,BHVO-2,18,2,ppm,21
mills2011a_ba-BHVO-2,BHVO-2,170,20,ppm,21
mills2008a_sio2-BHVO-2,BHVO-2,,0.8304,%,98
mills2008a_tio2-BHVO-2,BHVO-2,,0.0388,%,98
mills2008a_al2o3-BHVO-2,BHVO-2,,0.3389,%,98
mills2008a_cao-BHVO-2,BHVO-2,,0.1787,%,98
mills2008a_mgo-BHVO-2,BHVO-2,,0.2034,%,98
mills2008a_k2o-BHVO-2,BHVO-2,,0.0077,%,98
mills2008a_v-BHVO-2,BHVO-2,,15.3606,ppm,98
mills2008a_mn-BHVO-2,BHVO-2,,37.2086,ppm,98
mills2008a_ni-BHVO-2,BHVO-2,,3.9902,ppm,98
mills2008a_cu-BHVO-2,BHVO-2,,7.3916,ppm,98
mills2008a_zn-BHVO-2,BHVO-2,,3.0865,ppm,98
mills2008a_rb-BHVO-2,BHVO-2,,0.8916,ppm,98
mills2008a_sr-BHVO-2,BHVO-2,,4.094,ppm,98
mills2008a_y-BHVO-2,BHVO-2,,0.9459,ppm,98
mills2008a_zr-BHVO-2,BHVO-2,,2.6107,ppm,98
mills2008a_nb-BHVO-2,BHVO-2,,1.3037,ppm,98
putzi2015a_sio2-BHVO-2,BHVO-2,48.1679230769,0.9999293693,%,13
putzi2015a_tio2-BHVO-2,BHVO-2,2.6980769231,0.0471194608,%,13
putzi2015a_al2o3-BHVO-2,BHVO-2,13.8386153846,0.3249855224,%,13
putzi2015a_cao-BHVO-2,BHVO-2,10.8693076923,0.2377619204,%,13
putzi2015a_mgo-BHVO-2,BHVO-2,7.4860769231,0.2811548985,%,13
putzi2015a_k2o-BHVO-2,BHVO-2,0.5856153846,0.0133012434,%,13
putzi2015a_na2o-BHVO-2,BHVO-2,2.2806923077,0.1412795011,%,13
putzi2015a_v-BHVO-2,BHVO-2,350.2273846154,20.4878662771,ppm,13
putzi2015a_mn-BHVO-2,BHVO-2,1563.3550769231,35.1229176689,ppm,13
putzi2015a_cu-BHVO-2,BHVO-2,122.2960769231,7.109754537,ppm,13
putzi2015a_zn-BHVO-2,BHVO-2,94.9341538462,4.5133752678,ppm,13
putzi2015a_rb-BHVO-2,BHVO-2,10.7961538462,0.6979570004,ppm,13
putzi2015a_sr-BHVO-2,BHVO-2,379.6111538462,11.1892520069,ppm,13
putzi2015a_y-BHVO-2,BHVO-2,25.7379230769,1.6140419997,ppm,13
putzi2015a_zr-BHVO-2,BHVO-2,180.5232307692,5.6265378513,ppm,13
putzi2015a_nb-BHVO-2,BHVO-2,18.5308461538,0.9063088,ppm,13
putzi2015a_ni-BHVO-2,BHVO-2,89.4981538462,2.3710595327,ppm,13
divito2020a_cu-BHVO-2,BHVO-2,121.6993488372,6.0913624107,ppm,86
divito2020a_zn-BHVO-2,BHVO-2,113.6953837209,5.3356528928,ppm,86
divito2020a_rb-BHVO-2,BHVO-2,12.6050348837,0.7635135262,ppm,86
divito2020a_sr-BHVO-2,BHVO-2,391.4457209302,14.2633516469,ppm,86
divito2020a_y-BHVO-2,BHVO-2,27.5907093023,1.2026801625,ppm,86
divito2020a_zr-BHVO-2,BHVO-2,171.3971976744,5.5360294432,ppm,86
divito2020a_nb-BHVO-2,BHVO-2,18.5893604651,1.069295556,ppm,86
divito2020a_v-BHVO-2,BHVO-2,396.82945,13.0665101872,ppm,20
divito2020a_cr-BHVO-2,BHVO-2,282.93675,8.0182642096,ppm,20
divito2020a_mn-BHVO-2,BHVO-2,1690.3981,31.3244208211,ppm,20
divito2020a_ni-BHVO-2,BHVO-2,114.8922,2.9445443325,ppm,20
divito2020b_sio2-A-99,A-99,50.2048333333,0.2419408066,%,5
divito2020b_sio2-VG-2,VG-2,50.2048333333,0.2419408066,%,5
divito2020b_tio2-A-99,A-99,1.8721226667,0.0161065498,%,5
divito2020b_tio2-VG-2,VG-2,1.8721226667,0.0161065498,%,5
divito2020b_al2o3-A-99,A-99,13.9358533333,0.0909749068,%,5
divito2020b_al2o3-VG-2,VG-2,13.9358533333,0.0909749068,%,5
divito2020b_cao-A-99,A-99,9.2932366667,0.0315415106,%,5
divito2020b_cao-VG-2,VG-2,11.17646,0.0133718278,%,5
divito2020b_mgo-A-99,A-99,5.0701393333,0.0604125461,%,5
divito2020b_mgo-VG-2,VG-2,7.0010793333,0.0451696326,%,5
divito2020b_mno-A-99,A-99,0.1926534667,0.0086016654,%,5
divito2020b_mno-VG-2,VG-2,0.2024692667,0.0066999835,%,5
divito2020b_k2o-A-99,A-99,0.8406282,0.0077457456,%,5
divito2020b_k2o-VG-2,VG-2,0.1906474,0.0084545909,%,5
divito2020b_na2o-A-99,A-99,2.674828,0.0367455249,%,5
divito2020b_na2o-VG-2,VG-2,2.6351006667,0.0352177238,%,5
divito2020b_p2o5-A-99,A-99,0.4313686,0.023078261,%,5
divito2020b_p2o5-VG-2,VG-2,0.1993238667,0.0150935594,%,5
ambrose2009a_sio2-NIST612,NIST612,73.65,0.15,%,
ambrose2009a_al2o3-NIST612,NIST612,1.88,0.03,%,
ambrose2009a_cao-NIST612,NIST612,11.83,0.08,%,
ambrose2009a_na2o-NIST612,NIST612,13.6,0.21,%,
ambrose2009b_p-Wekwok2000,Wekwok2000,185.8,5.7,ppm,7
ambrose2009b_sc-Wekwok2000,Wekwok2000,5.84,0.37,ppm,7
ambrose2009b_ti-Wekwok2000,Wekwok2000,2022,24,ppm,7
ambrose2009b_v-Wekwok2000,Wekwok2000,5.78,0.16,ppm,7
ambrose2009b_cr-Wekwok2000,Wekwok2000,1.32,0.3,ppm,7
ambrose2009b_mn-Wekwok2000,Wekwok2000,465,8,ppm,7
ambrose2009b_co-Wekwok2000,Wekwok2000,1.43,0.05,ppm,7
ambrose2009b_cu-Wekwok2000,Wekwok2000,3.55,0.24,ppm,7
ambrose2009b_rb-Wekwok2000,Wekwok2000,150.6,2.9,ppm,7
ambrose2009b_sr-Wekwok2000,Wekwok2000,61.1,4.2,ppm,7
ambrose2009b_y-Wekwok2000,Wekwok2000,32.82,1.69,ppm,7
ambrose2009b_zr-Wekwok2000,Wekwok2000,291.4,14.5,ppm,7
ambrose2009b_nb-Wekwok2000,Wekwok2000,42.34,0.48,ppm,7
ambrose2009b_mo-Wekwok2000,Wekwok2000,3.6,0.07,ppm,7
ambrose2009b_sn-Wekwok2000,Wekwok2000,4.4,2.01,ppm,7
ambrose2009b_cs-Wekwok2000,Wekwok2000,2.02,0.05,ppm,7
ambrose2009b_ba-Wekwok2000,Wekwok2000,667,40,ppm,7
ambrose2009b_la-Wekwok2000,Wekwok2000,37.22,2.49,ppm,7
ambrose2009b_ce-Wekwok2000,Wekwok2000,74.73,4.52,ppm,7
ambrose2009b_nd-Wekwok2000,Wekwok2000,25.12,1.71,ppm,7
ambrose2009b_sm-Wekwok2000,Wekwok2000,5.29,0.36,ppm,7
ambrose2009b_eu-Wekwok2000,Wekwok2000,0.9,0.06,ppm,7
ambrose2009b_gd-Wekwok2000,Wekwok2000,5.18,0.26,ppm,7
ambrose2009b_dy-Wekwok2000,Wekwok2000,5.58,0.32,ppm,7
ambrose2009b_er-Wekwok2000,Wekwok2000,3.62,0.2,ppm,7
ambrose2009b_yb-Wekwok2000,Wekwok2000,3.92,0.2,ppm,7
ambrose2009b_lu-Wekwok2000,Wekwok2000,0.59,0.03,ppm,7
ambrose2009b_ta-Wekwok2000,Wekwok2000,3.09,0.08,ppm,7
ambrose2009b_w-Wekwok2000,Wekwok2000,1.33,0.05,ppm,7
ambrose2009b_th-Wekwok2000,Wekwok2000,10.94,0.64,ppm,7
ambrose2009b_u-Wekwok2000,Wekwok2000,3.06,0.15,ppm,7
ambrose2009b_pb207pb206-Wekwok2000,Wekwok2000,0.9152298851,,,7
ambrose2009b_pb208pb206-Wekwok2000,Wekwok2000,0.9583333333,,,7
mcalister2019a_k-SARM-4,SARM-4,1629.4412536548,,,
mcalister2019a_k-9.5,9.5,36032.5713522237,,,
mcalister2019a_k-17.59,17.59,35345.0976630073,,,
mcalister2019a_k-29.16,29.16,28351.900829881,,,
mcalister2019a_k-32.1,32.1,24572.0327058502,,,
mcalister2019a_k-AC-08,AC-08,43167.1862370263,,,
mcalister2019a_k-AGV-2,AGV-2,24128.7043982639,,,
mcalister2019a_k-ANU-2000,ANU-2000,31839.207240562,,,
mcalister2019a_k-DNC-1,DNC-1,1797.3385194173,,,
mcalister2019a_k-JA-1,JA-1,7986.7383507906,,,
mcalister2019a_k-JA-2,JA-2,16630.590845723,,,
mcalister2019a_k-JF-2,JF-2,95843.0300128904,,,
mcalister2019a_k-JG-1a,JG-1a,34405.6975596951,,,
mcalister2019a_k-JG-2,JG-2,38669.5690309951,,,
mcalister2019a_k-JG-3,JG-3,22271.3352174381,,,
mcalister2019a_k-JGb-1,JGb-1,788.9314601628,,,
mcalister2019a_k-JH-1,JH-1,3243.8488792763,,,
mcalister2019a_k-JR-1,JR-1,34298.4412663536,,,
mcalister2019a_k-JR-2,JR-2,33851.8813254265,,,
mcalister2019a_k-JR-3,JR-3,37156.1115140135,,,
mcalister2019a_k-JSl-2,JSl-2,29023.0219304348,,,
mcalister2019a_k-JSy-1,JSy-1,37176.536344919,,,
mcalister2019a_k-MQ-004,MQ-004,51072.3804481316,,,
mcalister2019a_k-MQ-007,MQ-007,51653.690580832,,,
mcalister2019a_k-NIST-278,NIST-278,31844.5079672541,,,
mcalister2019a_k-QLO-1a,QLO-1a,29250.4555514862,,,
mcalister2019a_k-SARM-2,SARM-2,115539.5702634875,,,
mcalister2019a_ca-SARM-4,SARM-4,88424.3353396627,,,
mcalister2019a_ca-9.5,9.5,2315.5902613996,,,
mcalister2019a_ca-17.59,17.59,3253.8908918804,,,
mcalister2019a_ca-29.16,29.16,7180.3450370953,,,
mcalister2019a_ca-32.1,32.1,14453.0499761621,,,
mcalister2019a_ca-AC-08,AC-08,5597.4564612812,,,
mcalister2019a_ca-AGV-2,AGV-2,37736.8412120603,,,
mcalister2019a_ca-ANU-2000,ANU-2000,7586.7125212785,,,
mcalister2019a_ca-DNC-1,DNC-1,89510.2206446861,,,
mcalister2019a_ca-JA-1,JA-1,40887.8690311889,,,
mcalister2019a_ca-JA-2,JA-2,45553.5592864263,,,
mcalister2019a_ca-JF-2,JF-2,1261.6216398698,,,
mcalister2019a_ca-JG-1a,JG-1a,14103.3642494819,,,
mcalister2019a_ca-JG-2,JG-2,4676.4415772453,,,
mcalister2019a_ca-JG-3,JG-3,26603.3412238802,,,
mcalister2019a_ca-JGb-1,JGb-1,108263.3787304507,,,
mcalister2019a_ca-JH-1,JH-1,115653.5263061712,,,
mcalister2019a_ca-JR-1,JR-1,4877.2008945372,,,
mcalister2019a_ca-JR-2,JR-2,3618.9925762898,,,
mcalister2019a_ca-JR-3,JR-3,1660.6137027216,,,
mcalister2019a_ca-JSl-2,JSl-2,12933.3995496782,,,
mcalister2019a_ca-JSy-1,JSy-1,2328.0000861486,,,
mcalister2019a_ca-MQ-004,MQ-004,8306.0089236329,,,
mcalister2019a_ca-MQ-007,MQ-007,10087.9519877517,,,
mcalister2019a_ca-NIST-278,NIST-278,7731.9388798686,,,
mcalister2019a_ca-QLO-1a,QLO-1a,21023.8456466379,,,
mcalister2019a_ca-SARM-2,SARM-2,4425.5784825734,,,
mcalister2019a_ti-SARM-4,SARM-4,1391.0136656089,,,
mcalister2019a_ti-9.5,9.5,1363.3935563141,,,
mcalister2019a_ti-17.59,17.59,893.2156700209,,,
mcalister2019a_ti-29.16,29.16,1224.8936654359,,,
mcalister2019a_ti-32.1,32.1,1920.6773099128,,,
mcalister2019a_ti-AC-08,AC-08,644.4184274728,,,
mcalister2019a_ti-AGV-2,AGV-2,5975.6214885681,,,
mcalister2019a_ti-ANU-2000,ANU-2000,1873.1664331781,,,
mcalister2019a_ti-DNC-1,DNC-1,3034.8482562292,,,
mcalister2019a_ti-JA-1,JA-1,4793.8287752499,,,
mcalister2019a_ti-JA-2,JA-2,3943.7265278347,,,
mcalister2019a_ti-JF-2,JF-2,-1.6631838415,,,
mcalister2019a_ti-JG-1a,JG-1a,1454.039322568,,,
mcalister2019a_ti-JG-2,JG-2,293.4638132489,,,
mcalister2019a_ti-JG-3,JG-3,2828.2689893078,,,
mcalister2019a_ti-JGb-1,JGb-1,3235.0057893042,,,
mcalister2019a_ti-JH-1,JH-1,3655.4661832564,,,
mcalister2019a_ti-JR-1,JR-1,624.9279694547,,,
mcalister2019a_ti-JR-2,JR-2,415.3085506348,,,
mcalister2019a_ti-JR-3,JR-3,1328.4782355102,,,
mcalister2019a_ti-JSl-2,JSl-2,4639.6875386441,,,
mcalister2019a_ti-JSy-1,JSy-1,-109.4999620709,,,
mcalister2019a_ti-MQ-004,MQ-004,1481.1370132082,,,
mcalister2019a_ti-MQ-007,MQ-007,1444.7169259346,,,
mcalister2019a_ti-NIST-278,NIST-278,1946.6926334004,,,
mcalister2019a_ti-QLO-1a,QLO-1a,3851.0962061441,,,
mcalister2019a_ti-SARM-2,SARM-2,842.1356732621,,,
mcalister2019a_mn-SARM-4,SARM-4,1409.8415522361,,,
mcalister2019a_mn-9.5,9.5,676.1955452058,,,
mcalister2019a_mn-17.59,17.59,610.9626420641,,,
mcalister2019a_mn-29.16,29.16,369.1690619006,,,
mcalister2019a_mn-32.1,32.1,439.8279894703,,,
mcalister2019a_mn-AC-08,AC-08,180.434259789,,,
