Source_ID,Sample_ID,scope
anderson1981,lawrence2014_PRKN-1328,artefact
gay2004,lawrence2014_PRKN-1328,artefact
lawrence2014,lawrence2014_PRKN-1343,sample
anderson1981,lawrence2014_PRKN-1343,artefact
gay2004,lawrence2014_PRKN-1343,artefact
lawrence2014,lawrence2014_PRKN-1343,sample
anderson1981,lawrence2014_PRKN-1343,artefact
gay2004,lawrence2014_PRKN-1343,artefact
lawrence2014,lawrence2014_PRKN-1350,sample
anderson1981,lawrence2014_PRKN-1350,artefact
gay2004,lawrence2014_PRKN-1350,artefact
lawrence2014,lawrence2014_PRKN-1350,sample
anderson1981,lawrence2014_PRKN-1350,artefact
gay2004,lawrence2014_PRKN-1350,artefact
lawrence2014,lawrence2014_PRKN-1363,sample
anderson1981,lawrence2014_PRKN-1363,artefact
gay2004,lawrence2014_PRKN-1363,artefact
lawrence2014,lawrence2014_PRKN-1363,sample
anderson1981,lawrence2014_PRKN-1363,artefact
gay2004,lawrence2014_PRKN-1363,artefact
lawrence2014,lawrence2014_PRKN-1364,sample
anderson1981,lawrence2014_PRKN-1364,artefact
gay2004,lawrence2014_PRKN-1364,artefact
lawrence2014,lawrence2014_PRKN-1364,sample
anderson1981,lawrence2014_PRKN-1364,artefact
gay2004,lawrence2014_PRKN-1364,artefact
lawrence2014,lawrence2014_PRKN-1385,sample
anderson1981,lawrence2014_PRKN-1385,artefact
gay2004,lawrence2014_PRKN-1385,artefact
lawrence2014,lawrence2014_PRKN-1385,sample
anderson1981,lawrence2014_PRKN-1385,artefact
gay2004,lawrence2014_PRKN-1385,artefact
lawrence2014,lawrence2014_PRKN-1391,sample
anderson1981,lawrence2014_PRKN-1391,artefact
gay2004,lawrence2014_PRKN-1391,artefact
lawrence2014,lawrence2014_PRKN-1392,sample
anderson1981,lawrence2014_PRKN-1392,artefact
gay2004,lawrence2014_PRKN-1392,artefact
lawrence2014,lawrence2014_PRKN-1392,sample
anderson1981,lawrence2014_PRKN-1392,artefact
gay2004,lawrence2014_PRKN-1392,artefact
lawrence2014,lawrence2014_PRKN-1397,sample
anderson1981,lawrence2014_PRKN-1397,artefact
gay2004,lawrence2014_PRKN-1397,artefact
lawrence2014,lawrence2014_PRKN-1397,sample
anderson1981,lawrence2014_PRKN-1397,artefact
gay2004,lawrence2014_PRKN-1397,artefact
lawrence2014,lawrence2014_PRKN-1418,sample
anderson1981,lawrence2014_PRKN-1418,artefact
gay2004,lawrence2014_PRKN-1418,artefact
lawrence2014,lawrence2014_PRKN-1433,sample
anderson1981,lawrence2014_PRKN-1433,artefact
gay2004,lawrence2014_PRKN-1433,artefact
lawrence2014,lawrence2014_PRKN-1433,sample
anderson1981,lawrence2014_PRKN-1433,artefact
gay2004,lawrence2014_PRKN-1433,artefact
lawrence2014,lawrence2014_PRKN-772,sample
anderson1981,lawrence2014_PRKN-772,artefact
gay2004,lawrence2014_PRKN-772,artefact
lawrence2014,lawrence2014_PRKN-688,sample
anderson1981,lawrence2014_PRKN-688,artefact
gay2004,lawrence2014_PRKN-688,artefact
lawrence2014,lawrence2014_PRKN-674,sample
anderson1981,lawrence2014_PRKN-674,artefact
gay2004,lawrence2014_PRKN-674,artefact
lawrence2014,lawrence2014_PRKN-624,sample
anderson1981,lawrence2014_PRKN-624,artefact
gay2004,lawrence2014_PRKN-624,artefact
lawrence2014,lawrence2014_PRKN-588,sample
anderson1981,lawrence2014_PRKN-588,artefact
gay2004,lawrence2014_PRKN-588,artefact
lawrence2014,lawrence2014_PRKN-542,sample
anderson1981,lawrence2014_PRKN-542,artefact
gay2004,lawrence2014_PRKN-542,artefact
lawrence2014,lawrence2014_PRKN-488,sample
anderson1981,lawrence2014_PRKN-488,artefact
gay2004,lawrence2014_PRKN-488,artefact
lawrence2014,lawrence2014_PRKN-465,sample
anderson1981,lawrence2014_PRKN-465,artefact
gay2004,lawrence2014_PRKN-465,artefact
lawrence2014,lawrence2014_PRKN-364,sample
anderson1981,lawrence2014_PRKN-364,artefact
gay2004,lawrence2014_PRKN-364,artefact
lawrence2014,lawrence2014_PRKN-319,sample
anderson1981,lawrence2014_PRKN-319,artefact
gay2004,lawrence2014_PRKN-319,artefact
lawrence2014,lawrence2014_PRKN-274,sample
anderson1981,lawrence2014_PRKN-274,artefact
gay2004,lawrence2014_PRKN-274,artefact
lawrence2014,lawrence2014_PRKN-259,sample
anderson1981,lawrence2014_PRKN-259,artefact
gay2004,lawrence2014_PRKN-259,artefact
lawrence2014,lawrence2014_PRKN-1390,sample
anderson1981,lawrence2014_PRKN-1390,artefact
gay2004,lawrence2014_PRKN-1390,artefact
lawrence2014,lawrence2014_PRKN-132,sample
anderson1981,lawrence2014_PRKN-132,artefact
gay2004,lawrence2014_PRKN-132,artefact
lawrence2014,lawrence2014_PRKN-1306,sample
anderson1981,lawrence2014_PRKN-1306,artefact
gay2004,lawrence2014_PRKN-1306,artefact
lawrence2014,lawrence2014_PRKN-1269,sample
anderson1981,lawrence2014_PRKN-1269,artefact
gay2004,lawrence2014_PRKN-1269,artefact
mccoy2014a,mccoy2014a_AR-3980b,sample
davidson2011,mccoy2014a_AR-3980b,artefact
mccoy2014a,mccoy2014a_AR-4035,sample
davidson2011,mccoy2014a_AR-4035,artefact
mccoy2014a,mccoy2014a_AR-4049,sample
davidson2011,mccoy2014a_AR-4049,artefact
mccoy2014a,mccoy2014a_MW-022,sample
davidson2011,mccoy2014a_MW-022,artefact
mccoy2014a,mccoy2014a_BH-FS-19-1,sample
carpenter2009,mccoy2014a_BH-FS-19-1,artefact
mccoy2014a,mccoy2014a_BH-FS-2-1,sample
carpenter2009,mccoy2014a_BH-FS-2-1,artefact
mccoy2014a,mccoy2014a_BH-FS-21-1,sample
carpenter2009,mccoy2014a_BH-FS-21-1,artefact
mccoy2014a,mccoy2014a_BH-FS-22-1,sample
carpenter2009,mccoy2014a_BH-FS-22-1,artefact
mccoy2014a,mccoy2014a_BH-FS-23-1,sample
carpenter2009,mccoy2014a_BH-FS-23-1,artefact
mccoy2014a,mccoy2014a_BH-FS-23-3,sample
carpenter2009,mccoy2014a_BH-FS-23-3,artefact
mccoy2014a,mccoy2014a_BH-FS-23-5,sample
carpenter2009,mccoy2014a_BH-FS-23-5,artefact
mccoy2014a,mccoy2014a_BH-FS-23-6,sample
carpenter2009,mccoy2014a_BH-FS-23-6,artefact
mccoy2014a,mccoy2014a_BH-FS-23-7,sample
carpenter2009,mccoy2014a_BH-FS-23-7,artefact
mccoy2014a,mccoy2014a_BH-FS-23-8,sample
carpenter2009,mccoy2014a_BH-FS-23-8,artefact
mccoy2014a,mccoy2014a_BH-FS-23-9,sample
carpenter2009,mccoy2014a_BH-FS-23-9,artefact
mccoy2014a,mccoy2014a_BH-FS-36-1,sample
carpenter2009,mccoy2014a_BH-FS-36-1,artefact
mccoy2014a,mccoy2014a_AR-4017c,sample
davidson2011,mccoy2014a_AR-4017c,artefact
mccoy2014a,mccoy2014a_AR-4017g,sample
davidson2011,mccoy2014a_AR-4017g,artefact
mccoy2014a,mccoy2014a_AR-4025b,sample
davidson2011,mccoy2014a_AR-4025b,artefact
mccoy2014a,mccoy2014a_AR-4027b,sample
davidson2011,mccoy2014a_AR-4027b,artefact
mccoy2014a,mccoy2014a_AR-4031c,sample
davidson2011,mccoy2014a_AR-4031c,artefact
mccoy2014a,mccoy2014a_AR-3996,sample
davidson2011,mccoy2014a_AR-3996,artefact
mccoy2014a,mccoy2014a_AR-4001b,sample
davidson2011,mccoy2014a_AR-4001b,artefact
mccoy2014a,mccoy2014a_AR-4006b,sample
davidson2011,mccoy2014a_AR-4006b,artefact
mccoy2014a,mccoy2014a_BH-FS-32-4,sample
carpenter2009,mccoy2014a_BH-FS-32-4,artefact
mccoy2014a,mccoy2014a_HB-FS-11-1,sample
carpenter2010,mccoy2014a_HB-FS-11-1,artefact
mccoy2014a,mccoy2014a_HB-FS-11-2,sample
carpenter2010,mccoy2014a_HB-FS-11-2,artefact
mccoy2014a,mccoy2014a_HB-FS-12-1,sample
carpenter2010,mccoy2014a_HB-FS-12-1,artefact
mccoy2014a,mccoy2014a_HB-FS-12-2,sample
carpenter2010,mccoy2014a_HB-FS-12-2,artefact
mccoy2014a,mccoy2014a_HB-FS-12-3,sample
carpenter2010,mccoy2014a_HB-FS-12-3,artefact
mccoy2014a,mccoy2014a_HB-FS-13,sample
carpenter2010,mccoy2014a_HB-FS-13,artefact
mccoy2014a,mccoy2014a_HB-FS-17-10,sample
carpenter2010,mccoy2014a_HB-FS-17-10,artefact
mccoy2014a,mccoy2014a_HB-FS-17-2,sample
carpenter2010,mccoy2014a_HB-FS-17-2,artefact
mccoy2014a,mccoy2014a_HB-FS-17-3,sample
carpenter2010,mccoy2014a_HB-FS-17-3,artefact
mccoy2014a,mccoy2014a_HB-FS-17-4,sample
carpenter2010,mccoy2014a_HB-FS-17-4,artefact
mccoy2014a,mccoy2014a_HB-FS-17-5,sample
carpenter2010,mccoy2014a_HB-FS-17-5,artefact
mccoy2014a,mccoy2014a_HB-FS-17-6,sample
carpenter2010,mccoy2014a_HB-FS-17-6,artefact
mccoy2014a,mccoy2014a_HB-FS-17-7,sample
carpenter2010,mccoy2014a_HB-FS-17-7,artefact
mccoy2014a,mccoy2014a_HB-FS-17-8,sample
carpenter2010,mccoy2014a_HB-FS-17-8,artefact
mccoy2014a,mccoy2014a_HB-FS-17-9,sample
carpenter2010,mccoy2014a_HB-FS-17-9,artefact
mccoy2014a,mccoy2014a_HB-FS-19-1,sample
carpenter2010,mccoy2014a_HB-FS-19-1,artefact
mccoy2014a,mccoy2014a_HB-FS-19-10,sample
carpenter2010,mccoy2014a_HB-FS-19-10,artefact
mccoy2014a,mccoy2014a_HB-FS-19-11,sample
carpenter2010,mccoy2014a_HB-FS-19-11,artefact
mccoy2014a,mccoy2014a_HB-FS-19-12,sample
carpenter2010,mccoy2014a_HB-FS-19-12,artefact
mccoy2014a,mccoy2014a_HB-FS-19-13,sample
carpenter2010,mccoy2014a_HB-FS-19-13,artefact
mccoy2014a,mccoy2014a_HB-FS-19-14,sample
carpenter2010,mccoy2014a_HB-FS-19-14,artefact
mccoy2014a,mccoy2014a_HB-FS-19-15,sample
carpenter2010,mccoy2014a_HB-FS-19-15,artefact
mccoy2014a,mccoy2014a_HB-FS-19-16,sample
carpenter2010,mccoy2014a_HB-FS-19-16,artefact
mccoy2014a,mccoy2014a_HB-FS-19-17,sample
carpenter2010,mccoy2014a_HB-FS-19-17,artefact
mccoy2014a,mccoy2014a_HB-FS-19-18,sample
carpenter2010,mccoy2014a_HB-FS-19-18,artefact
mccoy2014a,mccoy2014a_HB-FS-19-19,sample
carpenter2010,mccoy2014a_HB-FS-19-19,artefact
mccoy2014a,mccoy2014a_HB-FS-19-2,sample
carpenter2010,mccoy2014a_HB-FS-19-2,artefact
mccoy2014a,mccoy2014a_HB-FS-19-20,sample
carpenter2010,mccoy2014a_HB-FS-19-20,artefact
mccoy2014a,mccoy2014a_HB-FS-19-21,sample
carpenter2010,mccoy2014a_HB-FS-19-21,artefact
mccoy2014a,mccoy2014a_HB-FS-19-22,sample
carpenter2010,mccoy2014a_HB-FS-19-22,artefact
mccoy2014a,mccoy2014a_HB-FS-19-23,sample
carpenter2010,mccoy2014a_HB-FS-19-23,artefact
mccoy2014a,mccoy2014a_HB-FS-19-24,sample
carpenter2010,mccoy2014a_HB-FS-19-24,artefact
mccoy2014a,mccoy2014a_HB-FS-19-25,sample
carpenter2010,mccoy2014a_HB-FS-19-25,artefact
mccoy2014a,mccoy2014a_HB-FS-19-26,sample
carpenter2010,mccoy2014a_HB-FS-19-26,artefact
mccoy2014a,mccoy2014a_HB-FS-19-27,sample
carpenter2010,mccoy2014a_HB-FS-19-27,artefact
mccoy2014a,mccoy2014a_HB-FS-19-28,sample
carpenter2010,mccoy2014a_HB-FS-19-28,artefact
mccoy2014a,mccoy2014a_HB-FS-19-29,sample
carpenter2010,mccoy2014a_HB-FS-19-29,artefact
mccoy2014a,mccoy2014a_HB-FS-19-3,sample
carpenter2010,mccoy2014a_HB-FS-19-3,artefact
mccoy2014a,mccoy2014a_HB-FS-19-30,sample
carpenter2010,mccoy2014a_HB-FS-19-30,artefact
mccoy2014a,mccoy2014a_HB-FS-19-31,sample
carpenter2010,mccoy2014a_HB-FS-19-31,artefact
mccoy2014a,mccoy2014a_HB-FS-19-32,sample
carpenter2010,mccoy2014a_HB-FS-19-32,artefact
mccoy2014a,mccoy2014a_HB-FS-19-33,sample
carpenter2010,mccoy2014a_HB-FS-19-33,artefact
mccoy2014a,mccoy2014a_HB-FS-19-34,sample
carpenter2010,mccoy2014a_HB-FS-19-34,artefact
mccoy2014a,mccoy2014a_HB-FS-19-35,sample
carpenter2010,mccoy2014a_HB-FS-19-35,artefact
mccoy2014a,mccoy2014a_HB-FS-19-36,sample
carpenter2010,mccoy2014a_HB-FS-19-36,artefact
mccoy2014a,mccoy2014a_HB-FS-19-4,sample
carpenter2010,mccoy2014a_HB-FS-19-4,artefact
mccoy2014a,mccoy2014a_HB-FS-19-5,sample
carpenter2010,mccoy2014a_HB-FS-19-5,artefact
mccoy2014a,mccoy2014a_HB-FS-19-6,sample
carpenter2010,mccoy2014a_HB-FS-19-6,artefact
mccoy2014a,mccoy2014a_HB-FS-19-7,sample
carpenter2010,mccoy2014a_HB-FS-19-7,artefact
mccoy2014a,mccoy2014a_HB-FS-19-8,sample
carpenter2010,mccoy2014a_HB-FS-19-8,artefact
mccoy2014a,mccoy2014a_HB-FS-19-9,sample
carpenter2010,mccoy2014a_HB-FS-19-9,artefact
mccoy2014a,mccoy2014a_HB-FS-20-1,sample
carpenter2010,mccoy2014a_HB-FS-20-1,artefact
mccoy2014a,mccoy2014a_HB-FS-20-2,sample
carpenter2010,mccoy2014a_HB-FS-20-2,artefact
mccoy2014a,mccoy2014a_HB-FS-20-3,sample
carpenter2010,mccoy2014a_HB-FS-20-3,artefact
mccoy2014a,mccoy2014a_HB-FS-21-1,sample
carpenter2010,mccoy2014a_HB-FS-21-1,artefact
mccoy2014a,mccoy2014a_HB-FS-21-10,sample
carpenter2010,mccoy2014a_HB-FS-21-10,artefact
mccoy2014a,mccoy2014a_HB-FS-21-11,sample
carpenter2010,mccoy2014a_HB-FS-21-11,artefact
mccoy2014a,mccoy2014a_HB-FS-21-12,sample
carpenter2010,mccoy2014a_HB-FS-21-12,artefact
mccoy2014a,mccoy2014a_HB-FS-21-13,sample
carpenter2010,mccoy2014a_HB-FS-21-13,artefact
mccoy2014a,mccoy2014a_HB-FS-21-14,sample
carpenter2010,mccoy2014a_HB-FS-21-14,artefact
mccoy2014a,mccoy2014a_HB-FS-21-15,sample
carpenter2010,mccoy2014a_HB-FS-21-15,artefact
mccoy2014a,mccoy2014a_HB-FS-21-16,sample
carpenter2010,mccoy2014a_HB-FS-21-16,artefact
mccoy2014a,mccoy2014a_HB-FS-21-17,sample
carpenter2010,mccoy2014a_HB-FS-21-17,artefact
mccoy2014a,mccoy2014a_HB-FS-21-18,sample
carpenter2010,mccoy2014a_HB-FS-21-18,artefact
mccoy2014a,mccoy2014a_HB-FS-21-19,sample
carpenter2010,mccoy2014a_HB-FS-21-19,artefact
mccoy2014a,mccoy2014a_HB-FS-21-2,sample
carpenter2010,mccoy2014a_HB-FS-21-2,artefact
mccoy2014a,mccoy2014a_HB-FS-21-20,sample
carpenter2010,mccoy2014a_HB-FS-21-20,artefact
mccoy2014a,mccoy2014a_HB-FS-21-21,sample
carpenter2010,mccoy2014a_HB-FS-21-21,artefact
mccoy2014a,mccoy2014a_HB-FS-21-22,sample
carpenter2010,mccoy2014a_HB-FS-21-22,artefact
mccoy2014a,mccoy2014a_HB-FS-21-23,sample
carpenter2010,mccoy2014a_HB-FS-21-23,artefact
mccoy2014a,mccoy2014a_HB-FS-21-24,sample
carpenter2010,mccoy2014a_HB-FS-21-24,artefact
mccoy2014a,mccoy2014a_HB-FS-21-25,sample
carpenter2010,mccoy2014a_HB-FS-21-25,artefact
mccoy2014a,mccoy2014a_HB-FS-21-26,sample
carpenter2010,mccoy2014a_HB-FS-21-26,artefact
mccoy2014a,mccoy2014a_HB-FS-21-27,sample
carpenter2010,mccoy2014a_HB-FS-21-27,artefact
mccoy2014a,mccoy2014a_HB-FS-21-28,sample
carpenter2010,mccoy2014a_HB-FS-21-28,artefact
mccoy2014a,mccoy2014a_HB-FS-21-29,sample
carpenter2010,mccoy2014a_HB-FS-21-29,artefact
mccoy2014a,mccoy2014a_HB-FS-21-3,sample
carpenter2010,mccoy2014a_HB-FS-21-3,artefact
mccoy2014a,mccoy2014a_HB-FS-21-30,sample
carpenter2010,mccoy2014a_HB-FS-21-30,artefact
mccoy2014a,mccoy2014a_HB-FS-21-31,sample
carpenter2010,mccoy2014a_HB-FS-21-31,artefact
mccoy2014a,mccoy2014a_HB-FS-21-32,sample
carpenter2010,mccoy2014a_HB-FS-21-32,artefact
mccoy2014a,mccoy2014a_HB-FS-21-33,sample
carpenter2010,mccoy2014a_HB-FS-21-33,artefact
mccoy2014a,mccoy2014a_HB-FS-21-34,sample
carpenter2010,mccoy2014a_HB-FS-21-34,artefact
mccoy2014a,mccoy2014a_HB-FS-21-35,sample
carpenter2010,mccoy2014a_HB-FS-21-35,artefact
mccoy2014a,mccoy2014a_HB-FS-21-36,sample
carpenter2010,mccoy2014a_HB-FS-21-36,artefact
mccoy2014a,mccoy2014a_HB-FS-21-37,sample
carpenter2010,mccoy2014a_HB-FS-21-37,artefact
mccoy2014a,mccoy2014a_HB-FS-21-38-1,sample
carpenter2010,mccoy2014a_HB-FS-21-38-1,artefact
mccoy2014a,mccoy2014a_HB-FS-21-38-2,sample
carpenter2010,mccoy2014a_HB-FS-21-38-2,artefact
mccoy2014a,mccoy2014a_HB-FS-21-39,sample
carpenter2010,mccoy2014a_HB-FS-21-39,artefact
mccoy2014a,mccoy2014a_HB-FS-21-4,sample
carpenter2010,mccoy2014a_HB-FS-21-4,artefact
mccoy2014a,mccoy2014a_HB-FS-21-40-1,sample
carpenter2010,mccoy2014a_HB-FS-21-40-1,artefact
mccoy2014a,mccoy2014a_HB-FS-21-40-2,sample
carpenter2010,mccoy2014a_HB-FS-21-40-2,artefact
mccoy2014a,mccoy2014a_HB-FS-21-41,sample
carpenter2010,mccoy2014a_HB-FS-21-41,artefact
mccoy2014a,mccoy2014a_HB-FS-21-42,sample
carpenter2010,mccoy2014a_HB-FS-21-42,artefact
mccoy2014a,mccoy2014a_HB-FS-21-43,sample
carpenter2010,mccoy2014a_HB-FS-21-43,artefact
mccoy2014a,mccoy2014a_HB-FS-21-44,sample
carpenter2010,mccoy2014a_HB-FS-21-44,artefact
mccoy2014a,mccoy2014a_HB-FS-21-45,sample
carpenter2010,mccoy2014a_HB-FS-21-45,artefact
mccoy2014a,mccoy2014a_HB-FS-21-46,sample
carpenter2010,mccoy2014a_HB-FS-21-46,artefact
mccoy2014a,mccoy2014a_HB-FS-21-47-1,sample
carpenter2010,mccoy2014a_HB-FS-21-47-1,artefact
mccoy2014a,mccoy2014a_HB-FS-21-47-2,sample
carpenter2010,mccoy2014a_HB-FS-21-47-2,artefact
mccoy2014a,mccoy2014a_HB-FS-21-47-3,sample
carpenter2010,mccoy2014a_HB-FS-21-47-3,artefact
mccoy2014a,mccoy2014a_HB-FS-21-47-4,sample
carpenter2010,mccoy2014a_HB-FS-21-47-4,artefact
mccoy2014a,mccoy2014a_HB-FS-21-48-1,sample
carpenter2010,mccoy2014a_HB-FS-21-48-1,artefact
mccoy2014a,mccoy2014a_HB-FS-21-48-2,sample
carpenter2010,mccoy2014a_HB-FS-21-48-2,artefact
mccoy2014a,mccoy2014a_HB-FS-21-49,sample
carpenter2010,mccoy2014a_HB-FS-21-49,artefact
mccoy2014a,mccoy2014a_HB-FS-21-5,sample
carpenter2010,mccoy2014a_HB-FS-21-5,artefact
mccoy2014a,mccoy2014a_HB-FS-21-50,sample
carpenter2010,mccoy2014a_HB-FS-21-50,artefact
mccoy2014a,mccoy2014a_HB-FS-21-51,sample
carpenter2010,mccoy2014a_HB-FS-21-51,artefact
mccoy2014a,mccoy2014a_HB-FS-21-52,sample
carpenter2010,mccoy2014a_HB-FS-21-52,artefact
mccoy2014a,mccoy2014a_HB-FS-21-53,sample
carpenter2010,mccoy2014a_HB-FS-21-53,artefact
mccoy2014a,mccoy2014a_HB-FS-21-54,sample
carpenter2010,mccoy2014a_HB-FS-21-54,artefact
mccoy2014a,mccoy2014a_HB-FS-21-55,sample
carpenter2010,mccoy2014a_HB-FS-21-55,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-1,sample
carpenter2010,mccoy2014a_HB-FS-21-56-1,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-10,sample
carpenter2010,mccoy2014a_HB-FS-21-56-10,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-11,sample
carpenter2010,mccoy2014a_HB-FS-21-56-11,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-12,sample
carpenter2010,mccoy2014a_HB-FS-21-56-12,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-13,sample
carpenter2010,mccoy2014a_HB-FS-21-56-13,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-14,sample
carpenter2010,mccoy2014a_HB-FS-21-56-14,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-15,sample
carpenter2010,mccoy2014a_HB-FS-21-56-15,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-16,sample
carpenter2010,mccoy2014a_HB-FS-21-56-16,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-17,sample
carpenter2010,mccoy2014a_HB-FS-21-56-17,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-2,sample
carpenter2010,mccoy2014a_HB-FS-21-56-2,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-3,sample
carpenter2010,mccoy2014a_HB-FS-21-56-3,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-4,sample
carpenter2010,mccoy2014a_HB-FS-21-56-4,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-5,sample
carpenter2010,mccoy2014a_HB-FS-21-56-5,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-6,sample
carpenter2010,mccoy2014a_HB-FS-21-56-6,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-7,sample
carpenter2010,mccoy2014a_HB-FS-21-56-7,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-8,sample
carpenter2010,mccoy2014a_HB-FS-21-56-8,artefact
mccoy2014a,mccoy2014a_HB-FS-21-56-9,sample
carpenter2010,mccoy2014a_HB-FS-21-56-9,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-1,sample
carpenter2010,mccoy2014a_HB-FS-21-57-1,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-10,sample
carpenter2010,mccoy2014a_HB-FS-21-57-10,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-11,sample
carpenter2010,mccoy2014a_HB-FS-21-57-11,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-12,sample
carpenter2010,mccoy2014a_HB-FS-21-57-12,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-13,sample
carpenter2010,mccoy2014a_HB-FS-21-57-13,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-14,sample
carpenter2010,mccoy2014a_HB-FS-21-57-14,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-15,sample
carpenter2010,mccoy2014a_HB-FS-21-57-15,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-16,sample
carpenter2010,mccoy2014a_HB-FS-21-57-16,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-17,sample
carpenter2010,mccoy2014a_HB-FS-21-57-17,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-18,sample
carpenter2010,mccoy2014a_HB-FS-21-57-18,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-19,sample
carpenter2010,mccoy2014a_HB-FS-21-57-19,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-2,sample
carpenter2010,mccoy2014a_HB-FS-21-57-2,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-20,sample
carpenter2010,mccoy2014a_HB-FS-21-57-20,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-21,sample
carpenter2010,mccoy2014a_HB-FS-21-57-21,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-22,sample
carpenter2010,mccoy2014a_HB-FS-21-57-22,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-23,sample
carpenter2010,mccoy2014a_HB-FS-21-57-23,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-24,sample
carpenter2010,mccoy2014a_HB-FS-21-57-24,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-25,sample
carpenter2010,mccoy2014a_HB-FS-21-57-25,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-26,sample
carpenter2010,mccoy2014a_HB-FS-21-57-26,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-27,sample
carpenter2010,mccoy2014a_HB-FS-21-57-27,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-28,sample
carpenter2010,mccoy2014a_HB-FS-21-57-28,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-29,sample
carpenter2010,mccoy2014a_HB-FS-21-57-29,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-3,sample
carpenter2010,mccoy2014a_HB-FS-21-57-3,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-30,sample
carpenter2010,mccoy2014a_HB-FS-21-57-30,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-31,sample
carpenter2010,mccoy2014a_HB-FS-21-57-31,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-33,sample
carpenter2010,mccoy2014a_HB-FS-21-57-33,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-34,sample
carpenter2010,mccoy2014a_HB-FS-21-57-34,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-35,sample
carpenter2010,mccoy2014a_HB-FS-21-57-35,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-36,sample
carpenter2010,mccoy2014a_HB-FS-21-57-36,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-37,sample
carpenter2010,mccoy2014a_HB-FS-21-57-37,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-38,sample
carpenter2010,mccoy2014a_HB-FS-21-57-38,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-39,sample
carpenter2010,mccoy2014a_HB-FS-21-57-39,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-4,sample
carpenter2010,mccoy2014a_HB-FS-21-57-4,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-40,sample
carpenter2010,mccoy2014a_HB-FS-21-57-40,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-41,sample
carpenter2010,mccoy2014a_HB-FS-21-57-41,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-42,sample
carpenter2010,mccoy2014a_HB-FS-21-57-42,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-43,sample
carpenter2010,mccoy2014a_HB-FS-21-57-43,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-44,sample
carpenter2010,mccoy2014a_HB-FS-21-57-44,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-45,sample
carpenter2010,mccoy2014a_HB-FS-21-57-45,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-46,sample
carpenter2010,mccoy2014a_HB-FS-21-57-46,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-47,sample
carpenter2010,mccoy2014a_HB-FS-21-57-47,artefact
mccoy2014a,mccoy2014a_HB-FS-21-57-48,sample
