Method ID,Parameter,Analyzed material 1,Analyzed material 2,Sample preparation,Chemical treatment,Number of replicates,Technique,Instrument,Laboratory,Analyst,Analysis date,Analysis comment,Reference sample name,Reference sample measured value,Reference uncertainty,Reference uncertainty unit,Number of measurements,Detection limit,Unit,Blank value,Unit,Parameter,Reference sample name,Value used for fractionation correction,Reference sample accepted value,Citation,Reference sample name,Reference sample accepted value,Citation
reepmeyer2012_B,Cs,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,2,0.1,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Ba,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,644.4,38,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,La,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,36.1,1.7,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Ce,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,72.4,3.6,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Pr,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,7.5,0.4,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Nd,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,24.4,1.3,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Sm,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,5.2,0.2,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Eu,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,0.9,0,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Gd,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,5.2,0.2,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Tb,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,0.8,0,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Dy,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,5.4,0.3,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Er,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,3.5,0.2,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Tm,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,0.5,0,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Yb,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,3.8,0.2,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Lu,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,0.6,0,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Ta,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,3.1,0.1,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,W,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,1.3,0,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Th,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,10.7,0.8,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,U,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,3,0.2,ppm,18,,,,,,,,,,,,
reepmeyer2012_B,Pb207_Pb206,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,0.9117647059,0.3,,18,,,,,,,,,,,,
reepmeyer2012_B,Pb208_Pb206,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,0.9558823529,0.3,,18,,,,,,,,,,,,
reepmeyer2012_B,Pb206,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,6.8,0.3,,18,,,,,,,,,,,,
reepmeyer2012_B,Pb207,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,6.2,0.3,,18,,,,,,,,,,,,
reepmeyer2012_B,Pb208,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU2000,6.5,0.3,,18,,,,,,,,,,,,
reepmeyer2012_B,P,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,138.8,7.4,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Sc,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,6.5,0.8,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Ti,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,1624.8,43.5,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,V,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,5.7,0.1,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Mn,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,454,13.2,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Co,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,0.6,0,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Cu,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,3.1,0.2,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Ga,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,10.7,0.1,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,As,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,6.8,0.7,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Rb,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,51.7,1.8,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Sr,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,170.3,7.5,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Y,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,17.8,0.7,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Zr,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,119.2,4.4,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Nb,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,2.2,0,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Mo,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,3.1,0.1,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Sn,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,0.9,0.2,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Cs,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,1.5,0.1,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Ba,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,466.7,24.5,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,La,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,11.3,0.5,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Ce,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,24.4,1,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Pr,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,3,0.1,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Nd,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,11.4,0.5,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Sm,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,2.7,0.1,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Eu,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,0.6,0,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Gd,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,2.7,0.1,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Tb,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,0.4,0,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Dy,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,2.8,0.1,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Er,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,2,0.1,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Tm,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,0.3,0,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Yb,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,2.3,0.1,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Lu,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,0.4,0,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Ta,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,0.1,0,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,W,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,0.4,0,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Th,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,2.5,0.2,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,U,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,1.6,0.1,ppm,20,,,,,,,,,,,,
reepmeyer2012_B,Pb207_Pb206,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,1.0326086957,0.3,,18,,,,,,,,,,,,
reepmeyer2012_B,Pb208_Pb206,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,0.2717391304,0.3,,18,,,,,,,,,,,,
reepmeyer2012_B,Pb206,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,9.2,0.4,2sigma,20,,,,,,,,,,,,
reepmeyer2012_B,Pb207,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,9.5,0.4,2sigma,20,,,,,,,,,,,,
reepmeyer2012_B,Pb208,Whole rock,Probe sample,"cut with 200micro wire saw, polished with diamond paste",,,LA-ICP-MS,Agilent 7500S,"Research School of Biological Sciences, ANU","Reepmeyer, Christian",March 2008,,ANU9000,2.5,0.2,2sigma,20,,,,,,,,,,,,
weisler2015_A,SiO2,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2015_A,TiO2,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2015_A,Al2O3,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2015_A,Fe2O3,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2015_A,CaO,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2015_A,MgO,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2015_A,MnO,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2015_A,K2O,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2015_A,Na2O,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2015_A,P2O5,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_A,SiO2,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_A,TiO2,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_A,Al2O3,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_A,Fe2O3,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_A,CaO,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_A,MgO,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_A,MnO,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_A,K2O,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_A,Na2O,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_A,P2O5,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,Samples were dissolved with HCl and HF. ,,ICP-OES,Perkin Elmer Optima 3300DV,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Be,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,P,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Ca,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Sc,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Ti,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,V,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Cr,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Co,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Ni,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Cu,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Zn,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Ga,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Rb,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Sr,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Y,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Zr,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Nb,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Mo,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Cd,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Sn,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Cs,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Ba,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,La,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
weisler2013_B,Ce,Whole rock,Core sample,Samples were crushed in an agate ball mill to a fine powder,"Samples were digested in HF-HNO3, then in HCl.",,ICP-MS,Fisons PQ2+,University of Queensland,,,,,,,,,,,,,,,,,,,,
