Method ID,Parameter,Analyzed material 1,Analyzed material 2,Sample preparation,Chemical treatment,Number of replicates,Technique,Instrument,Laboratory,Analyst,Analysis date,Analysis comment,Reference sample name,Reference sample measured value,Reference uncertainty,Reference uncertainty unit,Number of measurements,Detection limit,Unit,Blank value,Unit,Parameter,Reference sample name,Value used for fractionation correction,Reference sample accepted value,Citation,Reference sample name,Reference sample accepted value,Citation
hermann2017_A,V     ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,<LD,0,%,10,0.2939607935,ppm,2.1252396232,ppm,,,,,,,,
hermann2017_A,Cr ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,<LD,0,%,10,0.2974510454,ppm,0.5400036995,ppm,,,,,,,,
hermann2017_A,Co,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,<LD,0,%,10,0.7148572112,ppm,0.5011545016,ppm,,,,,,,,
hermann2017_A,Ni  ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,<LD,0,%,10,0.7812415248,ppm,0.7066775641,ppm,,,,,,,,
hermann2017_A,Y   ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,164.8445775853,1.5444244084,%,10,0.1164933014,ppm,0.8495299981,ppm,,,,,,,,
hermann2017_A,Zr  ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,721.9649535007,2.0904317728,%,10,0.1655334716,ppm,3.4400232955,ppm,,,,,,,,
hermann2017_A,Nb  ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,98.8743846978,1.2404089529,%,10,0.6014921308,ppm,0.6391577537,ppm,,,,,,,,
hermann2017_A,La,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,53.1,3.7592211416,%,10,0.4544816167,ppm,0.1815654139,ppm,,,,,,,,
hermann2017_A,Ce,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,138.6,2.3257119868,%,10,2.4573236828,ppm,1.1234711002,ppm,,,,,,,,
hermann2017_A,Nd,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,82.8,1.4097876681,%,10,0.3922248213,ppm,0.3527747312,ppm,,,,,,,,
hermann2017_A,Sm,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,21.78,2.3590693974,%,10,0.2944833675,ppm,0.301684041,ppm,,,,,,,,
hermann2017_A,Eu,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,1.8,3.861254503,%,10,0.1076054498,ppm,0.0784929345,ppm,,,,,,,,
hermann2017_A,Gd,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,23.4,3.7901331907,%,10,0.3739014404,ppm,0.1408322748,ppm,,,,,,,,
hermann2017_A,Dy,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,26.1,1.6995753208,%,10,0.0930791594,ppm,0.1964920755,ppm,,,,,,,,
hermann2017_A,Er,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,15.93,2.516507482,%,10,0.4252759395,ppm,0.2269656488,ppm,,,,,,,,
hermann2017_A,Yb,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,15.66,1.4079126317,%,10,0.0464086757,ppm,0.0378003604,ppm,,,,,,,,
hermann2017_A,Th,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,AC-E,16.65,2.7552203558,%,10,1.0857941632,ppm,0.1719600628,ppm,,,,,,,,
hermann2017_A,SiO2,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,50.0068852636,0.7629064971,%,10,0.009856215,%,0.0910042482,%,,,,,,,,
hermann2017_A,TiO2,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,1.7447889564,1.341409497,%,10,0.0000198538,%,0.0035769765,%,,,,,,,,
hermann2017_A,Al2O3,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,16.1677963916,1.3381057423,%,10,0.0015496479,%,0.0228981297,%,,,,,,,,
hermann2017_A,Fe2O3,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,9.7498227699,1.657341627,%,10,0.0010308342,%,0.0168886662,%,,,,,,,,
hermann2017_A,CaO,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,10.9794329272,4.8976629339,%,10,0.0006829724,%,0.0322455065,%,,,,,,,,
hermann2017_A,MgO,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,7.4300202575,1.3404172739,%,10,0.0015570218,%,0.0249619528,%,,,,,,,,
hermann2017_A,MnO,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,0.1728145667,2.0959750682,%,10,0.0000233953,%,0.0013211259,%,,,,,,,,
hermann2017_A,K2O,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,0.4133787803,5.7614181903,%,10,0.0025595501,%,0.0087132761,%,,,,,,,,
hermann2017_A,Na2O,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,3.2666465149,4.6823268467,%,10,0.0014973686,%,0.0249296877,%,,,,,,,,
hermann2017_A,P2O5,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,0.2549823838,3.2859974299,%,10,0.0034530286,%,0.0022430037,%,,,,,,,,
hermann2017_A,Rb,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,22.1115874889,22.277360023,%,10,12.9429622448,ppm,4.3143207483,ppm,,,,,,,,
hermann2017_A,Sr,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,222.7682241271,1.7399701472,%,10,0.0191278788,ppm,1.9683280697,ppm,,,,,,,,
hermann2017_A,Ba  ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,41.0887387366,2.4076175756,%,10,0.1626333833,ppm,5.7805751238,ppm,,,,,,,,
hermann2017_A,Sc,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,37.9488373181,1.1692456472,%,10,0.1045637123,ppm,0.1313702553,ppm,,,,,,,,
hermann2017_A,V     ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,276.0894209421,1.830139079,%,10,0.2939607935,ppm,2.1252396232,ppm,,,,,,,,
hermann2017_A,Cr ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,257.4043496978,6.4113182787,%,10,0.2974510454,ppm,0.5400036995,ppm,,,,,,,,
hermann2017_A,Co,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,37.6710467243,2.9948819446,%,10,0.7148572112,ppm,0.5011545016,ppm,,,,,,,,
hermann2017_A,Ni  ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,90.3411220606,5.6325875455,%,10,0.7812415248,ppm,0.7066775641,ppm,,,,,,,,
hermann2017_A,Y   ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,33.6804781192,3.4267870482,%,10,0.1164933014,ppm,0.8495299981,ppm,,,,,,,,
hermann2017_A,Zr  ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,150.1488497205,3.6701688729,%,10,0.1655334716,ppm,3.4400232955,ppm,,,,,,,,
hermann2017_A,Nb  ,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,9.5525651268,4.465515927,%,10,0.6014921308,ppm,0.6391577537,ppm,,,,,,,,
hermann2017_A,La,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,27,1.4363032844,%,10,0.4544816167,ppm,0.1815654139,ppm,,,,,,,,
hermann2017_A,Ce,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,61,2.553800174,%,10,2.4573236828,ppm,1.1234711002,ppm,,,,,,,,
hermann2017_A,Nd,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,33.4,2.1048038073,%,10,0.3922248213,ppm,0.3527747312,ppm,,,,,,,,
hermann2017_A,Sm,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,8.8,4.6739960047,%,10,0.2944833675,ppm,0.301684041,ppm,,,,,,,,
hermann2017_A,Eu,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,2.2,3.9956625159,%,10,0.1076054498,ppm,0.0784929345,ppm,,,,,,,,
hermann2017_A,Gd,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,7.2,7.801466383,%,10,0.3739014404,ppm,0.1408322748,ppm,,,,,,,,
hermann2017_A,Dy,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,6,2.9795967841,%,10,0.0930791594,ppm,0.1964920755,ppm,,,,,,,,
hermann2017_A,Er,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,3.02,21.177312178,%,10,0.4252759395,ppm,0.2269656488,ppm,,,,,,,,
hermann2017_A,Yb,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,2.48,1.1237823319,%,10,0.0464086757,ppm,0.0378003604,ppm,,,,,,,,
hermann2017_A,Th,Whole rock,Core sample,Unweathered chips (±1 g) were crushed to powder using an agate pestle and mortar,"Digested with HF, HNO3 and H3BO3",,ICP-AES,Horiba Jobin Yvon Ultima 2,PSO/IUEM Plouzané,"Liorzou, Céline","2011, 2012",,WSE,3,15.0282496621,%,10,1.0857941632,ppm,0.1719600628,ppm,,,,,,,,
hermann2017_B,Sr87_Sr86,Whole rock,Core sample,Unweathered chips (0.5 to 1 g) were crushed to chips using an agate pestle and mortar,Samples were dissolved using a HF-HNO3 mixture,,TIMS,Thermo Scientific Triton Mass Spectrometer,PSO/IUEM Plouzané,"Chauvel, Catherine; Sauzéat, Lucie",2012,,NBS 987 ,0.710248,0.000008,2sigma,3,,,,,,,,,,,,
hermann2017_C,Pb208_Pb204,Whole rock,Core sample,Unweathered chips (0.5 to 1 g) were crushed to chips using an agate pestle and mortar,Samples were dissolved using a HF-HNO3 mixture,,MC-ICP-MS,Nu Plasma Multicollector,ENS Lyon,"Chauvel, Catherine; Sauzéat, Lucie",2012,,NBS 981,36.701,0.007,2sigma,14,,,,,,,,,,,,
hermann2017_C,Pb207_Pb204,Whole rock,Core sample,Unweathered chips (0.5 to 1 g) were crushed to chips using an agate pestle and mortar,Samples were dissolved using a HF-HNO3 mixture,,MC-ICP-MS,Nu Plasma Multicollector,ENS Lyon,"Chauvel, Catherine; Sauzéat, Lucie",2012,,NBS 981,15.4924,0.002,2sigma,14,,,,,,,,,,,,
hermann2017_C,Pb206_Pb204,Whole rock,Core sample,Unweathered chips (0.5 to 1 g) were crushed to chips using an agate pestle and mortar,Samples were dissolved using a HF-HNO3 mixture,,MC-ICP-MS,Nu Plasma Multicollector,ENS Lyon,"Chauvel, Catherine; Sauzéat, Lucie",2012,,NBS 981,16.9415,0.0052,2sigma,14,,,,,,,,,,,,
hermann2017_D,Age,Whole rock,Core sample,Unweathered chips were crushed and sived to the 0.250 - 0.125 mm fraction size.,Samples were cleaned using HNO3 (1N) and rinced with deionized water,,AR_AR,GV5400,LSCE,"Guillou, Hervé",2013,,,,,,,,,,,,,,,,ACs,1.193 Ma,"Nomade et al., 2005"
kahn2008_A,Na2O,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,2.6,,,3,,,,,,,,,,,,
kahn2008_A,MgO,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,7.7,,,3,,,,,,,,,,,,
kahn2008_A,Al2O3,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,13.5,,,3,,,,,,,,,,,,
kahn2008_A,SiO2,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,48,,,3,,,,,,,,,,,,
kahn2008_A,K2O,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,0.6,,,3,,,,,,,,,,,,
kahn2008_A,CaO,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,11.9,,,3,,,,,,,,,,,,
kahn2008_A,TiO2,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,2.9,,,3,,,,,,,,,,,,
kahn2008_A,V,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,339,,,3,,,,,,,,,,,,
kahn2008_A,MnO,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,1668,,,3,,,,,,,,,,,,
kahn2008_A,Fe,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,8.5,,,3,,,,,,,,,,,,
kahn2008_A,Ni,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,99,,,3,,,,,,,,,,,,
kahn2008_A,Cu,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,109,,,3,,,,,,,,,,,,
kahn2008_A,Zn,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,95,,,3,,,,,,,,,,,,
kahn2008_A,Rb,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,12,,,3,,,,,,,,,,,,
kahn2008_A,Sr,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,366,,,3,,,,,,,,,,,,
kahn2008_A,Y,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,25,,,3,,,,,,,,,,,,
kahn2008_A,Zr,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,175,,,3,,,,,,,,,,,,
kahn2008_A,Nb,Whole rock,Sample surface,Non-destructive but including the use of sonic baths and dilute HCl to remove surface material,,,ED-XRF,ThermoNoran QuanX EC EDXRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",2008,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,19,,,3,,,,,,,,,,,,
kahn2013_A,SiO2,Whole rock,Sample surface,,,,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,48.5645789474,0.1765,%,19,,,,,,,,,,,,
kahn2013_A,TiO2,Whole rock,Sample surface,,,,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,2.655,0.489,%,19,,,,,,,,,,,,
kahn2013_A,Al2O3,Whole rock,Sample surface,,,,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,13.2981052632,0.492,%,19,,,,,,,,,,,,
kahn2013_A,FeO,Whole rock,Sample surface,,,,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,,,,,,,,,,,,,,,,,,
kahn2013_A,CaO,Whole rock,Sample surface,,,,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,10.9490526316,2.6085,%,19,,,,,,,,,,,,
kahn2013_A,MgO,Whole rock,Sample surface,,,,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2,7.2436315789,0.0275,%,19,,,,,,,,,,,,
