Source ID 1,Sample ID,Method ID,Note,SiO2 %,TiO2 %,Al2O3 %,Fe2O3 %,FeO %,FeOT %,CaO %,MgO %,MnO %,K2O %,Na2O %,P2O5 %,Li ppm,Be ppm,B ppm,C ppm,CO2 ppm,F ppm,Na ppm,Mg ppm,Al ppm,P ppm,S ppm,Cl ppm,K ppm,Ca ppm,Sc ppm,Ti ppm,V ppm,Cr ppm,Mn ppm,Fe ppm,Co ppm,Ni ppm,Cu ppm,Zn ppm,Ga ppm,Ge ppm,As ppm,Se ppm,Br ppm,Rb ppm,Sr ppm,Y ppm,Zr ppm,Nb ppm,Mo ppm,Ru ppm,Rh ppm,Pd ppm,Ag ppm,Cd ppm,In ppm,Sn ppm,Sb ppm,Te ppm,I ppm,Cs ppm,Ba ppm,La ppm,Ce ppm,Pr ppm,Nd ppm,Sm ppm,Eu ppm,Gd ppm,Tb ppm,Dy ppm,Ho ppm,Er ppm,Tm ppm,Yb ppm,Lu ppm,Hf ppm,Ta ppm,W ppm,Re ppm,Os ppm,Ir ppm,Pt ppm,Au ppm,Hg ppm,Tl ppm,Pb ppm,Bi ppm,Th ppm,U ppm,Nd143_Nd144,Nd143_Nd144 SD value,Nd143_Nd144 SD sigma,Sr87_Sr86,Sr87_Sr86 SD value,Sr87_Sr86 SD sigma,Pb206_Pb204,Pb206_Pb204 SD value,Pb206_Pb204 SD sigma,Pb207_Pb204,Pb207_Pb204 SD value,Pb207_Pb204 SD sigma,Pb208_Pb204,Pb208_Pb204 SD value,Pb208_Pb204 SD sigma,Pb207_Pb206,Pb207_Pb206 SD value,Pb207_Pb206 SD sigma,Pb208_Pb206,Pb208_Pb206 SD value,Pb208_Pb206 SD sigma,Age Ma,Age SD sigma 
simpson2018,simpson2018_A02,simpson2018_A,,59.97028132429959,1.003420433811875,14.271966291258328,10.98109450862828,,,4.532693722,1.3198346445030305,0.3687624607818075,1.8214101144358925,4.922852650020077,0.6911475839964115,13.500638153152423,3.325773346058852,8.419062338929145,,,,,,,,,,,,31.89619602556905,,3.2084523614752247,1.5951669722415174,,,5.6672850823604115,0.4350273820646191,11.650306271769788,250.59940468088197,,,1.580631677544351,,,18.644210881450316,251.6785536274494,79.22024053732687,587.7495218871138,84.29020296704857,4.084094940602256,,,,0.5004044029916762,,0.739317613,4.877949296092224,0.6745658510451508,,,0.7180359232529038,261.54873619698674,34.50903215997716,85.70632052129473,13.126829939187957,44.61592630599422,11.966703019692062,4.6312393903367495,12.285156313252859,2.564942987663755,12.544878789818288,3.2285843265324115,7.207653620097836,1.4019766229915718,7.458161611249935,1.5089805993081136,15.723355390206443,5.156495794061157,1.223105240482381,,,,,0.049050529,,,3.5442800186507766,0.21084621456754807,6.127860265808477,2.2726419008978938,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A03,simpson2018_A,,56.57479594832283,1.4785027623620484,15.040442801488677,10.462914399516663,,,6.110666395830142,2.7371184526469357,0.26074596254308946,1.5781062783313986,4.387252567627444,1.2386093822699602,11.33307153831952,2.624183099435737,5.522177915923588,,,,,,,,,,,,25.554047714343195,,78.26449014940806,0.8245548187606527,,,19.624905296200215,0.256470021,12.205183022653127,190.81245146673493,,,1.085312589020587,,,32.10959500884063,304.8944261417906,89.97911642178504,448.7832725215481,61.64745068425825,3.9499076966303677,,,,0.2344638194201743,,0.2629280929265988,4.267210566311173,0.2616640134561613,,,0.4277624285416019,217.1688321867645,52.97438843702941,123.81344927915165,17.363296190011933,59.36149768163412,14.88021323792146,4.5339321779703825,15.354237943864987,2.848462766311176,14.37421529206903,3.442109104478716,7.591635911108785,1.2667055851132596,6.906724777415625,1.2326242589562038,11.78504532738239,3.940955337705473,0.7841877714193689,,,,,0.028636283169522356,,,3.0848701573479955,0.068805478,5.118060302106571,1.649030760599767,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A04,simpson2018_A,,57.648771708342984,1.385416194,14.89380183482699,10.180780836199364,,,5.6729113936830675,2.6653345824351375,0.2568902153643894,1.6535456161156217,4.411436813972283,1.0908002612109413,13.58182047440153,2.691773889985597,5.542518428569641,,,,,,,,,,,,24.308922514506733,,69.35900774167608,0.8430344340758257,,,18.881996530162514,0.21473848998778242,17.465064442446543,191.2468921879353,,,1.1868837268590633,,,33.87129808809013,288.3636729,85.56793324143115,445.99421248839013,62.28811269438563,3.5805488274229162,,,,0.251835285,,0.2897203369369032,4.22653208,0.3693366463544227,,,0.499789981,218.5573543828683,50.93960605587211,119.61843715402269,16.784705361072565,56.67917774586147,14.162938366356554,4.317289393952224,14.570125980062171,2.759362205746207,13.875616017355556,3.339574367739783,7.378967278707778,1.2426595569466237,6.848745411981354,1.2273666077170506,11.868433781648248,4.029010755546598,0.7769275638379065,,,,,0.026787385790319744,,,3.4741023045985084,0.072282023,5.281076921563227,1.8318685539542638,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A05,simpson2018_A,,57.285950707033784,1.3895696233885568,14.935425938925139,10.100740778635188,,,5.891104438966721,2.752863077,0.25138153843446426,1.6084352860367888,4.370169632661735,1.276202989,12.962749666401148,2.607132697,5.733502148923115,,,,,,,,,,,,24.794540221360947,,80.05649468912335,0.7992113097465782,,,19.39292722896862,0.13113641833646578,20.146158718063646,187.13441977522442,,,1.029730783524603,,,33.05090654246259,293.0637296275404,87.46831976774236,444.6850843644812,60.74060604793574,3.676152404061043,,,,0.24736990576691853,,0.26287529002963084,3.8282988262012756,0.31527483524379946,,,0.3896695198998844,218.37028422424612,52.15747050047611,122.29582344192369,17.223284598546517,59.242591756698616,14.810419124262557,4.5756074341576065,15.391555657748617,2.857374361,14.46640457874134,3.4265193142628356,7.597872764407889,1.2612093767605028,6.915220341612512,1.2381972657740081,11.884673195574004,4.006645496,0.7924254640037234,,,,,0.027107578207841987,,,3.4693168632233546,0.063155999,5.248130552288079,1.7025348303181518,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A06,simpson2018_A,,59.074515877404046,1.3863780335437028,15.692170129687225,10.827364538681612,,,4.370920495781467,1.2233935140423882,0.1687997031979544,2.143190853309045,4.148600531378224,0.8448956713851801,3.927689663417453,2.5824978182731844,13.165184284511735,,,,,,,,,,,,26.388084571668273,,22.476450696819988,1.2487143248160353,,,10.145761671122964,0.4868941896373164,16.728772751259477,188.31036234899935,,,1.2883033420947805,,,42.19154215514583,275.76491148036354,78.78073210065386,548.7135096381162,74.29263310316198,3.7284260409236007,,,,0.48516172394477275,,0.6487275431339504,5.034465606,3.107574256943067,,,0.7592907740638701,227.1941845768376,49.28125706920058,106.02176221715591,15.495704229652215,50.484848159831586,12.361754534697138,3.9813719448945473,12.38298840257912,2.4230711075525626,11.380421450884917,2.8012807051667195,6.019064418,1.111805824986806,5.328198216169482,1.043882600200183,12.737842573877636,4.232233520849738,1.010578270499018,,,,,0.049694005,,,4.224846695088487,0.3286875316399056,5.695311564,2.105041524941468,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A07,simpson2018_A,,62.22899190648374,1.0240372541611074,16.81395579641584,6.159475603610988,,,4.168167102597424,1.1381970137050077,0.10521218928175953,2.5024371210969476,5.220311541212485,0.5431885063682573,11.539643941214896,3.1104859887276715,9.011596505988472,,,,,,,,,,,,20.722956674618068,,22.886543955149993,1.1674454744877674,,,6.232699666358227,0.480021365,7.455147283272882,150.20211655004397,,,1.201127605249061,,,72.66357393777642,302.11334829620085,77.13887347119287,556.3497049490597,78.64032579972093,3.3213899356919288,,,,0.266497839,,0.2848203943734563,5.082309393026987,1.4483145975890428,,,0.8301733921405695,291.42688936162597,55.81641191,122.46415912473728,16.421529811329226,52.88428229425331,12.583576445524146,4.344816954652014,12.453952135610528,2.347510234371723,11.86306538705677,2.8655537257501806,6.377552223886238,1.1076759787174975,5.953813977691312,1.0559557865844262,14.323700397870434,4.737333343792563,1.0242585545880758,,,,,0.030404116587316753,,,4.1435600383550435,0.067093961,6.982339110052799,2.3392414992528456,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A08,simpson2018_A,,52.135775824218776,2.3473979765180326,14.093702399549473,10.819931350748908,,,10.775295099193587,5.077504001172929,0.22890194575323525,0.8298376135318537,3.0574119337917374,0.5413789954017707,6.236688127939659,1.2172693917014934,3.6491107230001885,,,,,,,,,,,,38.74993284090008,,360.70467151410907,18.042760952986168,,,42.84854514640114,24.70612966948595,57.28626381,128.38519321179015,,,0.5443648705158082,,,8.482813971793973,305.00007963348446,45.14172358467637,205.2193715,36.268452920939104,1.5675907143389807,,,,0.1819311704428122,,0.19835319087596143,2.161294110848303,0.809905722,,,0.21238655851227134,99.75451989583486,22.627504635838918,52.85919168791144,7.487248632094572,25.924369896980224,6.865591156051167,2.390215406147738,7.466392850038936,1.4185496972835607,7.301811125881305,1.726765103214009,3.8171643616860846,0.6376246952034715,3.4644031051765167,0.6372042366379767,5.542901344812257,2.366335416000355,0.3151955519985151,,,,,0.015078879525822916,,,2.518838272092485,0.056889926,2.4976648891942825,0.7640669920367075,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A09,simpson2018_A,,56.37322676206096,1.6605698180799506,15.905805795285874,8.568142457,,,7.265758324968365,2.6677864661480366,0.218214812,1.7104793652337864,4.426464762314407,1.080301382868928,9.329127223915778,2.6870784173597704,5.977974204350705,,,,,,,,,,,,29.149171541563774,,118.54090203693588,0.9675499823637371,,,20.313726618322857,0.7526344673391053,18.85506315970415,170.45072832544474,,,1.1419651523329368,,,29.58347231,336.21577975173307,87.17010972078359,469.5232325886517,72.08892323618281,3.5047786442391655,,,,0.2272397458885346,,0.23356990938224081,4.257702357090196,0.8503584667194726,,,0.38591606638525955,210.09347231485066,51.74067176482492,122.44837994563758,17.051184833958537,58.05649924243825,14.423183959069695,4.545171014933408,14.593858049129135,2.7561118296006892,13.894006519042989,3.3222664060133056,7.360244618452565,1.2133979227393963,6.777309426948777,1.205437213067194,12.332337372808363,4.484449262186943,0.7126260413217422,,,,,0.031476694791242384,,,3.5063249461690575,0.07501686,5.251754460855924,1.725374869,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A10,simpson2018_A,,56.84405367105747,1.587437879123822,15.151692787013543,9.326721063768256,,,7.872472333687373,2.796865208374771,0.1945617257681512,1.2279281404560518,3.8842700277524975,0.998074049,8.487398012095403,2.5804486404081817,6.570353517579619,,,,,,,,,,,,27.52731052757686,,131.73927384115444,0.9791890670034051,,,19.361145831830257,0.5678745712839717,21.73360645844184,193.56769066226633,,,0.8514112558101093,,,20.580996867746784,328.6064958899082,80.04454890068158,419.2221007193563,70.10617814,2.7384520476998087,,,,0.19221956584624555,,0.25767980982461786,3.593941536754199,0.6254170704023944,,,0.3311915028927496,174.32972360029916,49.02664917935239,113.15401811752554,16.11821436536868,54.18474930083533,13.43546646875534,4.2940098729953915,13.782498460668092,2.5829693570314247,13.218372341367605,3.1393747827974607,6.911408930127122,1.1498465395548887,6.3446888589386115,1.1425848077102367,10.820195633680664,4.512910859679761,0.6562798242402089,,,,,0.022735583,,,3.1399393682388603,0.056374228155034734,4.348311337863416,1.324011636,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A11,simpson2018_A,,56.85678665876364,1.354104722,15.904041415790266,10.625059095040603,,,7.317330377046534,1.6518829394377452,0.11470603557060177,0.8844152760686121,4.183378297950429,0.988629809,4.932938657390858,2.415895220727648,9.105640923,,,,,,,,,,,,25.58152062,,106.84905637879505,1.9082595925243895,,,11.298750490913427,1.1811723762183668,13.296784829493165,151.2638425641837,,,1.6267055290814494,,,10.567725549422606,299.48612665869217,69.55875695279718,388.9335397051957,62.086534579461535,2.7840842595122015,,,,0.3790898497027806,,0.5738282053489853,4.369303628181231,0.6222613846580437,,,0.8248468410840601,195.4229179396555,42.93457214149042,102.53655389265552,14.757567356133993,51.855338414277675,13.120198773737954,4.710655220119671,13.064471420750648,2.3910535443088983,11.890162699984524,2.7272325999577536,6.159559322778673,1.0502337569355367,5.502591093718537,0.9694169999657668,10.001949753638916,3.6603081829768382,0.8922313706772376,,,,,0.044987546955976405,,,3.1335765686346133,0.32148170229213374,4.339844770219888,1.6666190950399888,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A12,simpson2018_A,,56.95755025465681,1.5367736054384793,15.177029388406574,8.997757540587486,,,6.855192395,3.757617878255881,0.20904890526122602,1.1946842032321419,4.270147270676632,0.9274224408929989,8.672322972305313,2.1739092421782757,5.293807854896991,,,,,,,,,,,,24.488176720508676,,121.22092277875736,1.6568588506332236,,,24.24911257367145,0.8611578995347602,13.46248208481067,159.83640258623615,,,0.8605738217400218,,,19.506683275287784,307.1379012874602,69.58799098733114,373.5132038631839,57.796587789983704,2.7059172195020764,,,,0.21900601996804483,,0.27510920658230326,3.548236506683896,0.28657502766396814,,,0.4052729754062333,191.02637774044362,42.57097848865201,105.4367247338251,14.488053135118152,51.657073794271085,12.939861409750243,4.500863893598575,12.966033338636061,2.2747003690142957,12.089580791926718,2.7144021526844737,6.337874613616861,0.999102672,5.6920308991421305,0.9576068746698229,9.296478439,3.4568492758751552,0.6112696778597482,,,,,0.028818654,,,2.41263014,0.1201502999238869,3.827311601155357,1.3154628867215266,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A13,simpson2018_A,,58.31098586007792,1.905264406531861,15.030849107629981,8.302067364,,,7.3803983355290415,2.5598263754043336,0.2663653319792104,1.1754667808341293,4.064865179945348,0.8734637531043355,7.107611153672488,2.2980569921424947,5.5825745130281845,,,,,,,,,,,,30.49756341,,141.6184517796041,1.7124924911864043,,,17.752332585612365,0.9979352399025975,18.76755801158305,200.45986978735723,,,1.0946430361313675,,,22.422121389907844,310.4902532781281,72.78106435896275,396.7011316213018,64.04392226707535,3.0717720778383293,,,,0.21024572677985745,,0.3371088590988529,3.7946021143273696,0.2886247618326244,,,0.37780329367811893,194.90050833814328,43.53246253,103.07129803379256,14.422305131219492,51.308130915954955,13.032018673943128,4.6175402071867175,13.24823133753169,2.4115962967379296,12.717882507941367,2.916654221597169,6.888713995201074,1.1358611461348973,6.376932340108172,1.1092908989400285,10.401085373375707,3.8386805565844373,0.8400912753115973,,,,,0.029511640838494828,,,2.5810482619909103,0.11841585084505062,4.201599865,1.4593123505137628,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A14,simpson2018_A,,53.604166893358936,2.889515303663954,14.099058776406704,11.030055413266862,,,8.656806562288027,4.642476089830506,0.21692061115841585,0.8682938641560717,3.401229296,0.48730084713130006,6.746180433432911,1.467607235292668,3.656990417,,,,,,,,,,,,38.272663728897896,,351.9403595219148,24.986615380523364,,,39.536544209511305,19.998825445686478,34.97755258868473,137.5826992535168,,,0.6093107977993595,,,13.891960250313268,288.7941934681653,43.98584183128584,251.58478438875056,40.07818894436801,1.9821399290501207,,,,0.1503052686176963,,0.2720645411419317,2.4485934121410113,0.2162879501662894,,,0.346846803,116.60706534034375,23.959579007735133,58.56187716907479,8.290912121774326,30.016411272075246,7.850658464246857,2.873288659,8.074811923480487,1.4668892688711144,7.896412793862662,1.7527104596370118,4.057171858558469,0.6712057647857543,3.7592692230439355,0.6489016454959607,6.5639346253993205,2.4920722640361825,0.4147048634312896,,,,,0.023401153,,,1.7067587894593874,0.078797359,2.3003755086742936,0.8832292887020743,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A15,simpson2018_A,,60.981104072477045,1.1952800208386127,15.721479383022489,7.836325461121811,,,5.181584669848643,1.720999610266389,0.18454255441336034,1.6741902264091244,4.682711459380975,0.7129564816256624,6.460923750423144,2.5573811131001762,8.426331108,,,,,,,,,,,,21.62374346,,36.866191643110255,1.602983195,,,10.393451855469156,0.28091146958794955,4.402605304231769,132.75299326787712,,,0.8442279979142255,,,30.17633485421274,299.0835321536078,64.15330460558978,482.2169414637878,74.73407715,3.107964291725157,,,,0.22639254751115617,,0.26818137519326396,4.517068198310444,0.22089463207590307,,,0.2465305368714385,236.4287233925502,32.749896233663776,80.56337163331362,11.494422579705205,42.72514975457243,11.17400995385915,4.553188483830329,11.40918907803391,2.049206253861317,11.162675666707754,2.5356890247235855,6.039333201301439,0.9827141392103503,5.756250955982813,0.9706891910889064,12.944023314038544,4.561201485679739,0.611829139,,,,,0.029095165,,,2.837457090014076,0.059307483,5.182636532500539,1.7138708201508293,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A16,simpson2018_A,,57.384592274478265,1.4546777741241488,15.83566564070539,7.153921535854331,,,8.222290916695101,2.7044707082552595,0.18985693313460678,1.543985042421924,4.413355362396345,0.9770078771609924,8.679254346424988,3.175198523264643,7.974945866465396,,,,,,,,,,,,32.85472365215013,,121.45131543455201,2.116096694283199,,,17.807977497455738,1.6072438296024494,21.51289079616153,138.37150199629693,,,1.553550640621907,,,29.781700308689924,319.5342339918062,77.56687987,430.0566870290486,69.57164268344482,4.0554694812405945,,,,0.30712165222444465,,0.4987034050722213,4.011461340929339,2.526140290692337,,,0.6036027575805375,195.12180973721618,44.677261987108196,105.71665692836847,14.542798727070796,50.74200814530995,12.746240525696951,4.539968514448161,12.775427206137445,2.4201855045907177,11.924138354641403,2.801176490527714,6.461593306224056,1.1302261002169927,5.800614177611281,1.0787451035390656,9.925245584921207,3.512184395341565,1.0669638420738123,,,,,0.055843643,,,4.530401167342412,0.2885187357120557,4.178586694859766,1.5865032420494631,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A17,simpson2018_A,,58.67940663325418,1.3117322774215086,14.667282200978985,10.074544390476824,,,5.340864380094958,2.136054876238264,0.25982392039988866,1.940966293277406,4.646901469940245,0.7959147214305774,10.93358752291183,3.004083369695886,6.324214189378041,,,,,,,,,,,,25.71019455318021,,27.493720159722812,1.5838918317540018,,,15.811796358259423,0.5346182779280264,16.646203844079107,192.0900431858313,,,1.5008719149320626,,,40.52765203864423,257.20269849672576,87.20206734680542,523.3633897,69.78215417674572,4.375775496026036,,,,0.27880873589814453,,0.3381916512879828,4.888015135186794,1.4005575655064846,,,0.5263041297858533,246.11533638534505,53.09117492798432,125.64692210517536,17.103821299048416,60.14593368779362,14.786570925046057,4.500627705715954,14.983313060279535,2.6536619070648397,14.147765193527173,3.229732879666263,7.595235695000583,1.2146957216184546,7.1814815370829805,1.199874792024801,12.579918213024726,3.874611468654925,0.9229543764786154,,,,,0.037577616,,,4.326275921,0.093482975,5.5064203845345565,1.8986986028098978,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A18,simpson2018_A,,56.71793010192416,1.9452591172081868,14.933734199817259,9.431369956791285,,,7.008202052379174,2.544668819100555,0.22838751761434156,1.7415795219649446,4.318372730584327,0.9965535589412695,11.400261995752047,2.777631014,7.481417529995091,,,,,,,,,,,,29.95956283756235,,143.41618686528707,1.4585616974499414,,,22.203541427463826,0.7933575238477212,18.365042749380883,171.04969402798173,,,1.2520482369325054,,,33.10456611090795,311.07211647128173,83.75585318703743,481.95958618303064,69.42512696785008,3.6266427267414745,,,,0.2782034275514673,,0.260235794,4.525982106571516,0.95103878,,,0.42764870145499306,215.1691155720776,50.01300339250426,119.72030764209757,16.559095431063056,58.76252303,14.676724609360909,4.816896640737215,14.782772420635167,2.618268612407198,14.006354745751693,3.164106214383595,7.470743196218215,1.1943002204380129,6.894374693417027,1.1400213414137363,11.7184363,3.9667237894307847,0.7860595451660198,,,,,0.025769096,,,3.900358555255957,0.058858213,4.848334010562348,1.6298028093483055,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A19,simpson2018_A,,54.76306164427336,2.285803516891844,13.918907556577967,11.358160986748278,,,7.475045499935221,3.590634843,0.26437839846276046,1.3926994444484972,3.898048786527239,0.9259244681097756,13.149881198692245,2.180404517740257,5.851282296886211,,,,,,,,,,,,36.707414714977574,,201.87554601653093,1.550358249692801,,,27.46756522226654,0.9324085721687269,14.810481818859392,200.80271175415643,,,1.0120890504718407,,,23.75143332566181,291.06625774659915,71.49172653316836,397.6564596645596,59.372157840628326,2.762513052,,,,0.17957276127903068,,0.25653176460465954,3.5224706341608383,0.5980795595250475,,,0.28764340564859586,178.0441263,39.739535965945045,96.18726321304186,13.42892874096285,49.121808831316955,12.481289635984401,4.243921155053632,12.744916832812523,2.237896603,12.010364347933749,2.6811857581519867,6.377114893160894,0.9928112524188185,5.835553507481005,0.9529913,9.669941130292493,3.5170705751621973,0.5378057244052081,,,,,0.020930847113091938,,,2.645529002050448,0.059113181,3.729541370039938,1.1795849469972886,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A20,simpson2018_A,,58.883506235061425,1.2200232769826966,15.421385542382064,9.486181983515198,,,5.390626680080119,1.9502522125684734,0.21910288902905295,1.7817119027531665,4.698975754424072,0.8342857808544369,11.284659264147752,2.6366842888451014,5.369058184284532,,,,,,,,,,,,24.607856876200838,,30.445979082704838,1.290468608509137,,,13.981505444321387,0.3077445541871006,18.044408098085196,185.99686022134165,,,1.0482322291906867,,,20.528905443755672,280.28400703548374,79.97332238948779,472.9611742082454,65.01974025342898,3.2085268072572912,,,,0.2093112446661721,,0.20965999504779653,4.1772055479668015,0.5042781631008754,,,0.35634623761952977,243.86260978384348,46.500270051511286,113.36877771932832,15.653930285482899,56.422678885943185,14.14073294826501,4.567387974561469,14.155427922036278,2.494477109355294,13.526190106227403,2.998217426462997,7.1157942756975405,1.1207580303884583,6.652959048466246,1.0901215128395554,11.897588355941728,3.662808447563353,0.6386303043043691,,,,,0.025526371321871646,,,4.171615508256729,0.056312836,5.239163710991077,1.7500107554725122,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A21,simpson2018_A,,67.51493864,1.0184974072842754,10.028879108000039,9.392735631260212,,,4.962857863936727,1.8223407376811371,0.26506939226193027,1.428612522649299,3.045102744149032,0.4493394372675927,12.877487242117109,2.9134519092723283,5.481831446224296,,,,,,,,,,,,23.14293230733904,,14.11352043596721,0.7017210179550958,,,12.582385033159168,0.8239942323136944,12.851681135603165,192.4905438745077,,,2.9929321407548213,,,25.55134443787408,138.81383910538426,54.52525776196257,376.8727496109182,46.30959810247622,3.257105411989142,,,,0.2433253675447666,,0.14651508583618073,2.658141032429363,1.014452342994852,,,0.38541166077014266,134.81921172885106,26.40635003756622,58.54142684780671,7.749934671034941,31.839078991916175,7.687255762007256,2.1909295725675837,8.128871508475932,1.2585864547226255,7.815381585,1.532415977881827,4.124916717,0.5810771682635804,3.750373676,0.5891996964922753,6.788768392942123,1.8740859700177737,0.41166406512216575,,,,,0.037551611,,,1.5007713309212742,0.023994513255831292,2.4560431434447385,0.6977623075159328,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A22,simpson2018_A,,62.875124185338414,1.616329373399084,12.457234734299476,8.901608621773086,,,6.396373999,1.7326135795918483,0.1901428267752024,1.4683713492041333,3.4985587875462523,0.7957996446005182,9.040212260571362,2.387049842337588,5.958269038906107,,,,,,,,,,,,24.41327620479144,,74.64598787967671,0.7039145851754907,,,15.340650531503247,0.5179619583035951,22.823938396413222,191.3306915803091,,,1.3559651931741026,,,28.63909309661911,203.47112256157354,58.13908164968555,383.4909722874731,47.99893902424943,2.7044219815818966,,,,0.18672718095170263,,0.14628316802036573,2.576212669286776,0.8775131244249608,,,0.3754446409067208,151.17970255417305,28.59717499404476,63.157048557174434,8.846101755057491,37.658937550401326,9.330887114924936,2.7581772760027707,10.041858800778053,1.4643794977758613,9.106948789368037,1.761869793847732,4.586587926523688,0.6211695121068392,3.964407842754769,0.5855350217851413,7.5477517335596245,2.0042762824274867,0.3651415152785782,,,,,0.023912642,,,1.892332884223705,0.029110081697945843,2.6250773928487745,0.771259163,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A23,simpson2018_A,,64.79362114,0.2523765377774195,13.202323463222928,6.394924151,,,7.971275799001843,2.2551420507565716,0.17977733813956404,1.035163854818443,3.5153210403389834,0.35363515252410094,5.160288898535929,2.056164052828975,4.177724722350467,,,,,,,,,,,,24.022136079344282,,33.85630793,0.6935188615070826,,,17.380538394396968,0.8470611608004455,19.133384867834298,78.15423671377984,,,0.9436269795436483,,,12.301269862060545,246.36587750791372,47.028173438178804,317.0563654620714,8.142447713639736,0.6282239751769277,,,,0.1563402966382928,,0.074859276,1.1433022402141273,0.8471987922281996,,,0.13190600698388552,116.59978340309434,20.205657011403822,45.74118911126092,6.277237705333676,27.10807486418669,6.974844986,2.543839993,7.368940732148983,1.2543777724459122,7.620136982690848,1.5028739277237702,4.087910280018475,0.5032611624901149,3.4418040512849437,0.45029991992844054,7.165916139974609,0.6352350205734696,0.1882580945030226,,,,,0.022573054,,,1.8206040309882137,0.015462709473152246,2.0347885971437236,0.6684606544679486,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A24,simpson2018_A,,62.61369569896904,1.4390618334512417,13.081251209291315,8.402582724,,,6.154564411446852,1.9366297049652856,0.21087222302437178,1.5412954,3.766766136940448,0.7886412761115758,9.687815438986496,2.4025081497288614,6.466157438192253,,,,,,,,,,,,22.606493972016107,,53.13519803094616,0.7004009211500848,,,15.650328039695461,0.30947310646854576,6.259209311966712,172.2540914161458,,,1.0158801763948937,,,29.045823819941024,208.40164363330288,63.23522712647508,416.91616884555515,50.865703690441656,2.823093701487235,,,,0.20558437512481142,,0.14980446934695943,3.0993619889789294,0.944882561,,,0.2674470539235917,169.35216108702457,32.16949847144108,73.81747350609588,10.131041688843673,42.88888273065521,10.652107469258716,3.159568757190777,11.193749933594566,1.7206850264897888,10.500460435886703,2.112119687076105,5.673653314693475,0.7732031703221852,5.140962187,0.7178865651392525,9.222732955733562,2.4753907747030826,0.39800076333512135,,,,,0.021997958058829384,,,2.214254936314227,0.023924646,3.383415641939896,1.0064433883992157,,,,,,,,,,,,,,,,,,,,,,,
simpson2018,simpson2018_A25,simpson2018_A,,60.709278123499274,1.5297749073642217,14.263905715870123,8.650184214512551,,,5.913484672887807,1.8501339767403702,0.19825894241933092,1.7117233310835245,4.283598421181866,0.8171382699008821,9.949989509934994,2.6425163129497804,6.501870861173119,,,,,,,,,,,,21.773422532056596,,53.54403298287012,0.8781570919327846,,,15.259699521283835,0.3294761520704396,14.930448675641257,187.38117765662898,,,1.004873799092592,,,42.15489391241465,238.36281546604536,68.20288521,469.03466790519343,55.94463191248503,3.0932618740953064,,,,0.227211627,,0.16443113425152048,3.846549799182241,1.037796555496677,,,0.5485387638700396,208.13651872697346,38.450395491682535,88.93154342717857,12.321741955921569,52.012867327397686,12.916106646863078,3.762557594770997,13.593197179808152,2.0607765978910924,12.645878531510485,2.502030361000539,6.557167592378094,0.881775372,5.839484431221047,0.8673290023116361,11.557686504171452,3.0493373411687177,0.6311106825928592,,,,,0.024796183942020208,,,2.5028498798394394,0.030703361,4.308173517956919,1.2312554239954965,,,,,,,,,,,,,,,,,,,,,,,
