Source ID 1,Sample ID,Method ID,Note,SiO2 %,TiO2 %,Al2O3 %,Fe2O3 %,FeO %,FeOT %,CaO %,MgO %,MnO %,K2O %,Na2O %,P2O5 %,Li ppm,Be ppm,B ppm,C ppm,CO2 ppm,F ppm,Na ppm,Mg ppm,Al ppm,P ppm,S ppm,Cl ppm,K ppm,Ca ppm,Sc ppm,Ti ppm,V ppm,Cr ppm,Mn ppm,Fe ppm,Co ppm,Ni ppm,Cu ppm,Zn ppm,Ga ppm,Ge ppm,As ppm,Se ppm,Br ppm,Rb ppm,Sr ppm,Y ppm,Zr ppm,Nb ppm,Mo ppm,Ru ppm,Rh ppm,Pd ppm,Ag ppm,Cd ppm,In ppm,Sn ppm,Sb ppm,Te ppm,I ppm,Cs ppm,Ba ppm,La ppm,Ce ppm,Pr ppm,Nd ppm,Sm ppm,Eu ppm,Gd ppm,Tb ppm,Dy ppm,Ho ppm,Er ppm,Tm ppm,Yb ppm,Lu ppm,Hf ppm,Ta ppm,W ppm,Re ppm,Os ppm,Ir ppm,Pt ppm,Au ppm,Hg ppm,Tl ppm,Pb ppm,Bi ppm,Th ppm,U ppm,Nd143_Nd144,Nd143_Nd144 SD value,Nd143_Nd144 SD sigma,Sr87_Sr86,Sr87_Sr86 SD value,Sr87_Sr86 SD sigma,Pb206_Pb204,Pb206_Pb204 SD value,Pb206_Pb204 SD sigma,Pb207_Pb204,Pb207_Pb204 SD value,Pb207_Pb204 SD sigma,Pb208_Pb204,Pb208_Pb204 SD value,Pb208_Pb204 SD sigma,Pb207_Pb206,Pb207_Pb206 SD value,Pb207_Pb206 SD sigma,Pb208_Pb206,Pb208_Pb206 SD value,Pb208_Pb206 SD sigma,Age Ma,Age SD sigma 
divito2020,divito2020_443-627-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,162,,,,,,27,441,48,327,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-627-2,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,138,,,,,,7,335,21,106,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-627-3,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,278,1955,,,95,137,141,,,,,,10,479,28,135,11,,,,,,,,,,,,,170,16,7,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-627-4,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,179,,,,,,31,464,54,374,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-627-5,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,176,,,,,,32,472,52,360,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-627-6,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,148,,,,,,21,351,37,271,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-627-7,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,139,,,,,,5,287,17,86,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-627-8,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,133,,,,,,9,343,21,119,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-627-9,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,179,,,,,,33,500,54,379,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-627-10,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,134,,,,,,16,338,33,225,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-627-11,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,147,,,,,,5,288,17,89,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-627-12,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,172,,,,,,30,521,52,359,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-628-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,134,,,,,,11,465,24,151,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-629-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,176,,,,,,32,488,53,374,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-629-2,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,137,,,,,,9,405,23,123,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-629-3,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,178,,,,,,26,384,39,285,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-629-4,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,137,,,,,,6,281,18,91,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-629-5,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,162,,,,,,25,414,46,319,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-629-6,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,113,,,,,,6,282,18,91,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-629-7,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,148,,,,,,18,294,29,218,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-629-8,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,127,,,,,,8,342,22,122,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-629-9,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,157,,,,,,25,451,44,311,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-630-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,147,,,,,,8,334,20,121,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-630-2,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,181,,,,,,33,482,54,381,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-630-3,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,279,1566,,,96,107,133,,,,,,12,492,28,149,12,1,,,,,,,,,,,,130,19,41,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-631-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,,1879,,,16,25,187,,,,,,36,512,54,400,35,2,,,,,,,,,,,,566,66,143,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-632-3,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,148,,,,,,16,267,28,206,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-632-4,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,177,,,,,,23,373,40,282,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-633-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,11,1699,,,22,33,180,,,,,,34,526,54,388,35,,,,,,,,,,,,,563,45,91,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-632-2,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,128,,,,,,7,298,20,101,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-633-3,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,166,,,,,,24,367,42,301,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-633-4,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,156,,,,,,21,330,36,257,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-633-5,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,120,,,,,,4,258,15,90,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-634-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,171,,,,,,30,484,52,362,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-634-2,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,256,1610,,,90,124,131,,,,,,13,453,27,157,12,,,,,,,,,,,,,195,15,68,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-634-3,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,238,1640,,,80,128,127,,,,,,12,437,24,133,9,,,,,,,,,,,,,142,29,43,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-634-5,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,159,,,,,,28,424,46,331,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-634-6,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,256,,,,,,22,372,38,275,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-634-7,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,121,,,,,,9,383,23,129,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-634-8,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,161,,,,,,24,374,42,300,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-635-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,96,,,,,,6,270,15,99,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-636-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,159,,,,,,17,273,30,209,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-637-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,116,,,,,,3,174,7,69,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-637-2,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,126,,,,,,9,393,24,136,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-637-3,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,155,,,,,,21,338,39,272,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-634-4,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,190,,,,,,30,469,55,371,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-637-5,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,154,,,,,,25,394,43,316,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-637-6,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,111,,,,,,6,334,20,112,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-637-7,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,179,,,,,,30,452,48,351,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-637-8,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,169,,,,,,21,361,37,266,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-638-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,184,,,,,,30,441,48,337,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-638-2,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,182,,,,,,29,451,48,344,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-638-3,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,121,,,,,,10,391,21,130,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-638-4,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,165,,,,,,9,184,22,170,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-638-5,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,123,,,,,,9,461,23,136,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-639-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,285,1586,,,109,132,321,,,,,,11,442,25,137,8,1,,,,,,,,,,,,131,6,11,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,371,1472,,,111,113,157,,,,,,11,450,25,137,8,,,,,,,,,,,,,140,24,48,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-2,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,141,,,,,,20,304,34,244,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-3,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,184,,,,,,31,470,53,373,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-4,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,162,,,,,,17,252,26,192,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-5,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,147,,,,,,25,372,42,294,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-6,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,179,,,,,,4,215,11,76,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-7,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,127,,,,,,8,368,24,127,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-8,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,149,,,,,,21,333,36,265,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-9,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,208,,,,,,29,462,50,351,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-10,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,138,,,,,,7,343,20,114,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-11,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,189,,,,,,31,466,53,374,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-12,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,126,,,,,,10,400,23,130,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-13,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,160,,,,,,23,372,39,283,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-14,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,183,,,,,,21,364,38,283,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-640-15,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,136,,,,,,7,367,22,114,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-641-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,166,,,,,,29,441,50,358,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-641-2,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,179,,,,,,33,492,55,376,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-641-3,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,147,,,,,,9,398,23,129,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-641-4,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,289,1402,,,80,97,146,,,,,,11,548,24,141,13,,,,,,,,,,,,,232,32,73,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-641-5,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,272,1577,,,98,128,160,,,,,,12,559,24,139,11,,,,,,,,,,,,,188,,40,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-642-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,409,1572,,,136,96,142,,,,,,10,387,24,131,10,,,,,,,,,,,,,154,35,49,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-642-2,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,182,,,,,,36,574,66,470,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-642-3,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,,1747,,,17,28,195,,,,,,31,487,50,372,32,,,,,,,,,,,,,547,29,113,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-642-4,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,129,,,,,,7,383,21,136,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-642-5,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,182,,,,,,31,469,55,370,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-642-6,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,228,1428,,,85,114,149,,,,,,10,433,25,134,10,,,,,,,,,,,,,168,2,72,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-643-1,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,177,,,,,,30,480,53,373,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-643-2,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,178,,,,,,31,481,55,378,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-643-3,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,184,,,,,,30,454,51,353,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-643-4,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,247,1479,,,106,126,136,,,,,,12,755,24,118,9,,,,,,,,,,,,,149,26,36,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-643-5,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,148,,,,,,21,417,39,267,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-643-6,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,197,,,,,,21,302,30,229,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-643-7,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,184,,,,,,23,359,40,281,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-643-8,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,114,,,,,,8,165,19,129,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
divito2020,divito2020_443-643-9,divito2020_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,242,1510,,,85,120,130,,,,,,11,461,24,136,10,,,,,,,,,,,,,163,36,56,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
