Primary analytical & method-specific metadata,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
METHOD IDENTIFICATION,,ANALYTICAL PROCEDURE,,,,,,ANALYTICAL ACCURACY & REPRODUCIBILITY ,,,,,DETECTION LIMIT,,TOTAL PROCEDURAL BLANK,,FRACTIONATION CORRECTION (ONLY FOR ISOTOPIC ANALYSES),,,,,NORMALIZATION,,
"Method code
[citation code][ _ ][A], [B] ; etc.",PARAMETER,Technique,Instrument,Laboratory,Analyst,Analysis date,Analysis comment,Reference sample name,Reference sample measured value,Reference uncertainty,Reference uncertainty unit,Number of measurements,Detection limit,Unit,Blank value,Unit,Parameter,Reference sample name,Value used for fractionation correction,Reference sample accepted value,Citation,Reference sample name,Reference sample accepted value,Citation
must match codes in TAB 2 COL AM,must match parameters in TAB 3 COL AN-ES,see drop-down list,,,,,,,,standard deviation,,leave blank if 1,,e.g. ppm,,e.g. ppm,e.g. Nd146_Nd144,e.g. La Jolla,e.g. 0.7219,i.e. from literature,if known,if applicable,,e.g. USGS
Kirch-2012-PNAS_B,P2O5,WD-XRF,Siemens SRS 303 AS WD-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,,,,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Na2O,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),2.377,,,,,,,,,,,,,,,
Kirch-2015-AO_A,MgO,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),7.259,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Al2O3,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),13.315,,,,,,,,,,,,,,,
Kirch-2015-AO_A,SiO2,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),47.036,,,,,,,,,,,,,,,
Kirch-2015-AO_A,K2O,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),0.539,,,,,,,,,,,,,,,
Kirch-2015-AO_A,CaO,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),10.497,,,,,,,,,,,,,,,
Kirch-2015-AO_A,TiO2,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),2.622,,,,,,,,,,,,,,,
Kirch-2015-AO_A,V,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),367.142,,,,,,,,,,,,,,,
Kirch-2015-AO_A,MnO,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),1553.891,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Fe,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),8.659,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Ni,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),80.906,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Cu,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),128.05,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Zn,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),100.103,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Rb,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),9.348,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Sr,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),381.776,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Y,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),26.219,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Zr,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),185.087,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Nb,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),20.851,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Ba,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),122.941,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Pb,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (5-12.1),0.0,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Na2O,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),2.385,,,,,,,,,,,,,,,
Kirch-2015-AO_A,MgO,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),7.421,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Al2O3,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),13.457,,,,,,,,,,,,,,,
Kirch-2015-AO_A,SiO2,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),48.096,,,,,,,,,,,,,,,
Kirch-2015-AO_A,K2O,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),0.612,,,,,,,,,,,,,,,
Kirch-2015-AO_A,CaO,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),11.131,,,,,,,,,,,,,,,
Kirch-2015-AO_A,TiO2,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),2.747,,,,,,,,,,,,,,,
Kirch-2015-AO_A,V,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),360.629,,,,,,,,,,,,,,,
Kirch-2015-AO_A,MnO,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),1589.271,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Fe,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),8.926,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Ni,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),89.633,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Cu,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),128.116,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Zn,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),100.487,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Rb,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),10.675,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Sr,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),389.488,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Y,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),28.092,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Zr,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),187.631,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Nb,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),19.619,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Ba,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),145.946,,,,,,,,,,,,,,,
Kirch-2015-AO_A,Pb,ED-XRF,ThermoNoran QuanX ED-XRF spectrometer,University of Hawai'i at Hilo,"Mills, Peter; Lundblad, Steven",,Methods described in Lundblad et al. Archaeometry 50 (2008),BHVO-2 (3-13.1),0.0,,,,,,,,,,,,,,,
Rolett-2015-JAS_A,SiO2,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,52.44,0.11,,12.0,,,,,,,,,,,,
Rolett-2015-JAS_A,TiO2,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,1.1,0.02,,12.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Al2O3,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,15.05,0.14,,12.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Fe2O3T,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,11.3,0.05,,12.0,,,,,,,,,,,,
Rolett-2015-JAS_A,MnO,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,0.16,0.01,,12.0,,,,,,,,,,,,
Rolett-2015-JAS_A,MgO,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,6.63,0.03,,12.0,,,,,,,,,,,,
Rolett-2015-JAS_A,CaO,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,11.0,0.06,,12.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Na2O,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,2.13,0.11,,12.0,,,,,,,,,,,,
Rolett-2015-JAS_A,K2O,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,0.64,0.01,,12.0,,,,,,,,,,,,
Rolett-2015-JAS_A,P2O5,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,0.13,0.01,,12.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Sc,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,36.0,1.0,,6.0,,,,,,,,,,,,
Rolett-2015-JAS_A,V,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,260.0,7.0,,6.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Cr,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,128.0,1.0,,6.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Co,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,46.0,1.0,,6.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Ni,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,77.0,2.0,,6.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Zn,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,86.0,1.0,,6.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Rb,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,22.5,0.3,,6.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Sr,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,189.0,1.0,,6.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Y,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,22.0,0.1,,6.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Zr,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,94.0,0.3,,6.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Nb,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,7.5,0.3,,6.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Ba,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",W-1,155.0,4.0,,6.0,,,,,,,,,,,,
Rolett-2015-JAS_A,SiO2,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,49.58,0.03,,2.0,,,,,,,,,,,,
Rolett-2015-JAS_A,TiO2,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,2.73,0.0,,2.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Al2O3,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,13.21,0.04,,2.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Fe2O3T,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,12.55,0.05,,2.0,,,,,,,,,,,,
Rolett-2015-JAS_A,MnO,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,0.14,0.01,,2.0,,,,,,,,,,,,
Rolett-2015-JAS_A,MgO,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,7.26,0.04,,2.0,,,,,,,,,,,,
Rolett-2015-JAS_A,CaO,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,11.51,0.08,,2.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Na2O,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,2.33,0.01,,2.0,,,,,,,,,,,,
Rolett-2015-JAS_A,K2O,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,0.53,0.01,,2.0,,,,,,,,,,,,
Rolett-2015-JAS_A,P2O5,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,0.27,0.0,,2.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Sc,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,31.0,1.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,V,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,309.0,7.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Cr,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,301.0,3.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Co,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,44.0,0.3,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Ni,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,126.0,1.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Zn,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,104.0,1.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Rb,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,9.7,0.2,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Sr,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,394.0,4.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Y,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,26.0,0.2,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Zr,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,175.0,1.6,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Nb,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,18.8,0.5,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Ba,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BHVO-1,124.0,8.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,SiO2,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,47.71,0.26,,8.0,,,,,,,,,,,,
Rolett-2015-JAS_A,TiO2,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,0.98,0.01,,8.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Al2O3,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,15.67,0.08,,8.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Fe2O3T,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,11.68,0.12,,8.0,,,,,,,,,,,,
Rolett-2015-JAS_A,MnO,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,0.17,0.0,,8.0,,,,,,,,,,,,
Rolett-2015-JAS_A,MgO,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,9.64,0.04,,8.0,,,,,,,,,,,,
Rolett-2015-JAS_A,CaO,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,13.3,0.05,,8.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Na2O,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,1.54,0.03,,8.0,,,,,,,,,,,,
Rolett-2015-JAS_A,K2O,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,0.01,0.0,,8.0,,,,,,,,,,,,
Rolett-2015-JAS_A,P2O5,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,0.02,0.01,,8.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Sc,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,41.0,1.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,V,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,307.0,2.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Cr,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,407.0,2.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Co,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,54.0,2.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Ni,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,169.0,3.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Zn,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,68.0,1.0,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Rb,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,0.6,0.1,,5.0,,,,,,,,,,,,
Rolett-2015-JAS_A,Sr,WD-XRF,Siemens 303 AS automated XRF spec system,University of Hawai‘i at Manoa,"Sinton, John",,"Methods described in Sinton et al. G3, 6, 3(2005)",BIR-1,111.0,1.0,,5.0,,,,,,,,,,,,
