Sample Information & archaeological provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE IDENTIFICATION,,,,,INDIVIDUAL SAMPLE CONDITION AND PREPARATION,,,,,PETROGRAPHIC DESCRIPTION,,LOCATION,,,,,,,ARTEFACT IDENTIFICATION,,,,,ARCHAEOLOGICAL COLLECTION,,,,,SITE IDENTIFICATION,,,,,,
Citation code 1 [Data],Sample name,Pofatu ID,Sample category,Sample comment,Analyzed material 1,Analyzed material 2,Sample preparation,Chemical treatment,Number of replicates,Petrography,Comments,Location 1,Location 2,Location 3,Location comment,Latitude,Longitude,Elevation,Citation code 2 [Artefact],Artefact name,Artefact category,Artefact description,Artefact comments,Collector,Fieldwork,Fieldwork date,Collection storage location,Collection comment,Citation 3 [Site],Site name,Site code,Site context,Site comments,Stratigraphic position,Stratigraphy comments
must match TAB 1 COL H,,RESERVED TO ADMIN,see drop-down list,,see drop-down list,see drop-down list,"e.g. crushed in agate mill, sieved at 500 microns",e.g. whole rock samples were dissolved in 0.1M HF + 5.0M HNO3,,,,Archipelago,Island name,Locality,,,,,must match TAB 1 COL K,,see drop-down list,see drop-down list,,,Survey OR Excavation,,,,must match TAB 1 COL N,,,see drop-down list,,"Level, Square, etc.",
Sinton-1997-Database,WVLY-1,Sinton-1997-Database_WVLY-1,SOURCE,,Whole rock,Core sample,,,,,,PITCAIRN,PITCAIRN,WATER_VALLEY,,-25.07,-130.1,,Sinton-1997-Database,WVLY-1,,,,,,,"Bishop Museum, Hawai'i (USA)",,,WATER VALLEY,,QUARRY,,SURFACE,
Sinton-1997-Database,2/254,Sinton-1997-Database_2/254,ARTEFACT,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,,EAST TUTUILA,-14.26747,-170.598311,,Sinton-1997-Database,2/254,,,,,,,"Bishop Museum, Hawai'i (USA)",,,NA,,NA,,SURFACE,
Sinton-1997-Database,89-14,Sinton-1997-Database_89-14,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,OFU,FA'ALA'AGA,,-14.169388,-169.638717,,Sinton-1997-Database,89-14,,,,,,,"Bishop Museum, Hawai'i (USA)",,,FA'ALA'AGA,,QUARRY,,SURFACE,
Sinton-1997-Database,89-15,Sinton-1997-Database_89-15,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,OFU,FA'ALA'AGA,,-14.169388,-169.638717,,Sinton-1997-Database,89-15,,,,,,,"Bishop Museum, Hawai'i (USA)",,,FA'ALA'AGA,,QUARRY,,SURFACE,
Sinton-1997-Database,89-16,Sinton-1997-Database_89-16,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,OFU,FA'ALA'AGA,,-14.169388,-169.638717,,Sinton-1997-Database,89-16,,,,,,,"Bishop Museum, Hawai'i (USA)",,,FA'ALA'AGA,,QUARRY,,SURFACE,
Sinton-1997-Database,FAGASA,Sinton-1997-Database_FAGASA,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,FAGASA,,-14.290078,-170.726944,15.0,Sinton-1997-Database,FAGASA,,,,,,,"Bishop Museum, Hawai'i (USA)",,,FAGASA,,QUARRY,,SURFACE,
Sinton-1997-Database,1442-A5,Sinton-1997-Database_1442-A5,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,LAEANO,EAST TUTUILA,-14.261294,-170.594901,140.0,Sinton-1997-Database,1442-A5,,,,,,,"Bishop Museum, Hawai'i (USA)",,,LAEANO,,QUARRY,,SURFACE,
Sinton-1997-Database,1442-A7,Sinton-1997-Database_1442-A7,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,LAEANO,EAST TUTUILA,-14.261294,-170.594901,140.0,Sinton-1997-Database,1442-A7,,,,,,,"Bishop Museum, Hawai'i (USA)",,,LAEANO,,QUARRY,,SURFACE,
Sinton-1997-Database,1442-F,Sinton-1997-Database_1442-F,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,LAEANO,EAST TUTUILA,-14.261294,-170.594901,140.0,Sinton-1997-Database,1442-F,,,,,,,"Bishop Museum, Hawai'i (USA)",,,LAEANO,,QUARRY,,SURFACE,
Sinton-1997-Database,II.3,Sinton-1997-Database_II.3,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,LAEANO,EAST TUTUILA,-14.261294,-170.594901,140.0,Sinton-1997-Database,II.3,,,,,,,"Bishop Museum, Hawai'i (USA)",,,LAEANO,,QUARRY,,SURFACE,
Sinton-1997-Database,89-1,Sinton-1997-Database_89-1,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,OFU,MAKO RIDGE,,-14.171924,-169.669024,,Sinton-1997-Database,89-1,,,,,,,"Bishop Museum, Hawai'i (USA)",,,MAKO RIDGE,,QUARRY,,SURFACE,
Sinton-1997-Database,89-2,Sinton-1997-Database_89-2,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,OFU,MAKO RIDGE,,-14.171924,-169.669024,,Sinton-1997-Database,89-2,,,,,,,"Bishop Museum, Hawai'i (USA)",,,MAKO RIDGE,,QUARRY,,SURFACE,
Sinton-1997-Database,89-3,Sinton-1997-Database_89-3,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,OFU,MAKO RIDGE,,-14.171924,-169.669024,,Sinton-1997-Database,89-3,,,,,,,"Bishop Museum, Hawai'i (USA)",,,MAKO RIDGE,,QUARRY,,SURFACE,
Sinton-1997-Database,89-4,Sinton-1997-Database_89-4,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,OFU,MAKO RIDGE,,-14.171924,-169.669024,,Sinton-1997-Database,89-4,,,,,,,"Bishop Museum, Hawai'i (USA)",,,MAKO RIDGE,,QUARRY,,SURFACE,
Sinton-1997-Database,MAUPAU,Sinton-1997-Database_MAUPAU,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,MAPUA,,-14.262403,-170.59134,<10,Sinton-1997-Database,MAPUA,,,,,,,"Bishop Museum, Hawai'i (USA)",,,MAPUA,,NATURAL,,SURFACE,
Sinton-1997-Database,89-10,Sinton-1997-Database_89-10,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,89-10,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,89-11,Sinton-1997-Database_89-11,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,89-11,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,89-12,Sinton-1997-Database_89-12,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,89-12,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,89-13,Sinton-1997-Database_89-13,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,89-13,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,89-5,Sinton-1997-Database_89-5,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,89-5,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,89-6,Sinton-1997-Database_89-6,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,89-6,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,89-7,Sinton-1997-Database_89-7,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,89-7,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,89-8,Sinton-1997-Database_89-8,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,89-8,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,89-9,Sinton-1997-Database_89-9,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,89-9,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-13,Sinton-1997-Database_TTM-13,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-13,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-14,Sinton-1997-Database_TTM-14,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-14,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-15,Sinton-1997-Database_TTM-15,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-15,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-16,Sinton-1997-Database_TTM-16,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-16,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-17,Sinton-1997-Database_TTM-17,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-17,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-18,Sinton-1997-Database_TTM-18,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-18,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-19,Sinton-1997-Database_TTM-19,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-19,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-23,Sinton-1997-Database_TTM-23,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-23,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-24,Sinton-1997-Database_TTM-24,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-24,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-25,Sinton-1997-Database_TTM-25,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-25,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-26,Sinton-1997-Database_TTM-26,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-26,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-27,Sinton-1997-Database_TTM-27,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-27,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-28,Sinton-1997-Database_TTM-28,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-28,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-29,Sinton-1997-Database_TTM-29,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-29,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-31,Sinton-1997-Database_TTM-31,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-31,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-32,Sinton-1997-Database_TTM-32,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-32,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-37,Sinton-1997-Database_TTM-37,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-37,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-38,Sinton-1997-Database_TTM-38,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-38,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-40,Sinton-1997-Database_TTM-40,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-40,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-45,Sinton-1997-Database_TTM-45,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-45,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-A12,Sinton-1997-Database_TTM-A12,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-A12,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TTM-A7,Sinton-1997-Database_TTM-A7,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TTM-A7,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,TATAGA,Sinton-1997-Database_TATAGA,SOURCE,,Whole rock,Core sample,,,,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.325,-170.78,,Sinton-1997-Database,TATAGA,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TATAGAMATAU,,QUARRY,,SURFACE,
Sinton-1997-Database,F23-15,Sinton-1997-Database_F23-15,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,HUAHINE,VAITO'OTI'A,SCH1-1,-16.709374,-151.037173,<10,Sinton-1997-Database,F23-15,,,,Y. Sinoto,Excavation,,SCP Tahiti (French Polynesia),,,VAITO'OTI'A,,DOMESTIC,,NA,
Sinton-1997-Database,H13-1,Sinton-1997-Database_H13-1,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,HUAHINE,VAITO'OTI'A,SCH1-1,-16.709374,-151.037173,<10,Sinton-1997-Database,H13-1,,,,Y. Sinoto,Excavation,,SCP Tahiti (French Polynesia),,,VAITO'OTI'A,,DOMESTIC,,NA,
Sinton-1997-Database,TP-15-8,Sinton-1997-Database_TP-15-8,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,HUAHINE,VAITO'OTI'A,SCH1-1,-16.709374,-151.037173,<10,Sinton-1997-Database,TP-15-8,,,,Y. Sinoto,Excavation,,SCP Tahiti (French Polynesia),,,VAITO'OTI'A,,DOMESTIC,,NA,
Sinton-1997-Database,U26-3,Sinton-1997-Database_U26-3,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,HUAHINE,FA'AHIA,SCH1-2,-16.708036,-151.038678,<10,Sinton-1997-Database,U26-3,,,,Y. Sinoto,Excavation,,Musée de Tahiti et des Iles (French Polynesia),,,FA'AHIA,,DOMESTIC,,NA,
Sinton-1997-Database,P45-1,Sinton-1997-Database_P45-1,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,HUAHINE,FA'AHIA,SCH1-2,-16.708036,-151.038678,<10,Sinton-1997-Database,P45-1,,,,Y. Sinoto,Excavation,,Musée de Tahiti et des Iles (French Polynesia),,,FA'AHIA,,DOMESTIC,,NA,
Sinton-1997-Database,AN43,Sinton-1997-Database_AN43,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,MAUPITI,MOTU_PAEAO,,-16.424047,-152.260499,<10,Sinton-1997-Database,AN43,,,,Y. Sinoto,Excavation,,Musée de Tahiti et des Iles (French Polynesia),,Anderson-2000-NZJA,MOTU PAEAO,,FUNERAL,,NA,
Sinton-1997-Database,TMA-283,Sinton-1997-Database_TMA-283,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,MAUPITI,MOTU_PAEAO,,-16.424047,-152.260499,<10,Sinton-1997-Database,TMA-283,,,,Y. Sinoto,Excavation,,Musée de Tahiti et des Iles (French Polynesia),,Anderson-2000-NZJA,MOTU PAEAO,,FUNERAL,,NA,
Sinton-1997-Database,TR-317,Sinton-1997-Database_TR-317,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,RA'IATEA,NEAR FAREATAI,NEAR POINTE TEMAUPUA,-16.871714,-151.376897,<10,Sinton-1997-Database,TR-317,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,FAREATAI/TEMAUPUA,,NA,,SURFACE,
Sinton-1997-Database,TR-350,Sinton-1997-Database_TR-350,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,RA'IATEA,NEAR FAREATAI,NEAR POINTE TEMAUPUA,-16.871714,-151.376897,<10,Sinton-1997-Database,TR-350,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,FAREATAI/TEMAUPUA,,NA,,SURFACE,
Sinton-1997-Database,TR-363,Sinton-1997-Database_TR-363,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,RA'IATEA,NEAR FAREATAI,NEAR POINTE TEMAUPUA,-16.871714,-151.376897,<10,Sinton-1997-Database,TR-363,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,FAREATAI/TEMAUPUA,,NA,,SURFACE,
Sinton-1997-Database,TR-93,Sinton-1997-Database_TR-93,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,RA'IATEA,MOTU TEAVAPITI,,-16.746093,-151.424149,<10,Sinton-1997-Database,TR-93,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,MOTU TEAVAPITI,,NA,,SURFACE,
Sinton-1997-Database,AN44,Sinton-1997-Database_AN44,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,RA'IATEA,VAITOPATAPATA,BPBM3 SAMPLE TR-89,-16.878,-151.409,150.0,Sinton-1997-Database,AN44,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,Collerson-2007-Science,VAITOPATAPATA,,QUARRY,,SURFACE,
Sinton-1997-Database,TR-777,Sinton-1997-Database_TR-777,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,RA'IATEA,VAITOPATAPATA,BPBM3 SAMPLE TR-89,-16.878,-151.409,150.0,Sinton-1997-Database,TR-777,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,Collerson-2007-Science,VAITOPATAPATA,,QUARRY,,SURFACE,
Sinton-1997-Database,TR-783,Sinton-1997-Database_TR-783,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,RA'IATEA,VAITOPATAPATA,BPBM3 SAMPLE TR-89,-16.878,-151.409,150.0,Sinton-1997-Database,TR-783,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,Collerson-2007-Science,VAITOPATAPATA,,QUARRY,,SURFACE,
Sinton-1997-Database,TR-89,Sinton-1997-Database_TR-89,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,RA'IATEA,VAITOPATAPATA,BPBM3 SAMPLE TR-89,-16.878,-151.409,150.0,Sinton-1997-Database,TR-89,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,Collerson-2007-Science,VAITOPATAPATA,,QUARRY,,SURFACE,
Sinton-1997-Database,TPP-1-1,Sinton-1997-Database_TPP-1-1,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,TAHITI,TPP-1,,-17.6,-149.5,,Sinton-1997-Database,TPP-1-1,,,,,Excavation,,SCP Tahiti (French Polynesia),,,NA,,NA,,SURFACE,
Sinton-1997-Database,ANAPUA,Sinton-1997-Database_ANAPUA,ARTEFACT,,Whole rock,Core sample,,,,,,SOCIETY,TAHITI,ANAPUA SITE,,-17.580977,-149.423338,,Sinton-1997-Database,ANAPUA,,,,,Excavation,,SCP Tahiti (French Polynesia),,Ottino-1985-JSO,ANAPUA,,ROCKSHELTER,,SURFACE,
Sinton-1997-Database,MURI-1,Sinton-1997-Database_MURI-1,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,TAHITI,MURITAHAVAI,,-17.659465,-149.453039,500.0,Sinton-1997-Database,MURI-1,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,MURITAHAVAI,,QUARRY,,SURFACE,
Sinton-1997-Database,MURI-2,Sinton-1997-Database_MURI-2,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,TAHITI,MURITAHAVAI,,-17.659465,-149.453039,500.0,Sinton-1997-Database,MURI-2,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,MURITAHAVAI,,QUARRY,,SURFACE,
Sinton-1997-Database,OROFERO,Sinton-1997-Database_OROFERO,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,TAHITI,OROFERO,,-17.685041,-149.562925,,Sinton-1997-Database,OROFERO,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,OROFERO,,QUARRY,,SURFACE,
Sinton-1997-Database,PAPENOO-1,Sinton-1997-Database_PAPENOO-1,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,TAHITI,PAPENO'O,,-17.580977,-149.423338,,Sinton-1997-Database,PAPENOO-1,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,PAPENO'O,,QUARRY,,SURFACE,
Sinton-1997-Database,PAPENOO-2,Sinton-1997-Database_PAPENOO-2,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,TAHITI,PAPENO'O,,-17.580977,-149.423338,,Sinton-1997-Database,PAPENOO-2,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,PAPENO'O,,QUARRY,,SURFACE,
Sinton-1997-Database,TAHINU-1,Sinton-1997-Database_TAHINU-1,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,TAHITI,TAHINU,,-17.651891,-149.451473,400.0,Sinton-1997-Database,TAHINU-1,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TAHINU,,QUARRY,,SURFACE,
Sinton-1997-Database,TAHINU-2,Sinton-1997-Database_TAHINU-2,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,TAHITI,TAHINU,,-17.651891,-149.451473,400.0,Sinton-1997-Database,TAHINU-2,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TAHINU,,QUARRY,,SURFACE,
Sinton-1997-Database,TAHINU-3,Sinton-1997-Database_TAHINU-3,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,TAHITI,TAHINU,,-17.651891,-149.451473,400.0,Sinton-1997-Database,TAHINU-3,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TAHINU,,QUARRY,,SURFACE,
Sinton-1997-Database,TAHINU-4,Sinton-1997-Database_TAHINU-4,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,TAHITI,TAHINU,,-17.651891,-149.451473,400.0,Sinton-1997-Database,TAHINU-4,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TAHINU,,QUARRY,,SURFACE,
Sinton-1997-Database,TAHINU-5,Sinton-1997-Database_TAHINU-5,SOURCE,,Whole rock,Core sample,,,,,,SOCIETY,TAHITI,TAHINU,,-17.651891,-149.451473,400.0,Sinton-1997-Database,TAHINU-5,,,,,Survey,,"Bishop Museum, Hawai'i (USA)",,,TAHINU,,QUARRY,,SURFACE,
Felgate-2001-ANZ,GB1,Felgate-2001-ANZ_GB1,SOURCE,,Whole rock,Core sample,,,,Fine-grained,,NEW_ZEALAND,GREAT_BARRIER_ISLAND,MULBERRY_GROVE_QUARRY,,-36.314888,175.498044,<10,Felgate-2001-ANZ,,COBBLE,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,MULBERRY GROVE QUARRY,,QUARRY,,SURFACE,
Felgate-2001-ANZ,GB2,Felgate-2001-ANZ_GB2,SOURCE,,Whole rock,Core sample,,,,Fine-grained,,NEW_ZEALAND,GREAT_BARRIER_ISLAND,MULBERRY_GROVE_QUARRY,,-36.314888,175.498044,<10,Felgate-2001-ANZ,,COBBLE,NATURAL BOULDER/COBBLE,Cobble,M. Felgate,Survey,,"University of Auckland, Anthropology Dept (NZ)",,Felgate-2001-ANZ,MULBERRY GROVE QUARRY,,QUARRY,,SURFACE,
Felgate-2001-ANZ,H1,Felgate-2001-ANZ_H1,ARTEFACT,,Whole rock,Core sample,,,,"Fine-grained, altered olivine",,NEW_ZEALAND,NORTH_ISLAND,HOUHORA,,-34.8,173.1,,Felgate-2001-ANZ,,FLAKE,,,,Survey,,"War Memorial Museum, Auckland (NZ)",,Felgate-2001-ANZ,HOUHORA REGION,,NA,,SURFACE,
